Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆
H6: Min (node 2921) → H6: Min (node 1028) in NEF (0.99982992),0.11346257,0.05148321,-0.06197936,-54.62537998,1779.12080000,1718.48890000,-60.63190000,-3.40796982,74.58637400,72.61814900,-1.96822500,-2.63885331,1213.50170000,1146.96570000,-66.53600000,-5.48297543,2518.94640000,2535.51140000,16.56500000,0.65761622,0.00000000,0.00000000,-0.00000000,-73.52310925,-0.16253575,-0.16508359,-0.00254784,1.56755668,0.16253575,0.16508359,0.00254784,1.56755668,-0.00000000,0.00000000,0.00000000,-565.55577682,-0.33087019,-0.33894044,-0.00807025,2.43909855,-10.97712100,-10.93194000,0.04518100,-0.41159244,0.33087019,0.33894044,0.00807025,2.43909855,10.97712100,10.93194000,-0.04518100,-0.41159244,-0.00000003,-0.00000000,0.00000003,-94.40497061,0.88653743,0.94851679,0.06197936,6.99117239,25.72010100,26.96586300,1.24576200,4.84353463,3293.99560000,3215.66700000,-78.32860000,-2.37792060,1.00000000,1.00000000,0.00000000,0.00000000,0.56319505,0.58810256,0.02490751,4.42253709,1.00000000,1.00000000,0.00000000,0.00000000,3968.44240000,3804.91540000,-163.52700000,-4.12068473,3968.44240000,3804.91540000,-163.52700000,-4.12068473,0.00000000,-0.00000000,-0.00000000,-565.55577682,0.88653743,0.94851679,0.06197936,6.99117239,43.82786300,47.82446300,3.99660000,9.11885665,0.11346257,0.05148321,-0.06197936,-54.62538086,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23443091,0.23365561,-0.00077530,-0.33071748,13786.22114000,13880.47226000,94.25112000,0.68366174,524.82231540,520.19299680,-4.62931860,-0.88207351,9216.16912000,9233.68116000,17.51204000,0.19001431,14864.14235400,14630.09288200,-234.04947200,-1.57459116,0.00000003,-0.00000001,-0.00000003,-129.99736795,-3.89649742,-3.89417744,0.00231998,-0.05954004,3.89649742,3.89417744,-0.00231998,-0.05954014,0.00000000,0.00000001,0.00000000,87.88345034,-7.12220620,-7.11883904,0.00336716,-0.04727692,-180.27691300,-179.92391100,0.35300200,-0.19581099,7.12220622,7.11883904,-0.00336718,-0.04727720,180.27691400,179.92391240,-0.35300160,-0.19581076,-0.00000018,0.00000027,0.00000045,-247.24525179,29.76556866,29.76634444,0.00077578,0.00260630,317.69425580,316.37175400,-1.32250180,-0.41628131,19436.36010080,19421.10080720,-15.25929360,-0.07850901,10.00000000,9.99999998,-0.00000002,-0.00000020,27.55722266,27.55774794,0.00052528,0.00190614,10.00000000,10.00000000,0.00000000,0.00000000,48162.34580000,48219.10440000,56.75860000,0.11784850,65112.92120000,65075.15740000,-37.76380000,-0.05799740,-0.00000000,-0.00000001,-0.00000000,87.88345034,21.76556884,21.76634428,0.00077544,0.00356269,650.85455200,650.31835000,-0.53620200,-0.08238431,0.23443095,0.23365565,-0.00077530,-0.33071572,10.00000000,9.99999998,-0.00000002,-0.00000020,
Max basin decomposition according to INS: Kinetic Energy Density SCF
C1: Max (node 6112) → C1: Max (node 6148) in NEF (0.99976545),-0.05260529,-0.08028710,-0.02768180,52.62170382,455.93746000,435.09237000,-20.84509000,-4.57191870,13.33578000,13.18899800,-0.14678200,-1.10066303,266.31906000,252.22198000,-14.09708000,-5.29330496,567.20204000,643.32691000,76.12487000,13.42112063,0.06477054,0.07386940,0.00909886,14.04783520,-0.25396786,-0.25265972,0.00130814,-0.51508092,0.31873841,0.32652912,0.00779071,2.44423319,0.04915854,0.06576235,0.01660381,33.77604514,-0.46533366,-0.46522524,0.00010842,-0.02329941,-11.84500800,-12.03821600,-0.19320800,1.63113440,0.51449220,0.53098760,0.01649540,3.20615162,10.48151300,11.08447200,0.60295900,5.75259507,-1.36349450,-0.95374321,0.40975129,-30.05155430,2.27675270,2.37808240,0.10132970,4.45062391,14.43711700,15.83503200,1.39791500,9.68278500,9.20095150,8.64686510,-0.55408640,-6.02205544,0.35940771,0.34996818,-0.00943953,-2.62641277,2.28725160,2.37236980,0.08511820,3.72141832,0.37069123,0.38296589,0.01227466,3.31128956,2379.64370000,2354.82290000,-24.82080000,-1.04304691,3993.07770000,3884.70560000,-108.37210000,-2.71399928,-0.04915854,-0.06576235,-0.01660381,33.77604514,1.53537020,1.61215060,0.07678040,5.00077441,34.02719600,36.48029300,2.45309700,7.20922464,-0.13829485,-0.13883025,-0.00053540,0.38714385,0.35640964,0.37320869,0.01679905,4.71341067,
C1: Max (node 6130) → C1: Max (node 6172) in NEF (0.99998147),0.00837403,0.03453046,0.02615643,312.35188845,382.89169000,387.71171000,4.82002000,1.25884686,11.72157600,11.20198500,-0.51959100,-4.43277423,174.98560000,180.43978000,5.45418000,3.11693076,569.87442000,586.34047000,16.46605000,2.88941729,-0.02071393,-0.04057632,-0.01986239,95.88906516,-0.23696792,-0.23453498,0.00243294,-1.02669593,0.21625400,0.19395867,-0.02229533,-10.30978849,-0.01134148,-0.04647173,-0.03513025,309.75005736,-0.41757429,-0.41057458,0.00699971,-1.67627897,-9.83387830,-9.58562550,0.24825280,-2.52446484,0.40623281,0.36410286,-0.04212995,-10.37088806,10.47101500,9.38117110,-1.08984390,-10.40819730,0.63713648,-0.20445446,-0.84159094,-132.08958621,1.90648850,1.85456330,-0.05192520,-2.72360415,11.65908500,11.40171200,-0.25737300,-2.20748884,8.18964390,8.22860140,0.03895750,0.47569223,0.31990400,0.33303962,0.01313562,4.10611308,1.89271390,1.84909710,-0.04361680,-2.30445816,0.31914375,0.31484896,-0.00429479,-1.34572273,1995.42040000,2005.77770000,10.35730000,0.51905353,3371.27160000,3360.33510000,-10.93650000,-0.32440282,0.01134148,0.04647173,0.03513025,309.75005736,1.26820100,1.22486540,-0.04333560,-3.41709240,31.10647800,30.57130900,-0.53516900,-1.72044228,0.04841522,0.02198053,-0.02643469,-54.59996276,0.32581728,0.31275731,-0.01305997,-4.00837242,
C1: Max (node 6148) → C1: Max (node 6192) in NEF (0.99976505),0.03493309,0.00782965,-0.02710344,-77.58672050,322.10552000,326.65653000,4.55101000,1.41289413,10.69102000,10.87284000,0.18182000,1.70067964,164.51108000,161.39762000,-3.11346000,-1.89255338,407.77420000,330.77450000,-76.99970000,-18.88292589,-0.04405662,-0.03329309,0.01076353,-24.43113425,-0.23842265,-0.22330000,0.01512265,-6.34279084,0.19436603,0.19000692,-0.00435911,-2.24273244,-0.03781706,-0.01929062,0.01852644,-48.98962931,-0.40749554,-0.38221684,0.02527870,-6.20342986,-9.09600200,-8.62214060,0.47386140,-5.20955690,0.36967848,0.36292622,-0.00675226,-1.82652233,9.82236010,9.78033830,-0.04202180,-0.42781775,0.72635803,1.15819770,0.43183967,59.45272884,1.82605700,1.80528120,-0.02077580,-1.13774105,11.46409000,11.73753100,0.27344100,2.38519586,8.20972210,7.83210860,-0.37761350,-4.59958931,0.32068829,0.31699220,-0.00369609,-1.15254910,1.81553920,1.78037420,-0.03516500,-1.93689015,0.31016502,0.30218515,-0.00797987,-2.57278206,1946.59070000,1945.08290000,-1.50780000,-0.07745850,3284.43330000,3215.84380000,-68.58950000,-2.08832069,0.03781706,0.01929062,-0.01852644,-48.98962931,1.20572700,1.20091090,-0.00481610,-0.39943536,30.33848100,30.69610200,0.35762100,1.17877029,0.08058146,0.07892274,-0.00165872,-2.05843880,0.31777308,0.31403400,-0.00373908,-1.17665096,
C2: Max (node 6100) → C2: Max (node 6158) in NEF (0.99995951),0.02812770,0.03384370,0.00571600,20.32162251,387.13064000,396.28687000,9.15623000,2.36515250,9.52804370,9.65173930,0.12369560,1.29822662,243.65575000,248.07522000,4.41947000,1.81381724,236.59971000,270.51160000,33.91189000,14.33302264,-0.02693173,-0.02605773,0.00087400,-3.24524641,-0.23507237,-0.23592815,-0.00085578,0.36404959,0.20814064,0.20987042,0.00172978,0.83106307,-0.04166811,-0.03819728,0.00347083,-8.32969906,-0.40994085,-0.40918991,0.00075094,-0.18318252,-9.84761550,-9.51682570,0.33078980,-3.35908525,0.36827274,0.37099263,0.00271989,0.73855317,4.96241900,5.06433890,0.10191990,2.05383503,-4.88519650,-4.45248670,0.43270980,-8.85757205,1.86289410,1.83768660,-0.02520750,-1.35313650,7.64781870,7.52412140,-0.12369730,-1.61741936,7.76765880,7.96678870,0.19912990,2.56357681,0.31745892,0.31646102,-0.00099790,-0.31433988,1.87131810,1.85025990,-0.02105820,-1.12531376,0.31517030,0.31192172,-0.00324858,-1.03073799,1972.10020000,1982.77840000,10.67820000,0.54146336,3286.56320000,3328.30400000,41.74080000,1.27004404,0.04166811,0.03819728,-0.00347083,-8.32969906,1.23255350,1.21384320,-0.01871030,-1.51801119,22.14994500,21.68187800,-0.46806700,-2.11317455,-0.31357620,-0.28500713,0.02856907,-9.11072652,0.25821965,0.25877992,0.00056027,0.21697419,
C2: Max (node 6128) → C2: Max (node 6118) in NEF (0.99988329),0.02524855,0.02914416,0.00389561,15.42904505,331.74914000,354.30562000,22.55648000,6.79925802,9.51786980,10.08329600,0.56542620,5.94068013,139.15706000,144.72571000,5.56865000,4.00170139,127.52889000,94.64683200,-32.88205800,-25.78400706,-0.03607990,-0.03575318,0.00032672,-0.90553751,-0.21003008,-0.23495769,-0.02492761,11.86859044,0.17395019,0.19920451,0.02525432,14.51813304,-0.03749829,-0.03343328,0.00406501,-10.84051891,-0.36057060,-0.40301292,-0.04244232,11.77087649,-6.76059030,-7.40373900,-0.64314870,9.51320331,0.32307231,0.36957964,0.04650733,14.39533150,8.44502480,9.61593260,1.17090780,13.86506053,1.68443440,2.21219350,0.52775910,31.33153182,1.68552090,1.81467550,0.12915460,7.66259261,9.46562340,10.07920800,0.61358460,6.48224184,7.04118350,8.08550930,1.04432580,14.83167993,0.28776837,0.32117690,0.03340853,11.60952123,1.68122860,1.81278290,0.13155430,7.82489068,0.28512825,0.30730328,0.02217503,7.77721254,1809.73300000,1968.05820000,158.32520000,8.74853915,2985.95650000,3310.89950000,324.94300000,10.88237555,0.03749829,0.03343328,-0.00406501,-10.84051891,1.11526440,1.20006900,0.08480460,7.60399059,26.14258500,27.95960300,1.81701800,6.95041443,0.14306936,0.18756344,0.04449408,31.09965684,0.30476505,0.33370650,0.02894145,9.49631528,
C2: Max (node 6148) → C2: Max (node 6134) in NEF (0.99997302),-0.09633845,-0.07694515,0.01939331,-20.13039258,368.62681000,372.22133000,3.59452000,0.97511084,11.76496200,11.42305300,-0.34190900,-2.90616323,183.64780000,192.13857000,8.49077000,4.62339870,224.71293000,234.31394000,9.60101000,4.27256678,0.06301163,0.06181091,-0.00120072,-1.90554994,-0.28012307,-0.27046068,0.00966239,-3.44933746,0.34313469,0.33227159,-0.01086310,-3.16584138,0.07916640,0.07163056,-0.00753584,-9.51898569,-0.49100148,-0.47568407,0.01531741,-3.11962603,-9.90198770,-9.58640900,0.31557870,-3.18702375,0.57016787,0.54731462,-0.02285325,-4.00816167,13.10275000,11.82670200,-1.27604800,-9.73878003,3.20076200,2.24029320,-0.96046880,-30.00750446,2.49454720,2.36159510,-0.13295210,-5.32970873,15.73788600,14.17662800,-1.56125800,-9.92037940,9.65939080,9.12233050,-0.53706030,-5.55998107,0.39477271,0.36236207,-0.03241064,-8.20994947,2.47038700,2.35230490,-0.11808210,-4.77990291,0.39970145,0.38077499,-0.01892646,-4.73514920,2511.63880000,2388.93990000,-122.69890000,-4.88521279,4169.11220000,3973.39840000,-195.71380000,-4.69437594,-0.07916640,-0.07163056,0.00753584,-9.51898569,1.69514430,1.60004510,-0.09509920,-5.61009467,37.48694100,34.14353000,-3.34341100,-8.91886857,0.12754463,0.08348641,-0.04405822,-34.54337827,0.43701530,0.40751358,-0.02950172,-6.75072932,
C3: Max (node 6100) → C2: Max (node 6158) in NEF (0.99995951),0.02812770,0.03384370,0.00571600,20.32162251,387.13064000,396.28687000,9.15623000,2.36515250,9.52804370,9.65173930,0.12369560,1.29822662,243.65575000,248.07522000,4.41947000,1.81381724,236.59971000,270.51160000,33.91189000,14.33302264,-0.02693173,-0.02605773,0.00087400,-3.24524641,-0.23507237,-0.23592815,-0.00085578,0.36404959,0.20814064,0.20987042,0.00172978,0.83106307,-0.04166811,-0.03819728,0.00347083,-8.32969906,-0.40994085,-0.40918991,0.00075094,-0.18318252,-9.84761550,-9.51682570,0.33078980,-3.35908525,0.36827274,0.37099263,0.00271989,0.73855317,4.96241900,5.06433890,0.10191990,2.05383503,-4.88519650,-4.45248670,0.43270980,-8.85757205,1.86289410,1.83768660,-0.02520750,-1.35313650,7.64781870,7.52412140,-0.12369730,-1.61741936,7.76765880,7.96678870,0.19912990,2.56357681,0.31745892,0.31646102,-0.00099790,-0.31433988,1.87131810,1.85025990,-0.02105820,-1.12531376,0.31517030,0.31192172,-0.00324858,-1.03073799,1972.10020000,1982.77840000,10.67820000,0.54146336,3286.56320000,3328.30400000,41.74080000,1.27004404,0.04166811,0.03819728,-0.00347083,-8.32969906,1.23255350,1.21384320,-0.01871030,-1.51801119,22.14994500,21.68187800,-0.46806700,-2.11317455,-0.31357620,-0.28500713,0.02856907,-9.11072652,0.25821965,0.25877992,0.00056027,0.21697419,
C3: Max (node 6128) → C2: Max (node 6118) in NEF (0.99988329),0.02524855,0.02914416,0.00389561,15.42904505,331.74914000,354.30562000,22.55648000,6.79925802,9.51786980,10.08329600,0.56542620,5.94068013,139.15706000,144.72571000,5.56865000,4.00170139,127.52889000,94.64683200,-32.88205800,-25.78400706,-0.03607990,-0.03575318,0.00032672,-0.90553751,-0.21003008,-0.23495769,-0.02492761,11.86859044,0.17395019,0.19920451,0.02525432,14.51813304,-0.03749829,-0.03343328,0.00406501,-10.84051891,-0.36057060,-0.40301292,-0.04244232,11.77087649,-6.76059030,-7.40373900,-0.64314870,9.51320331,0.32307231,0.36957964,0.04650733,14.39533150,8.44502480,9.61593260,1.17090780,13.86506053,1.68443440,2.21219350,0.52775910,31.33153182,1.68552090,1.81467550,0.12915460,7.66259261,9.46562340,10.07920800,0.61358460,6.48224184,7.04118350,8.08550930,1.04432580,14.83167993,0.28776837,0.32117690,0.03340853,11.60952123,1.68122860,1.81278290,0.13155430,7.82489068,0.28512825,0.30730328,0.02217503,7.77721254,1809.73300000,1968.05820000,158.32520000,8.74853915,2985.95650000,3310.89950000,324.94300000,10.88237555,0.03749829,0.03343328,-0.00406501,-10.84051891,1.11526440,1.20006900,0.08480460,7.60399059,26.14258500,27.95960300,1.81701800,6.95041443,0.14306936,0.18756344,0.04449408,31.09965684,0.30476505,0.33370650,0.02894145,9.49631528,
C3: Max (node 6148) → C2: Max (node 6134) in NEF (0.99997302),-0.09633845,-0.07694515,0.01939331,-20.13039258,368.62681000,372.22133000,3.59452000,0.97511084,11.76496200,11.42305300,-0.34190900,-2.90616323,183.64780000,192.13857000,8.49077000,4.62339870,224.71293000,234.31394000,9.60101000,4.27256678,0.06301163,0.06181091,-0.00120072,-1.90554994,-0.28012307,-0.27046068,0.00966239,-3.44933746,0.34313469,0.33227159,-0.01086310,-3.16584138,0.07916640,0.07163056,-0.00753584,-9.51898569,-0.49100148,-0.47568407,0.01531741,-3.11962603,-9.90198770,-9.58640900,0.31557870,-3.18702375,0.57016787,0.54731462,-0.02285325,-4.00816167,13.10275000,11.82670200,-1.27604800,-9.73878003,3.20076200,2.24029320,-0.96046880,-30.00750446,2.49454720,2.36159510,-0.13295210,-5.32970873,15.73788600,14.17662800,-1.56125800,-9.92037940,9.65939080,9.12233050,-0.53706030,-5.55998107,0.39477271,0.36236207,-0.03241064,-8.20994947,2.47038700,2.35230490,-0.11808210,-4.77990291,0.39970145,0.38077499,-0.01892646,-4.73514920,2511.63880000,2388.93990000,-122.69890000,-4.88521279,4169.11220000,3973.39840000,-195.71380000,-4.69437594,-0.07916640,-0.07163056,0.00753584,-9.51898569,1.69514430,1.60004510,-0.09509920,-5.61009467,37.48694100,34.14353000,-3.34341100,-8.91886857,0.12754463,0.08348641,-0.04405822,-34.54337827,0.43701530,0.40751358,-0.02950172,-6.75072932,
C4: Max (node 6112) → C1: Max (node 6148) in NEF (0.99976545),-0.05260529,-0.08028710,-0.02768180,52.62170382,455.93746000,435.09237000,-20.84509000,-4.57191870,13.33578000,13.18899800,-0.14678200,-1.10066303,266.31906000,252.22198000,-14.09708000,-5.29330496,567.20204000,643.32691000,76.12487000,13.42112063,0.06477054,0.07386940,0.00909886,14.04783520,-0.25396786,-0.25265972,0.00130814,-0.51508092,0.31873841,0.32652912,0.00779071,2.44423319,0.04915854,0.06576235,0.01660381,33.77604514,-0.46533366,-0.46522524,0.00010842,-0.02329941,-11.84500800,-12.03821600,-0.19320800,1.63113440,0.51449220,0.53098760,0.01649540,3.20615162,10.48151300,11.08447200,0.60295900,5.75259507,-1.36349450,-0.95374321,0.40975129,-30.05155430,2.27675270,2.37808240,0.10132970,4.45062391,14.43711700,15.83503200,1.39791500,9.68278500,9.20095150,8.64686510,-0.55408640,-6.02205544,0.35940771,0.34996818,-0.00943953,-2.62641277,2.28725160,2.37236980,0.08511820,3.72141832,0.37069123,0.38296589,0.01227466,3.31128956,2379.64370000,2354.82290000,-24.82080000,-1.04304691,3993.07770000,3884.70560000,-108.37210000,-2.71399928,-0.04915854,-0.06576235,-0.01660381,33.77604514,1.53537020,1.61215060,0.07678040,5.00077441,34.02719600,36.48029300,2.45309700,7.20922464,-0.13829485,-0.13883025,-0.00053540,0.38714385,0.35640964,0.37320869,0.01679905,4.71341067,
C4: Max (node 6130) → C1: Max (node 6172) in NEF (0.99998147),0.00837403,0.03453046,0.02615643,312.35188845,382.89169000,387.71171000,4.82002000,1.25884686,11.72157600,11.20198500,-0.51959100,-4.43277423,174.98560000,180.43978000,5.45418000,3.11693076,569.87442000,586.34047000,16.46605000,2.88941729,-0.02071393,-0.04057632,-0.01986239,95.88906516,-0.23696792,-0.23453498,0.00243294,-1.02669593,0.21625400,0.19395867,-0.02229533,-10.30978849,-0.01134148,-0.04647173,-0.03513025,309.75005736,-0.41757429,-0.41057458,0.00699971,-1.67627897,-9.83387830,-9.58562550,0.24825280,-2.52446484,0.40623281,0.36410286,-0.04212995,-10.37088806,10.47101500,9.38117110,-1.08984390,-10.40819730,0.63713648,-0.20445446,-0.84159094,-132.08958621,1.90648850,1.85456330,-0.05192520,-2.72360415,11.65908500,11.40171200,-0.25737300,-2.20748884,8.18964390,8.22860140,0.03895750,0.47569223,0.31990400,0.33303962,0.01313562,4.10611308,1.89271390,1.84909710,-0.04361680,-2.30445816,0.31914375,0.31484896,-0.00429479,-1.34572273,1995.42040000,2005.77770000,10.35730000,0.51905353,3371.27160000,3360.33510000,-10.93650000,-0.32440282,0.01134148,0.04647173,0.03513025,309.75005736,1.26820100,1.22486540,-0.04333560,-3.41709240,31.10647800,30.57130900,-0.53516900,-1.72044228,0.04841522,0.02198053,-0.02643469,-54.59996276,0.32581728,0.31275731,-0.01305997,-4.00837242,
C4: Max (node 6148) → C1: Max (node 6192) in NEF (0.99976505),0.03493309,0.00782965,-0.02710344,-77.58672050,322.10552000,326.65653000,4.55101000,1.41289413,10.69102000,10.87284000,0.18182000,1.70067964,164.51108000,161.39762000,-3.11346000,-1.89255338,407.77420000,330.77450000,-76.99970000,-18.88292589,-0.04405662,-0.03329309,0.01076353,-24.43113425,-0.23842265,-0.22330000,0.01512265,-6.34279084,0.19436603,0.19000692,-0.00435911,-2.24273244,-0.03781706,-0.01929062,0.01852644,-48.98962931,-0.40749554,-0.38221684,0.02527870,-6.20342986,-9.09600200,-8.62214060,0.47386140,-5.20955690,0.36967848,0.36292622,-0.00675226,-1.82652233,9.82236010,9.78033830,-0.04202180,-0.42781775,0.72635803,1.15819770,0.43183967,59.45272884,1.82605700,1.80528120,-0.02077580,-1.13774105,11.46409000,11.73753100,0.27344100,2.38519586,8.20972210,7.83210860,-0.37761350,-4.59958931,0.32068829,0.31699220,-0.00369609,-1.15254910,1.81553920,1.78037420,-0.03516500,-1.93689015,0.31016502,0.30218515,-0.00797987,-2.57278206,1946.59070000,1945.08290000,-1.50780000,-0.07745850,3284.43330000,3215.84380000,-68.58950000,-2.08832069,0.03781706,0.01929062,-0.01852644,-48.98962931,1.20572700,1.20091090,-0.00481610,-0.39943536,30.33848100,30.69610200,0.35762100,1.17877029,0.08058146,0.07892274,-0.00165872,-2.05843880,0.31777308,0.31403400,-0.00373908,-1.17665096,
H1: Max (node 5468) → H5: Max (node 5486) in NEF (0.99988587),0.06727559,0.06274298,-0.00453261,-6.73737928,1461.40480000,1472.39800000,10.99320000,0.75223511,54.27213000,54.65741500,0.38528500,0.70991317,1154.56620000,1159.25000000,4.68380000,0.40567618,1415.39780000,1321.50790000,-93.88990000,-6.63346375,-0.00000000,-0.00000000,0.00000000,-83.29750457,-0.16489091,-0.16495464,-0.00006373,0.03864980,0.16489091,0.16495464,0.00006373,0.03864980,0.00000000,0.00000000,-0.00000000,-89.10043608,-0.33836081,-0.33915394,-0.00079313,0.23440362,-11.47761200,-11.54828100,-0.07066900,0.61571170,0.33836081,0.33915394,0.00079313,0.23440362,11.47761200,11.54828100,0.07066900,0.61571170,0.00000003,0.00000001,-0.00000002,-57.72699505,0.93272440,0.93725702,0.00453262,0.48595491,31.18304100,30.91078900,-0.27225200,-0.87307713,3240.41220000,3234.93780000,-5.47440000,-0.16894147,1.00000000,1.00000000,0.00000000,0.00000000,0.58157835,0.58300069,0.00142234,0.24456550,1.00000000,1.00000000,0.00000000,0.00000000,3846.43400000,3843.38180000,-3.05220000,-0.07935142,3846.43400000,3843.38180000,-3.05220000,-0.07935142,-0.00000000,-0.00000000,0.00000000,-89.10043608,0.93272440,0.93725702,0.00453262,0.48595491,47.65279300,48.00074700,0.34795400,0.73018595,0.06727559,0.06274298,-0.00453261,-6.73737790,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Max (node 5456) → H6: Max (node 5470) in NEF (0.99982992),0.11346257,0.05148321,-0.06197936,-54.62537998,1779.12080000,1718.48890000,-60.63190000,-3.40796982,74.58637400,72.61814900,-1.96822500,-2.63885331,1213.50170000,1146.96570000,-66.53600000,-5.48297543,2518.94640000,2535.51140000,16.56500000,0.65761622,0.00000000,0.00000000,-0.00000000,-73.52310925,-0.16253575,-0.16508359,-0.00254784,1.56755668,0.16253575,0.16508359,0.00254784,1.56755668,-0.00000000,0.00000000,0.00000000,-565.55577682,-0.33087019,-0.33894044,-0.00807025,2.43909855,-10.97712100,-10.93194000,0.04518100,-0.41159244,0.33087019,0.33894044,0.00807025,2.43909855,10.97712100,10.93194000,-0.04518100,-0.41159244,-0.00000003,-0.00000000,0.00000003,-94.40497061,0.88653743,0.94851679,0.06197936,6.99117239,25.72010100,26.96586300,1.24576200,4.84353463,3293.99560000,3215.66700000,-78.32860000,-2.37792060,1.00000000,1.00000000,0.00000000,0.00000000,0.56319505,0.58810256,0.02490751,4.42253709,1.00000000,1.00000000,0.00000000,0.00000000,3968.44240000,3804.91540000,-163.52700000,-4.12068473,3968.44240000,3804.91540000,-163.52700000,-4.12068473,0.00000000,-0.00000000,-0.00000000,-565.55577682,0.88653743,0.94851679,0.06197936,6.99117239,43.82786300,47.82446300,3.99660000,9.11885665,0.11346257,0.05148321,-0.06197936,-54.62538086,1.00000000,1.00000000,0.00000000,0.00000000,
H3: Max (node 5464) → H4: Max (node 5462) in NEF (0.99975536),-0.01126232,0.05448589,0.06574821,-583.78927111,1404.14370000,1477.07480000,72.93110000,5.19399118,66.99340200,66.39902400,-0.59437800,-0.88721871,1067.74030000,1131.62600000,63.88570000,5.98326203,1364.03480000,1298.11290000,-65.92190000,-4.83286057,0.00000000,0.00000000,0.00000000,525.14464643,-0.16623809,-0.16520926,0.00102883,-0.61888945,0.16623809,0.16520926,-0.00102883,-0.61888945,-0.00000000,0.00000000,0.00000000,-173.93881126,-0.33995569,-0.33542159,0.00453410,-1.33373264,-10.39864200,-10.72877900,-0.33013700,3.17480879,0.33995569,0.33542159,-0.00453410,-1.33373264,10.39864200,10.72877900,0.33013700,3.17480879,-0.00000001,0.00000002,0.00000004,-319.32407294,1.01126230,0.94551411,-0.06574819,-6.50159607,31.53236600,29.55499300,-1.97737300,-6.27093127,3133.70370000,3210.06340000,76.35970000,2.43672368,1.00000000,1.00000000,0.00000000,0.00000000,0.61539943,0.59058192,-0.02481751,-4.03274829,1.00000000,1.00000000,0.00000000,0.00000000,3651.16980000,3815.79520000,164.62540000,4.50883988,3651.16980000,3815.79520000,164.62540000,4.50883988,0.00000000,-0.00000000,-0.00000000,-173.93881126,1.01126230,0.94551411,-0.06574819,-6.50159607,52.69499600,47.80125100,-4.89374500,-9.28692546,-0.01126232,0.05448589,0.06574821,-583.78927111,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Max (node 5464) → H4: Max (node 5462) in NEF (0.99975536),-0.01126232,0.05448589,0.06574821,-583.78927111,1404.14370000,1477.07480000,72.93110000,5.19399118,66.99340200,66.39902400,-0.59437800,-0.88721871,1067.74030000,1131.62600000,63.88570000,5.98326203,1364.03480000,1298.11290000,-65.92190000,-4.83286057,0.00000000,0.00000000,0.00000000,525.14464643,-0.16623809,-0.16520926,0.00102883,-0.61888945,0.16623809,0.16520926,-0.00102883,-0.61888945,-0.00000000,0.00000000,0.00000000,-173.93881126,-0.33995569,-0.33542159,0.00453410,-1.33373264,-10.39864200,-10.72877900,-0.33013700,3.17480879,0.33995569,0.33542159,-0.00453410,-1.33373264,10.39864200,10.72877900,0.33013700,3.17480879,-0.00000001,0.00000002,0.00000004,-319.32407294,1.01126230,0.94551411,-0.06574819,-6.50159607,31.53236600,29.55499300,-1.97737300,-6.27093127,3133.70370000,3210.06340000,76.35970000,2.43672368,1.00000000,1.00000000,0.00000000,0.00000000,0.61539943,0.59058192,-0.02481751,-4.03274829,1.00000000,1.00000000,0.00000000,0.00000000,3651.16980000,3815.79520000,164.62540000,4.50883988,3651.16980000,3815.79520000,164.62540000,4.50883988,0.00000000,-0.00000000,-0.00000000,-173.93881126,1.01126230,0.94551411,-0.06574819,-6.50159607,52.69499600,47.80125100,-4.89374500,-9.28692546,-0.01126232,0.05448589,0.06574821,-583.78927111,1.00000000,1.00000000,0.00000000,0.00000000,
