Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆
      ↳ C4 bond wedge,0.01385193,0.03174766,0.01789573,129.19308206,327.68466000,322.25318000,-5.43148000,-1.65753258,10.90434200,10.68444700,-0.21989500,-2.01658202,161.66450000,164.44199000,2.77749000,1.71805808,330.77450000,407.59752000,76.82302000,23.22519420,-0.03639169,-0.04157948,-0.00518780,14.25545109,-0.22639860,-0.23594552,-0.00954692,4.21686353,0.19000692,0.19436603,0.00435911,2.29418486,-0.02542868,-0.03461856,-0.00918988,36.13982967,-0.38835490,-0.40429705,-0.01594215,4.10504670,-8.85347220,-9.13350850,-0.28003630,3.16301100,0.36292622,0.36967848,0.00675226,1.86050487,9.78033830,9.82236010,0.04202180,0.42965589,0.92686605,0.68885153,-0.23801452,-25.67949490,1.81757520,1.82080740,0.00323220,0.17783033,11.74182100,11.39131600,-0.35050500,-2.98509916,7.91298310,8.13634190,0.22335880,2.82268769,0.32026547,0.31782192,-0.00244355,-0.76297641,1.79559740,1.80958760,0.01399020,0.77913902,0.30523785,0.30875917,0.00352132,1.15363150,1960.07030000,1940.91150000,-19.15880000,-0.97745474,3245.95630000,3271.65260000,25.69630000,0.79164036,0.02542868,0.03461856,0.00918988,36.13982967,1.20709950,1.20328900,-0.00381050,-0.31567406,30.76316500,30.16675500,-0.59641000,-1.93871469,0.07074530,0.07503892,0.00429362,6.06911987,0.31472008,0.31597438,0.00125430,0.39854464,
      ↳ H1 bond wedge,0.06274298,0.06727559,0.00453261,7.22409389,1472.39800000,1461.40480000,-10.99320000,-0.74661878,54.65741500,54.27213000,-0.38528500,-0.70490893,1159.25000000,1154.56620000,-4.68380000,-0.40403709,1321.50790000,1415.39780000,93.88990000,7.10475511,-0.00000000,-0.00000000,-0.00000000,498.71293127,-0.16495464,-0.16489091,0.00006373,-0.03863486,0.16495464,0.16489091,-0.00006373,-0.03863486,0.00000000,0.00000000,0.00000000,817.46789844,-0.33915394,-0.33836081,0.00079313,-0.23385546,-11.54828100,-11.47761200,0.07066900,-0.61194389,0.33915394,0.33836081,-0.00079313,-0.23385546,11.54828100,11.47761200,-0.07066900,-0.61194389,0.00000001,0.00000003,0.00000002,136.55758590,0.93725702,0.93272440,-0.00453262,-0.48360481,30.91078900,31.18304100,0.27225200,0.88076691,3234.93780000,3240.41220000,5.47440000,0.16922737,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.58157835,-0.00142234,-0.24396884,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3846.43400000,3.05220000,0.07941444,3843.38180000,3846.43400000,3.05220000,0.07941444,-0.00000000,-0.00000000,-0.00000000,817.46789844,0.93725702,0.93272440,-0.00453262,-0.48360481,48.00074700,47.65279300,-0.34795400,-0.72489289,0.06274298,0.06727559,0.00453261,7.22409229,1.00000000,1.00000000,0.00000000,0.00000000,
C4 — H2 bond bundle,0.06642015,0.12280075,0.05638060,84.88478632,2109.47233000,2165.13269000,55.66036000,2.63859161,83.81666600,86.37013800,2.55347200,3.04649674,1328.27215000,1389.56518000,61.29303000,4.61449335,3128.52153000,3092.80710000,-35.71443000,-1.14157533,-0.02736481,-0.02074503,0.00661978,-24.19085459,-0.38640707,-0.39953478,-0.01312771,3.39737831,0.35904226,0.37878975,0.01974749,5.50004615,-0.02651788,-0.01231242,0.01420546,-53.56938173,-0.72956118,-0.74941541,-0.01985423,2.72139343,-20.32300150,-20.90217100,-0.57916950,2.84982265,0.70304330,0.73710300,0.03405970,4.84460914,20.31311110,21.44813600,1.13502490,5.58764679,-0.00989043,0.54596474,0.55585517,-5620.13418369,2.76566989,2.79643703,0.03076714,1.11246610,38.09119900,37.37102300,-0.72017600,-1.89066246,3223.50631290,3302.18752100,78.68120810,2.44085789,1.31728378,1.31999295,0.00270917,0.20566335,2.39338996,2.46024985,0.06685989,2.79352262,1.30534834,1.31987296,0.01452462,1.11270069,5763.88500000,5968.91610000,205.03110000,3.55716847,7069.83230000,7348.04170000,278.20940000,3.93516265,0.02651788,0.01231242,-0.01420546,-53.56938173,2.15497319,2.15669113,0.00171794,0.07971979,77.66167200,74.91278900,-2.74888300,-3.53956196,0.06581305,0.15711220,0.09129916,138.72500784,1.30524716,1.32559154,0.02034438,1.55866112,
      ↳ C4 bond wedge,0.01493694,0.00933818,-0.00559876,-37.48264403,390.98343000,386.01189000,-4.97154000,-1.27154749,11.19851700,11.78376400,0.58524700,5.22611164,181.30645000,176.06348000,-5.24297000,-2.89177247,593.01013000,573.86070000,-19.14943000,-3.22919104,-0.02736481,-0.02074503,0.00661978,-24.19085415,-0.22132348,-0.23699903,-0.01567555,7.08264211,0.19395867,0.21625400,0.02229533,11.49488703,-0.02651788,-0.01231242,0.01420547,-53.56938413,-0.39062074,-0.41854522,-0.02792448,7.14874484,-9.39106150,-9.92505000,-0.53398850,5.68613569,0.36410286,0.40623281,0.04212995,11.57089236,9.38117110,10.47101500,1.08984390,11.61735447,-0.00989042,0.54596477,0.55585519,-5620.13530017,1.81715310,1.90989960,0.09274650,5.10394529,11.12533600,11.65092200,0.52558600,4.72422586,7.83931290,8.19192100,0.35260810,4.49794650,0.31728378,0.31999295,0.00270917,0.85386338,1.80528740,1.89705480,0.09176740,5.08325710,0.30534834,0.31987296,0.01452462,4.75673783,1958.96960000,2000.47370000,41.50410000,2.11866994,3264.91690000,3379.59930000,114.68240000,3.51256720,0.02651788,0.01231242,-0.01420547,-53.56938413,1.20645640,1.27015370,0.06369730,5.27970178,29.83720900,31.08492600,1.24771700,4.18174837,0.01432984,0.04364963,0.02931979,204.60659049,0.30524716,0.32559154,0.02034438,6.66488756,
      ↳ H2 bond wedge,0.05148321,0.11346257,0.06197936,120.38752051,1718.48890000,1779.12080000,60.63190000,3.52821016,72.61814900,74.58637400,1.96822500,2.71037616,1146.96570000,1213.50170000,66.53600000,5.80104531,2535.51140000,2518.94640000,-16.56500000,-0.65331988,0.00000000,0.00000000,0.00000000,277.68785215,-0.16508359,-0.16253575,0.00254784,-1.54336358,0.16508359,0.16253575,-0.00254784,-1.54336358,0.00000000,-0.00000000,-0.00000000,-121.47970340,-0.33894044,-0.33087019,0.00807025,-2.38102305,-10.93194000,-10.97712100,-0.04518100,0.41329352,0.33894044,0.33087019,-0.00807025,-2.38102305,10.93194000,10.97712100,0.04518100,0.41329352,-0.00000000,-0.00000003,-0.00000003,1687.30070979,0.94851679,0.88653743,-0.06197936,-6.53434506,26.96586300,25.72010100,-1.24576200,-4.61977427,3215.66700000,3293.99560000,78.32860000,2.43584301,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.56319505,-0.02490751,-4.23523237,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3968.44240000,163.52700000,4.29778281,3804.91540000,3968.44240000,163.52700000,4.29778281,-0.00000000,0.00000000,0.00000000,-121.47970340,0.94851679,0.88653743,-0.06197936,-6.53434506,47.82446300,43.82786300,-3.99660000,-8.35681103,0.05148321,0.11346257,0.06197936,120.38752479,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23365562,0.23443092,0.00077530,0.33181115,13880.47226000,13786.22110000,-94.25116000,-0.67901984,520.19299700,524.82231600,4.62931900,0.88992336,9233.68114000,9216.16910000,-17.51204000,-0.18965394,14630.09292400,14864.14236000,234.04943600,1.59978093,-0.00000000,-0.00000000,-0.00000000,15.21255689,-3.89417742,-3.89649740,-0.00231998,0.05957561,3.89417744,3.89649742,0.00231998,0.05957561,0.00000000,-0.00000000,-0.00000001,-199.14788877,-7.11883906,-7.12220620,-0.00336714,0.04729900,-179.92391080,-180.27691220,-0.35300140,0.19619482,7.11883908,7.12220620,0.00336712,0.04729872,179.92390980,180.27691380,0.35300400,0.19619627,0.00000010,-0.00000002,-0.00000012,-118.68744691,29.76634424,29.76556906,-0.00077518,-0.00260422,316.37175420,317.69425600,1.32250180,0.41802145,19421.10080700,19436.36010080,15.25929380,0.07857069,10.00000000,10.00000004,0.00000004,0.00000040,27.55774774,27.55722246,-0.00052528,-0.00190611,9.99999998,9.99999998,0.00000000,0.00000000,48219.10460000,48162.34600000,-56.75860000,-0.11770978,65075.15740000,65112.92140000,37.76400000,0.05803136,-0.00000000,0.00000000,0.00000001,-199.14788877,21.76634464,21.76556906,-0.00077558,-0.00356321,650.31835200,650.85455600,0.53620400,0.08245254,0.23365562,0.23443091,0.00077529,0.33180798,10.00000002,10.00000000,-0.00000002,-0.00000020,
Bond bundle decomposition according to INS: Kinetic Energy Density SCF
C1 — C2 bond bundle,-0.15723224,-0.14894375,0.00828849,-5.27149708,807.31370000,824.56427000,17.25057000,2.13678648,24.61205100,25.10074200,0.48869100,1.98557609,444.36055000,449.96686000,5.60631000,1.26165790,877.64085000,791.91497000,-85.72588000,-9.76776320,0.13568031,0.12778217,-0.00789814,-5.82114019,-0.52312040,-0.53409093,-0.01097053,2.09713290,0.65880071,0.66187310,0.00307239,0.46636106,0.13739291,0.12832494,-0.00906797,-6.60002975,-0.94090931,-0.95633514,-0.01542583,1.63945981,-21.62462500,-21.74699570,-0.12237070,0.56588588,1.07830222,1.08466007,0.00635785,0.58961670,22.91117400,23.58426300,0.67308900,2.93781977,1.28654999,1.83726750,0.55071751,42.80576070,4.73967750,4.77129990,0.03162240,0.66718463,30.01166000,30.17500300,0.16334300,0.54426513,17.76919560,18.86034230,1.09114670,6.14066458,0.71233025,0.75418042,0.04185017,5.87510779,4.72467470,4.75763860,0.03296390,0.69769671,0.76374088,0.77039268,0.00665180,0.87094984,4743.76280000,4891.28250000,147.51970000,3.10976131,7858.10400000,8162.18990000,304.08590000,3.86971081,-0.13739291,-0.12832494,0.00906797,-6.60002975,3.21219570,3.23051450,0.01831880,0.57028904,70.62382300,71.51413700,0.89031400,1.26064260,-0.05534384,-0.01075022,0.04459362,-80.57558127,0.78072227,0.79342494,0.01270267,1.62704082,
      ↳ C1 bond wedge,-0.08028710,-0.05260529,0.02768180,-34.47851944,435.09237000,455.93746000,20.84509000,4.79095738,13.18899800,13.33578000,0.14678200,1.11291244,252.22198000,266.31906000,14.09708000,5.58915603,643.32691000,567.20204000,-76.12487000,-11.83299949,0.07386940,0.06477054,-0.00909886,-12.31749395,-0.25265972,-0.25396786,-0.00130814,0.51774774,0.32652912,0.31873841,-0.00779071,-2.38591584,0.06576235,0.04915854,-0.01660381,-25.24820128,-0.46522524,-0.46533366,-0.00010842,0.02330484,-12.03821600,-11.84500800,0.19320800,-1.60495542,0.53098760,0.51449220,-0.01649540,-3.10655089,11.08447200,10.48151300,-0.60295900,-5.43967272,-0.95374321,-1.36349450,-0.40975129,42.96243325,2.37808240,2.27675270,-0.10132970,-4.26098356,15.83503200,14.43711700,-1.39791500,-8.82798974,8.64686510,9.20095150,0.55408640,6.40794546,0.34996818,0.35940771,0.00943953,2.69725379,2.37236980,2.28725160,-0.08511820,-3.58789764,0.38296589,0.37069123,-0.01227466,-3.20515751,2354.82290000,2379.64370000,24.82080000,1.05404105,3884.70560000,3993.07770000,108.37210000,2.78971204,-0.06576235,-0.04915854,0.01660381,-25.24820128,1.61215060,1.53537020,-0.07678040,-4.76260717,36.48029300,34.02719600,-2.45309700,-6.72444435,-0.13883025,-0.13829485,0.00053540,-0.38565082,0.37320869,0.35640964,-0.01679905,-4.50124835,
      ↳ C2 bond wedge,-0.07694515,-0.09633845,-0.01939331,25.20407103,372.22133000,368.62681000,-3.59452000,-0.96569426,11.42305300,11.76496200,0.34190900,2.99314903,192.13857000,183.64780000,-8.49077000,-4.41908670,234.31394000,224.71293000,-9.60101000,-4.09749842,0.06181091,0.06301163,0.00120072,1.94256651,-0.27046068,-0.28012307,-0.00966239,3.57256737,0.33227159,0.34313469,0.01086310,3.26934361,0.07163056,0.07916640,0.00753584,10.52042327,-0.47568407,-0.49100148,-0.01531741,3.22008050,-9.58640900,-9.90198770,-0.31557870,3.29193862,0.54731462,0.57016787,0.02285325,4.17552339,11.82670200,13.10275000,1.27604800,10.78955063,2.24029320,3.20076200,0.96046880,42.87245973,2.36159510,2.49454720,0.13295210,5.62975846,14.17662800,15.73788600,1.56125800,11.01290095,9.12233050,9.65939080,0.53706030,5.88731465,0.36236207,0.39477271,0.03241064,8.94426947,2.35230490,2.47038700,0.11808210,5.01984670,0.38077499,0.39970145,0.01892646,4.97051027,2388.93990000,2511.63880000,122.69890000,5.13612335,3973.39840000,4169.11220000,195.71380000,4.92560223,-0.07163056,-0.07916640,-0.00753584,10.52042327,1.60004510,1.69514430,0.09509920,5.94353247,34.14353000,37.48694100,3.34341100,9.79222418,0.08348641,0.12754463,0.04405822,52.77293168,0.40751358,0.43701530,0.02950172,7.23944463,
C1 — H5 bond bundle,0.07057263,0.10220868,0.03163605,44.82764644,1799.05453000,1783.51032000,-15.54421000,-0.86402106,65.53025500,64.96315000,-0.56710500,-0.86540942,1320.64762000,1319.07728000,-1.57034000,-0.11890681,1652.28240000,1823.17200000,170.88960000,10.34263876,-0.03329309,-0.04405662,-0.01076353,32.32962987,-0.38825464,-0.40331356,-0.01505892,3.87861945,0.35496156,0.35925694,0.00429538,1.21009723,-0.01929062,-0.03781706,-0.01852644,96.03856260,-0.72137078,-0.74585635,-0.02448557,3.39431131,-20.17042160,-20.57361400,-0.40319240,1.99892897,0.70208016,0.70803929,0.00595913,0.84878200,21.32861930,21.29997210,-0.02864720,-0.13431343,1.15819771,0.72635806,-0.43183965,-37.28548667,2.74253822,2.75878140,0.01624318,0.59226814,42.64832000,42.64713100,-0.00118900,-0.00278792,3242.76990860,3248.62192210,5.85201350,0.18046342,1.31699220,1.32068829,0.00369609,0.28064631,2.36337489,2.39711755,0.03374266,1.42773202,1.30218515,1.31016502,0.00797987,0.61280610,5788.46470000,5793.02470000,4.56000000,0.07877737,7059.22560000,7130.86730000,71.64170000,1.01486628,0.01929062,0.03781706,0.01852644,96.03856260,2.13816792,2.13845140,0.00028348,0.01325808,78.69684900,77.99127400,-0.70557500,-0.89657338,0.14166572,0.14785705,0.00619133,4.37038047,1.31403400,1.31777308,0.00373908,0.28454971,
      ↳ C1 bond wedge,0.00782965,0.03493309,0.02710344,346.16406981,326.65653000,322.10552000,-4.55101000,-1.39320956,10.87284000,10.69102000,-0.18182000,-1.67224019,161.39762000,164.51108000,3.11346000,1.92906190,330.77450000,407.77420000,76.99970000,23.27860824,-0.03329309,-0.04405662,-0.01076353,32.32962941,-0.22330000,-0.23842265,-0.01512265,6.77234662,0.19000692,0.19436603,0.00435911,2.29418486,-0.01929062,-0.03781706,-0.01852644,96.03856755,-0.38221684,-0.40749554,-0.02527870,6.61370650,-8.62214060,-9.09600200,-0.47386140,5.49586723,0.36292622,0.36967848,0.00675226,1.86050487,9.78033830,9.82236010,0.04202180,0.42965589,1.15819770,0.72635803,-0.43183967,-37.28548848,1.80528120,1.82605700,0.02077580,1.15083456,11.73753100,11.46409000,-0.27344100,-2.32962963,7.83210860,8.20972210,0.37761350,4.82135169,0.31699220,0.32068829,0.00369609,1.16598768,1.78037420,1.81553920,0.03516500,1.97514657,0.30218515,0.31016502,0.00797987,2.64072209,1945.08290000,1946.59070000,1.50780000,0.07751855,3215.84380000,3284.43330000,68.58950000,2.13286168,0.01929062,0.03781706,0.01852644,96.03856755,1.20091090,1.20572700,0.00481610,0.40103725,30.69610200,30.33848100,-0.35762100,-1.16503718,0.07892274,0.08058146,0.00165872,2.10170103,0.31403400,0.31777308,0.00373908,1.19066088,
      ↳ H5 bond wedge,0.06274298,0.06727559,0.00453261,7.22409389,1472.39800000,1461.40480000,-10.99320000,-0.74661878,54.65741500,54.27213000,-0.38528500,-0.70490893,1159.25000000,1154.56620000,-4.68380000,-0.40403709,1321.50790000,1415.39780000,93.88990000,7.10475511,-0.00000000,-0.00000000,-0.00000000,498.71293127,-0.16495464,-0.16489091,0.00006373,-0.03863486,0.16495464,0.16489091,-0.00006373,-0.03863486,0.00000000,0.00000000,0.00000000,817.46789844,-0.33915394,-0.33836081,0.00079313,-0.23385546,-11.54828100,-11.47761200,0.07066900,-0.61194389,0.33915394,0.33836081,-0.00079313,-0.23385546,11.54828100,11.47761200,-0.07066900,-0.61194389,0.00000001,0.00000003,0.00000002,136.55758590,0.93725702,0.93272440,-0.00453262,-0.48360481,30.91078900,31.18304100,0.27225200,0.88076691,3234.93780000,3240.41220000,5.47440000,0.16922737,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.58157835,-0.00142234,-0.24396884,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3846.43400000,3.05220000,0.07941444,3843.38180000,3846.43400000,3.05220000,0.07941444,-0.00000000,-0.00000000,-0.00000000,817.46789844,0.93725702,0.93272440,-0.00453262,-0.48360481,48.00074700,47.65279300,-0.34795400,-0.72489289,0.06274298,0.06727559,0.00453261,7.22409229,1.00000000,1.00000000,0.00000000,0.00000000,
C1 — H6 bond bundle,0.08601367,0.12183660,0.03582293,41.64795208,2106.20061000,2162.01249000,55.81188000,2.64988433,83.82013400,86.30795000,2.48781600,2.96804107,1327.40548000,1388.48730000,61.08182000,4.60159468,3121.85187000,3088.82082000,-33.03105000,-1.05805949,-0.04057632,-0.02071393,0.01986239,-48.95069856,-0.39961857,-0.39950367,0.00011490,-0.02875242,0.35904226,0.37878975,0.01974749,5.50004615,-0.04647173,-0.01134148,0.03513025,-75.59487741,-0.74951502,-0.74844448,0.00107054,-0.14283103,-20.51756550,-20.81099930,-0.29343380,1.43015895,0.70304330,0.73710300,0.03405970,4.84460914,20.31311110,21.44813600,1.13502490,5.58764679,-0.20445446,0.63713645,0.84159091,-411.62756160,2.80308009,2.79302593,-0.01005416,-0.35868258,38.36757500,37.37918600,-0.98838900,-2.57610495,3223.89560140,3302.18524390,78.28964250,2.42841742,1.33303962,1.31990400,-0.01313562,-0.98538857,2.43719966,2.45590895,0.01870929,0.76765520,1.31484896,1.31914375,0.00429479,0.32663752,5810.69310000,5963.86280000,153.16970000,2.63599707,7165.25050000,7339.71400000,174.46350000,2.43485556,0.04647173,0.01134148,-0.03513025,-75.59487741,2.17338219,2.15473843,-0.01864376,-0.85782243,78.39577200,74.93434100,-3.46143100,-4.41532867,0.07346374,0.16187779,0.08841405,120.35060673,1.31275731,1.32581728,0.01305997,0.99485030,
      ↳ C1 bond wedge,0.03453046,0.00837403,-0.02615643,-75.74886819,387.71171000,382.89169000,-4.82002000,-1.24319691,11.20198500,11.72157600,0.51959100,4.63838329,180.43978000,174.98560000,-5.45418000,-3.02271484,586.34047000,569.87442000,-16.46605000,-2.80827452,-0.04057632,-0.02071393,0.01986239,-48.95069823,-0.23453498,-0.23696792,-0.00243294,1.03734633,0.19395867,0.21625400,0.02229533,11.49488703,-0.04647173,-0.01134148,0.03513025,-75.59487834,-0.41057458,-0.41757429,-0.00699971,1.70485713,-9.58562550,-9.83387830,-0.24825280,2.58984455,0.36410286,0.40623281,0.04212995,11.57089236,9.38117110,10.47101500,1.08984390,11.61735447,-0.20445446,0.63713648,0.84159094,-411.62757711,1.85456330,1.90648850,0.05192520,2.79986129,11.40171200,11.65908500,0.25737300,2.25731890,8.22860140,8.18964390,-0.03895750,-0.47344012,0.33303962,0.31990400,-0.01313562,-3.94416136,1.84909710,1.89271390,0.04361680,2.35881609,0.31484896,0.31914375,0.00429479,1.36407946,2005.77770000,1995.42040000,-10.35730000,-0.51637328,3360.33510000,3371.27160000,10.93650000,0.32545861,0.04647173,0.01134148,-0.03513025,-75.59487834,1.22486540,1.26820100,0.04333560,3.53798875,30.57130900,31.10647800,0.53516900,1.75055965,0.02198053,0.04841522,0.02643469,120.26413652,0.31275731,0.32581728,0.01305997,4.17575212,
      ↳ H6 bond wedge,0.05148321,0.11346257,0.06197936,120.38752051,1718.48890000,1779.12080000,60.63190000,3.52821016,72.61814900,74.58637400,1.96822500,2.71037616,1146.96570000,1213.50170000,66.53600000,5.80104531,2535.51140000,2518.94640000,-16.56500000,-0.65331988,0.00000000,0.00000000,0.00000000,277.68785215,-0.16508359,-0.16253575,0.00254784,-1.54336358,0.16508359,0.16253575,-0.00254784,-1.54336358,0.00000000,-0.00000000,-0.00000000,-121.47970340,-0.33894044,-0.33087019,0.00807025,-2.38102305,-10.93194000,-10.97712100,-0.04518100,0.41329352,0.33894044,0.33087019,-0.00807025,-2.38102305,10.93194000,10.97712100,0.04518100,0.41329352,-0.00000000,-0.00000003,-0.00000003,1687.30070979,0.94851679,0.88653743,-0.06197936,-6.53434506,26.96586300,25.72010100,-1.24576200,-4.61977427,3215.66700000,3293.99560000,78.32860000,2.43584301,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.56319505,-0.02490751,-4.23523237,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3968.44240000,163.52700000,4.29778281,3804.91540000,3968.44240000,163.52700000,4.29778281,-0.00000000,0.00000000,0.00000000,-121.47970340,0.94851679,0.88653743,-0.06197936,-6.53434506,47.82446300,43.82786300,-3.99660000,-8.35681103,0.05148321,0.11346257,0.06197936,120.38752479,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,0.06768740,0.05625539,-0.01143201,-16.88941862,792.57374000,774.26128000,-18.31246000,-2.31050552,19.30347860,19.05608740,-0.24739120,-1.28158870,496.15044000,487.31150000,-8.83894000,-1.78150401,541.02320000,473.19942000,-67.82378000,-12.53620547,-0.05211546,-0.05386346,-0.00174800,3.35409506,-0.47185630,-0.47014474,0.00171156,-0.36272908,0.41974084,0.41628128,-0.00345956,-0.82421334,-0.07639456,-0.08333622,-0.00694166,9.08658418,-0.81837982,-0.81988170,-0.00150188,0.18351870,-19.03365140,-19.69523100,-0.66157960,3.47584174,0.74198526,0.73654548,-0.00543978,-0.73313855,10.12867780,9.92483800,-0.20383980,-2.01250157,-8.90497340,-9.77039300,-0.86541960,9.71838501,3.67537320,3.72578820,0.05041500,1.37169744,15.04824280,15.29563740,0.24739460,1.64400989,15.93357740,15.53531760,-0.39825980,-2.49950021,0.63292204,0.63491784,0.00199580,0.31533110,3.70051980,3.74263620,0.04211640,1.13812119,0.62384344,0.63034060,0.00649716,1.04147284,3965.55680000,3944.20040000,-21.35640000,-0.53854732,6656.60800000,6573.12640000,-83.48160000,-1.25411621,0.07639456,0.08333622,0.00694166,9.08658418,2.42768640,2.46510700,0.03742060,1.54140996,43.36375600,44.29989000,0.93613400,2.15879362,-0.57001426,-0.62715240,-0.05713814,10.02398431,0.51755984,0.51643930,-0.00112054,-0.21650443,
      ↳ C2 bond wedge,0.03384370,0.02812770,-0.00571600,-16.88941862,396.28687000,387.13064000,-9.15623000,-2.31050552,9.65173930,9.52804370,-0.12369560,-1.28158870,248.07522000,243.65575000,-4.41947000,-1.78150401,270.51160000,236.59971000,-33.91189000,-12.53620547,-0.02605773,-0.02693173,-0.00087400,3.35409506,-0.23592815,-0.23507237,0.00085578,-0.36272908,0.20987042,0.20814064,-0.00172978,-0.82421334,-0.03819728,-0.04166811,-0.00347083,9.08658418,-0.40918991,-0.40994085,-0.00075094,0.18351870,-9.51682570,-9.84761550,-0.33078980,3.47584174,0.37099263,0.36827274,-0.00271989,-0.73313855,5.06433890,4.96241900,-0.10191990,-2.01250157,-4.45248670,-4.88519650,-0.43270980,9.71838501,1.83768660,1.86289410,0.02520750,1.37169744,7.52412140,7.64781870,0.12369730,1.64400989,7.96678870,7.76765880,-0.19912990,-2.49950021,0.31646102,0.31745892,0.00099790,0.31533110,1.85025990,1.87131810,0.02105820,1.13812119,0.31192172,0.31517030,0.00324858,1.04147284,1982.77840000,1972.10020000,-10.67820000,-0.53854732,3328.30400000,3286.56320000,-41.74080000,-1.25411621,0.03819728,0.04166811,0.00347083,9.08658418,1.21384320,1.23255350,0.01871030,1.54140996,21.68187800,22.14994500,0.46806700,2.15879362,-0.28500713,-0.31357620,-0.02856907,10.02398431,0.25877992,0.25821965,-0.00056027,-0.21650443,
      ↳ C3 bond wedge,0.03384370,0.02812770,-0.00571600,-16.88941862,396.28687000,387.13064000,-9.15623000,-2.31050552,9.65173930,9.52804370,-0.12369560,-1.28158870,248.07522000,243.65575000,-4.41947000,-1.78150401,270.51160000,236.59971000,-33.91189000,-12.53620547,-0.02605773,-0.02693173,-0.00087400,3.35409506,-0.23592815,-0.23507237,0.00085578,-0.36272908,0.20987042,0.20814064,-0.00172978,-0.82421334,-0.03819728,-0.04166811,-0.00347083,9.08658418,-0.40918991,-0.40994085,-0.00075094,0.18351870,-9.51682570,-9.84761550,-0.33078980,3.47584174,0.37099263,0.36827274,-0.00271989,-0.73313855,5.06433890,4.96241900,-0.10191990,-2.01250157,-4.45248670,-4.88519650,-0.43270980,9.71838501,1.83768660,1.86289410,0.02520750,1.37169744,7.52412140,7.64781870,0.12369730,1.64400989,7.96678870,7.76765880,-0.19912990,-2.49950021,0.31646102,0.31745892,0.00099790,0.31533110,1.85025990,1.87131810,0.02105820,1.13812119,0.31192172,0.31517030,0.00324858,1.04147284,1982.77840000,1972.10020000,-10.67820000,-0.53854732,3328.30400000,3286.56320000,-41.74080000,-1.25411621,0.03819728,0.04166811,0.00347083,9.08658418,1.21384320,1.23255350,0.01871030,1.54140996,21.68187800,22.14994500,0.46806700,2.15879362,-0.28500713,-0.31357620,-0.02856907,10.02398431,0.25877992,0.25821965,-0.00056027,-0.21650443,
