Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆
Total,0.23365562,0.23612676,0.00247114,1.05759922,13880.47220000,13864.74440000,-15.72780000,-0.11330883,520.19299600,534.03176200,13.83876600,2.66031379,9233.68116000,9232.08108000,-1.60008000,-0.01732873,14630.09294000,14689.45362000,59.36068000,0.40574370,-0.00000000,-0.00000000,0.00000000,-55.67791254,-3.89417742,-3.89261374,0.00156368,-0.04015431,3.89417742,3.89261374,-0.00156368,-0.04015431,0.00000000,-0.00000000,-0.00000000,-168.97575723,-7.11883914,-7.10996928,0.00886986,-0.12459700,-179.92391200,-180.12859400,-0.20468200,0.11376031,7.11883914,7.10996928,-0.00886986,-0.12459700,179.92391200,180.12859400,0.20468200,0.11376031,0.00000011,0.00000005,-0.00000006,-52.16482660,29.76634444,29.76387342,-0.00247102,-0.00830139,316.37175400,316.35261800,-0.01913600,-0.00604858,19421.10080600,19444.05806800,22.95726200,0.11820783,10.00000000,10.00000000,0.00000000,0.00000000,27.55774774,27.54949934,-0.00824840,-0.02993133,10.00000000,10.00000000,0.00000000,0.00000000,48219.10460000,48132.05980000,-87.04480000,-0.18051932,65075.15680000,65060.14960000,-15.00720000,-0.02306134,-0.00000000,0.00000000,0.00000000,-168.97575723,21.76634444,21.76387342,-0.00247102,-0.01135248,650.31835200,652.28106000,1.96270800,0.30180726,0.23365562,0.23612676,0.00247114,1.05759922,10.00000000,10.00000000,0.00000000,0.00000000,
Bond bundle decomposition according to INS: Volume
C1 — C2 bond bundle,0.00589815,0.00928664,0.00338850,57.45018858,819.10429000,835.88710000,16.78281000,2.04892224,25.46735300,25.97701200,0.50965900,2.00122486,450.33528000,458.66383000,8.32855000,1.84941095,872.16446000,965.87922000,93.71476000,10.74507897,0.02946373,0.02646540,-0.00299833,-10.17633251,-0.62933698,-0.63096544,-0.00162846,0.25875803,0.65880071,0.65743083,-0.00136988,-0.20793542,-0.02757995,-0.03286990,-0.00528995,19.18042742,-1.10588217,-1.10714292,-0.00126075,0.11400401,-23.41991000,-23.46431900,-0.04440900,0.18962071,1.07830222,1.07427302,-0.00402920,-0.37366148,22.91117400,22.70572900,-0.20544500,-0.89670219,-0.50873580,-0.75859060,-0.24985480,49.11287942,5.04646070,5.07329040,0.02682970,0.53165380,31.85152000,32.45705100,0.60553100,1.90110550,20.96810200,21.85598300,0.88788100,4.23443667,0.84040158,0.87427136,0.03386978,4.03018995,5.08915150,5.11562130,0.02646980,0.52012207,0.84205982,0.84709617,0.00503635,0.59809884,5147.03080000,5277.98640000,130.95560000,2.54429408,8681.75070000,8940.56130000,258.81060000,2.98108767,0.02757995,0.03286990,0.00528995,19.18042742,3.36234110,3.37909810,0.01675700,0.49837299,75.82699800,76.75892800,0.93193000,1.22902136,-0.01460610,-0.02902117,-0.01441508,98.69221043,0.83864245,0.84071153,0.00206908,0.24671778,
      ↳ C1 bond wedge,-0.01518682,-0.01060956,0.00457726,-30.13967176,438.65067000,438.46962000,-0.18105000,-0.04127430,13.42195000,14.13296700,0.71101700,5.29741953,253.74405000,250.23460000,-3.50945000,-1.38306691,640.96318000,730.19207000,89.22889000,13.92106330,0.03028129,0.01710565,-0.01317563,-43.51081103,-0.29624783,-0.31724052,-0.02099269,7.08619199,0.32652912,0.33434617,0.00781705,2.39398250,-0.00052361,-0.01842747,-0.01790386,3419.31446783,-0.53151121,-0.56547766,-0.03396645,6.39054254,-12.64149100,-13.13928500,-0.49779400,3.93777917,0.53098760,0.54705019,0.01606259,3.02504051,11.08447200,11.82647700,0.74200500,6.69409422,-1.55701880,-1.31280780,0.24421100,-15.68452481,2.50055630,2.69722250,0.19666620,7.86489790,16.78539600,19.03465000,2.24925400,13.40006515,9.98216200,10.95531500,0.97315300,9.74892012,0.40401221,0.45539620,0.05138399,12.71842502,2.51641340,2.70660860,0.19019520,7.55818579,0.41422825,0.44776883,0.03354058,8.09712520,2515.62930000,2733.72950000,218.10020000,8.66980680,4212.80880000,4561.63280000,348.82400000,8.28008145,0.00052361,0.01842747,0.01790386,3419.31446783,1.67209980,1.80168490,0.12958510,7.74984244,38.93284200,43.43170900,4.49886700,11.55545490,-0.11076055,-0.08943501,0.02132554,-19.25373249,0.39829930,0.43463125,0.03633195,9.12177099,
      ↳ C2 bond wedge,0.02108497,0.01989621,-0.00118876,-5.63795997,380.45362000,397.41748000,16.96386000,4.45885099,12.04540300,11.84404500,-0.20135800,-1.67165847,196.59123000,208.42923000,11.83800000,6.02163179,231.20128000,235.68715000,4.48587000,1.94024445,-0.00081756,0.00935975,0.01017731,-1244.83602273,-0.33308915,-0.31372492,0.01936423,-5.81352770,0.33227159,0.32308466,-0.00918693,-2.76488580,-0.02705634,-0.01444243,0.01261391,-46.62089501,-0.57437096,-0.54166526,0.03270570,-5.69417716,-10.77841900,-10.32503400,0.45338500,-4.20641469,0.54731462,0.52722283,-0.02009179,-3.67097630,11.82670200,10.87925200,-0.94745000,-8.01110910,1.04828300,0.55421720,-0.49406580,-47.13095605,2.54590440,2.37606790,-0.16983650,-6.67096926,15.06612400,13.42240100,-1.64372300,-10.91005888,10.98594000,10.90066800,-0.08527200,-0.77619211,0.43638937,0.41887516,-0.01751421,-4.01343644,2.57273810,2.40901270,-0.16372540,-6.36385802,0.42783157,0.39932734,-0.02850423,-6.66248870,2631.40150000,2544.25690000,-87.14460000,-3.31171811,4468.94190000,4378.92850000,-90.01340000,-2.01419938,0.02705634,0.01444243,-0.01261391,-46.62089501,1.69024130,1.57741320,-0.11282810,-6.67526583,36.89415600,33.32721900,-3.56693700,-9.66802710,0.09615445,0.06041383,-0.03574062,-37.17000879,0.44034315,0.40608028,-0.03426287,-7.78094765,
C1 — H5 bond bundle,0.07363355,0.02794798,-0.04568558,-62.04450876,1802.52874000,1775.06021000,-27.46853000,-1.52388860,65.67209600,67.39345100,1.72135500,2.62113608,1321.59723000,1299.13323000,-22.46400000,-1.69976143,1652.28240000,1560.62990000,-91.65250000,-5.54702392,-0.03186732,-0.01120793,0.02065939,-64.82938607,-0.38682888,-0.36364985,0.02317903,-5.99206295,0.35496156,0.35244192,-0.00251964,-0.70983461,-0.02243563,0.01441303,0.03684866,-164.24168837,-0.72451579,-0.68534603,0.03916976,-5.40633628,-20.78441060,-20.12404730,0.66036330,-3.17720484,0.70208016,0.69975905,-0.00232111,-0.33060470,21.32861930,21.59168710,0.26306780,1.23340286,0.54420862,1.46763993,0.92343131,169.68332950,2.75278022,2.68685443,-0.06592579,-2.39488026,42.43786500,42.07641100,-0.36145400,-0.85172522,3242.68660850,3243.33305360,0.64644510,0.01993548,1.31362076,1.28513732,-0.02848344,-2.16831531,2.37810749,2.28848332,-0.08962417,-3.76871821,1.30440229,1.28580041,-0.01860188,-1.42608459,5798.66820000,5628.25130000,-170.41690000,-2.93889725,7077.18490000,6762.82700000,-314.35790000,-4.44184947,0.02243563,-0.01441303,-0.03684866,-164.24168837,2.14397562,2.11525363,-0.02872199,-1.33966029,78.29958000,78.27651000,-0.02307000,-0.02946376,0.10703845,0.11607007,0.00903162,8.43773842,1.30996977,1.30048742,-0.00948235,-0.72386022,
      ↳ C1 bond wedge,0.01089057,-0.03294669,-0.04383726,-402.52498309,330.13074000,300.35061000,-29.78013000,-9.02070798,11.01468100,10.61327700,-0.40140400,-3.64426351,162.34723000,145.90663000,-16.44060000,-10.12681276,330.77450000,253.57220000,-77.20230000,-23.33985842,-0.03186732,-0.01120793,0.02065939,-64.82938634,-0.22187424,-0.19823534,0.02363890,-10.65418861,0.19000692,0.18702741,-0.00297951,-1.56810605,-0.02243563,0.01441303,0.03684866,-164.24168897,-0.38536185,-0.34451686,0.04084499,-10.59912651,-9.23612960,-8.37906030,0.85706930,-9.27952873,0.36292622,0.35892988,-0.00399634,-1.10114392,9.78033830,9.84670010,0.06636180,0.67852254,0.54420861,1.46763990,0.92343129,169.68332971,1.81552320,1.74774910,-0.06777410,-3.73303409,11.52707600,11.54784900,0.02077300,0.18021049,7.74880850,6.85945360,-0.88935490,-11.47731164,0.31362076,0.28513732,-0.02848344,-9.08212836,1.79510680,1.70543910,-0.08966770,-4.99511784,0.30440229,0.28580041,-0.01860188,-6.11095271,1955.28640000,1796.33020000,-158.95620000,-8.12956097,3233.80310000,2930.90590000,-302.89720000,-9.36659378,0.02243563,-0.01441303,-0.03684866,-164.24168897,1.20671860,1.17614830,-0.03057030,-2.53334124,30.29883300,30.02702200,-0.27181100,-0.89710056,0.04429546,0.05517540,0.01087994,24.56220459,0.30996977,0.30048742,-0.00948235,-3.05912089,
      ↳ H5 bond wedge,0.06274298,0.06089467,-0.00184832,-2.94585611,1472.39800000,1474.70960000,2.31160000,0.15699559,54.65741500,56.78017400,2.12275900,3.88375301,1159.25000000,1153.22660000,-6.02340000,-0.51959457,1321.50790000,1307.05770000,-14.45020000,-1.09346301,-0.00000000,-0.00000000,-0.00000000,201.59190112,-0.16495464,-0.16541451,-0.00045987,0.27878573,0.16495464,0.16541451,0.00045987,0.27878573,0.00000000,-0.00000000,-0.00000000,-265.25218825,-0.33915394,-0.34082917,-0.00167523,0.49394384,-11.54828100,-11.74498700,-0.19670600,1.70333576,0.33915394,0.34082917,0.00167523,0.49394384,11.54828100,11.74498700,0.19670600,1.70333576,0.00000001,0.00000003,0.00000002,160.36267833,0.93725702,0.93910533,0.00184831,0.19720418,30.91078900,30.52856200,-0.38222700,-1.23654883,3234.93780000,3236.47360000,1.53580000,0.04747541,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.58304422,0.00004353,0.00746654,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3831.92110000,-11.46070000,-0.29819312,3843.38180000,3831.92110000,-11.46070000,-0.29819312,-0.00000000,0.00000000,0.00000000,-265.25218825,0.93725702,0.93910533,0.00184831,0.19720418,48.00074700,48.24948800,0.24874100,0.51820235,0.06274298,0.06089467,-0.00184832,-2.94585611,1.00000000,1.00000000,0.00000000,0.00000000,
C1 — H6 bond bundle,0.01785247,-0.03244566,-0.05029814,-281.74322048,2099.16810000,2013.12199000,-86.04611000,-4.09905762,83.44534000,83.62260000,0.17726000,0.21242648,1324.93380000,1257.91478000,-67.01902000,-5.05829197,3124.21560000,3144.32809000,20.11249000,0.64376127,0.00158603,-0.00589772,-0.00748375,-471.85394841,-0.35745622,-0.34319440,0.01426182,-3.98980888,0.35904226,0.33729668,-0.02174558,-6.05655167,0.02295924,0.00401444,-0.01894480,-82.51492719,-0.68008406,-0.66050352,0.01958054,-2.87913526,-19.30030080,-19.10876590,0.19153490,-0.99239334,0.70304330,0.66451796,-0.03852534,-5.47979619,20.31311110,18.95393380,-1.35917730,-6.69113310,1.01281020,-0.15483207,-1.16764227,-115.28737268,2.67036429,2.63103030,-0.03933399,-1.47298218,37.62766600,38.36131750,0.73365150,1.94976616,3222.64360450,3150.34389880,-72.29970570,-2.24349058,1.28236703,1.25946648,-0.02290055,-1.78580309,2.27842336,2.20617298,-0.07225038,-3.17106914,1.28136946,1.26643077,-0.01493869,-1.16583784,5639.68320000,5341.21660000,-298.46660000,-5.29225826,6819.18800000,6405.38710000,-413.80090000,-6.06818436,-0.02295924,-0.00401444,0.01894480,-82.51492719,2.10762539,2.09816880,-0.00945659,-0.44868457,76.34049200,78.83672600,2.49623400,3.26986889,0.08002131,-0.04174231,-0.12176362,-152.16398471,1.29173093,1.26488133,-0.02684960,-2.07857530,
      ↳ C1 bond wedge,-0.03363074,-0.02129201,0.01233872,-36.68882943,380.67920000,362.71949000,-17.95971000,-4.71780701,10.82719100,10.58451300,-0.24267800,-2.24137544,177.96810000,174.47428000,-3.49382000,-1.96317205,588.70420000,601.15899000,12.45479000,2.11562785,0.00158603,-0.00589772,-0.00748375,-471.85394391,-0.19237263,-0.17688331,0.01548932,-8.05172752,0.19395867,0.17098559,-0.02297308,-11.84431714,0.02295924,0.00401444,-0.01894480,-82.51492351,-0.34114362,-0.31719450,0.02394912,-7.02024561,-8.36836080,-8.34925390,0.01910690,-0.22832309,0.36410286,0.32120894,-0.04289392,-11.78071493,9.38117110,8.19442180,-1.18674930,-12.65033211,1.01281020,-0.15483206,-1.16764226,-115.28737171,1.72184750,1.61987660,-0.10197090,-5.92217952,10.66180300,9.93031650,-0.73148650,-6.86081425,6.97660450,6.24189880,-0.73470570,-10.53099255,0.28236703,0.25946648,-0.02290055,-8.11020678,1.69032080,1.59440650,-0.09591430,-5.67432525,0.28136946,0.26643077,-0.01493869,-5.30927912,1834.76780000,1701.77180000,-132.99600000,-7.24865566,3014.27260000,2765.94230000,-248.33030000,-8.23848181,-0.02295924,-0.00401444,0.01894480,-82.51492351,1.15910860,1.08701510,-0.07209350,-6.21973644,28.51602900,26.46898600,-2.04704300,-7.17856964,0.02853811,-0.03058865,-0.05912676,-207.18530540,0.29173093,0.26488133,-0.02684960,-9.20354931,
      ↳ H6 bond wedge,0.05148321,-0.01115365,-0.06263686,-121.66463785,1718.48890000,1650.40250000,-68.08640000,-3.96199242,72.61814900,73.03808700,0.41993800,0.57828243,1146.96570000,1083.44050000,-63.52520000,-5.53854400,2535.51140000,2543.16910000,7.65770000,0.30201797,0.00000000,-0.00000000,-0.00000000,-648.14395986,-0.16508359,-0.16631109,-0.00122750,0.74356270,0.16508359,0.16631109,0.00122750,0.74356270,0.00000000,-0.00000000,-0.00000000,-172.70135199,-0.33894044,-0.34330902,-0.00436858,1.28889312,-10.93194000,-10.75951200,0.17242800,-1.57728637,0.33894044,0.34330902,0.00436858,1.28889312,10.93194000,10.75951200,-0.17242800,-1.57728637,-0.00000000,-0.00000001,-0.00000001,535.24866302,0.94851679,1.01115370,0.06263691,6.60366908,26.96586300,28.43100100,1.46513800,5.43330655,3215.66700000,3144.10200000,-71.56500000,-2.22551029,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.61176648,0.02366392,4.02377436,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3639.44480000,-165.47060000,-4.34886410,3804.91540000,3639.44480000,-165.47060000,-4.34886410,-0.00000000,0.00000000,0.00000000,-172.70135199,0.94851679,1.01115370,0.06263691,6.60366908,47.82446300,52.36774000,4.54327700,9.49990176,0.05148321,-0.01115365,-0.06263686,-121.66463827,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,-0.07363339,-0.04068078,0.03295260,-44.75225681,776.10998000,778.62100000,2.51102000,0.32353920,18.15014020,18.05621680,-0.09392340,-0.51748030,486.49386000,494.18176000,7.68790000,1.58026660,547.24852000,593.92996000,46.68144000,8.53020854,0.03684969,0.02319866,-0.01365103,-37.04516917,-0.38289116,-0.40088434,-0.01799318,4.69929366,0.41974084,0.42408300,0.00434216,1.03448595,0.06591082,0.04831406,-0.01759676,-26.69783585,-0.67607444,-0.69972890,-0.02365446,3.49879519,-17.02700720,-16.68461360,0.34239360,-2.01088539,0.74198526,0.74804296,0.00605770,0.81641784,10.12867780,10.30432180,0.17564400,1.73412565,-6.89832940,-6.38029200,0.51803740,-7.50960660,3.39343480,3.39414420,0.00070940,0.02090507,13.86028840,13.86828680,0.00799840,0.05770731,13.25146860,13.72119240,0.46972380,3.54469240,0.52638190,0.52725822,0.00087632,0.16647989,3.36514300,3.38182500,0.01668200,0.49572930,0.55330024,0.55891056,0.00561032,1.01397390,3594.94840000,3607.31300000,12.36460000,0.34394374,5914.20760000,5994.71180000,80.50420000,1.36120010,-0.06591082,-0.04831406,0.01759676,-26.69783585,2.28683440,2.27632300,-0.01051140,-0.45964850,39.45993800,39.48978600,0.02984800,0.07564127,-0.56763554,-0.50713028,0.06050526,-10.65917402,0.47096654,0.48116898,0.01020244,2.16627704,
      ↳ C2 bond wedge,-0.03681669,-0.02034039,0.01647630,-44.75225681,388.05499000,389.31050000,1.25551000,0.32353920,9.07507010,9.02810840,-0.04696170,-0.51748030,243.24693000,247.09088000,3.84395000,1.58026660,273.62426000,296.96498000,23.34072000,8.53020854,0.01842484,0.01159933,-0.00682551,-37.04516917,-0.19144558,-0.20044217,-0.00899659,4.69929366,0.20987042,0.21204150,0.00217108,1.03448595,0.03295541,0.02415703,-0.00879838,-26.69783585,-0.33803722,-0.34986445,-0.01182723,3.49879519,-8.51350360,-8.34230680,0.17119680,-2.01088539,0.37099263,0.37402148,0.00302885,0.81641784,5.06433890,5.15216090,0.08782200,1.73412565,-3.44916470,-3.19014600,0.25901870,-7.50960660,1.69671740,1.69707210,0.00035470,0.02090507,6.93014420,6.93414340,0.00399920,0.05770731,6.62573430,6.86059620,0.23486190,3.54469240,0.26319095,0.26362911,0.00043816,0.16647989,1.68257150,1.69091250,0.00834100,0.49572930,0.27665012,0.27945528,0.00280516,1.01397390,1797.47420000,1803.65650000,6.18230000,0.34394374,2957.10380000,2997.35590000,40.25210000,1.36120010,-0.03295541,-0.02415703,0.00879838,-26.69783585,1.14341720,1.13816150,-0.00525570,-0.45964850,19.72996900,19.74489300,0.01492400,0.07564127,-0.28381777,-0.25356514,0.03025263,-10.65917402,0.23548327,0.24058449,0.00510122,2.16627704,
      ↳ C3 bond wedge,-0.03681669,-0.02034039,0.01647630,-44.75225681,388.05499000,389.31050000,1.25551000,0.32353920,9.07507010,9.02810840,-0.04696170,-0.51748030,243.24693000,247.09088000,3.84395000,1.58026660,273.62426000,296.96498000,23.34072000,8.53020854,0.01842484,0.01159933,-0.00682551,-37.04516917,-0.19144558,-0.20044217,-0.00899659,4.69929366,0.20987042,0.21204150,0.00217108,1.03448595,0.03295541,0.02415703,-0.00879838,-26.69783585,-0.33803722,-0.34986445,-0.01182723,3.49879519,-8.51350360,-8.34230680,0.17119680,-2.01088539,0.37099263,0.37402148,0.00302885,0.81641784,5.06433890,5.15216090,0.08782200,1.73412565,-3.44916470,-3.19014600,0.25901870,-7.50960660,1.69671740,1.69707210,0.00035470,0.02090507,6.93014420,6.93414340,0.00399920,0.05770731,6.62573430,6.86059620,0.23486190,3.54469240,0.26319095,0.26362911,0.00043816,0.16647989,1.68257150,1.69091250,0.00834100,0.49572930,0.27665012,0.27945528,0.00280516,1.01397390,1797.47420000,1803.65650000,6.18230000,0.34394374,2957.10380000,2997.35590000,40.25210000,1.36120010,-0.03295541,-0.02415703,0.00879838,-26.69783585,1.14341720,1.13816150,-0.00525570,-0.45964850,19.72996900,19.74489300,0.01492400,0.07564127,-0.28381777,-0.25356514,0.03025263,-10.65917402,0.23548327,0.24058449,0.00510122,2.16627704,
C2 — H4 bond bundle,0.05626033,0.13361481,0.07735448,137.49383320,1831.38001000,1918.99241000,87.61240000,4.78395524,76.43663900,80.99471000,4.55807100,5.96320176,1276.72734000,1353.23784000,76.51050000,5.99270475,1392.75973200,1376.92457300,-15.83515900,-1.13696272,-0.01760728,-0.02095908,-0.00335179,19.03640221,-0.38202105,-0.40805501,-0.02603396,6.81479725,0.36441377,0.38709593,0.02268216,6.22428730,-0.00589907,-0.00971460,-0.00381552,64.68007525,-0.71090030,-0.75212775,-0.04122745,5.79932939,-17.94382980,-19.02485800,-1.08102820,6.02451211,0.70500123,0.74241315,0.03741192,5.30664606,20.34471160,21.66078700,1.31607540,6.46888207,2.40088172,2.63592880,0.23504707,9.79003125,2.71684951,2.79368948,0.07683997,2.82827480,39.33868220,38.34738500,-0.99129720,-2.51990444,3217.62635400,3299.63550300,82.00914900,2.54874681,1.30041969,1.31749572,0.01707603,1.31311684,2.35062002,2.47355947,0.12293945,5.23008606,1.29551831,1.32121738,0.02569907,1.98369022,5726.69580000,6014.91910000,288.22330000,5.03297731,7002.35130000,7423.94370000,421.59240000,6.02072621,0.00589907,0.00971460,0.00381552,64.68007525,2.12581291,2.15125468,0.02544177,1.19680193,74.96213800,72.52347300,-2.43866500,-3.25319563,0.22819192,0.32632193,0.09813001,43.00327924,1.32417358,1.35333523,0.02916165,2.20225282,
      ↳ C2 bond wedge,0.00177444,0.01410159,0.01232716,694.70709424,354.30521000,367.88271000,13.57750000,3.83214799,10.03761500,11.57822100,1.54060600,15.34832727,145.10134000,155.62034000,10.51900000,7.24941617,94.64683200,96.92387300,2.27704100,2.40582907,-0.01760728,-0.02095908,-0.00335179,19.03640102,-0.21681179,-0.24539283,-0.02858104,13.18241965,0.19920451,0.22443375,0.02522924,12.66499438,-0.00589907,-0.00971460,-0.00381553,64.68008338,-0.37547871,-0.42523240,-0.04975369,13.25073531,-7.21505080,-8.17831900,-0.96326820,13.35081660,0.36957964,0.41551780,0.04593816,12.42984056,9.61593260,10.81424800,1.19831540,12.46176996,2.40088170,2.63592880,0.23504710,9.79003255,1.77133540,1.91320270,0.14186730,8.00905915,9.78368920,10.44860600,0.66491680,6.79617664,7.56295400,8.26240300,0.69944900,9.24835719,0.30041969,0.31749572,0.01707603,5.68405819,1.76003810,1.90931250,0.14927440,8.48131640,0.29551831,0.32121738,0.02569907,8.69626995,1910.90060000,2029.93120000,119.03060000,6.22903148,3186.55610000,3438.95580000,252.39970000,7.92076750,0.00589907,0.00971460,0.00381553,64.68008338,1.18029880,1.27076790,0.09046910,7.66493196,27.16088700,28.99840600,1.83751900,6.76531293,0.17370603,0.20680871,0.03310268,19.05672474,0.32417358,0.35333523,0.02916165,8.99568990,
      ↳ H4 bond wedge,0.05448589,0.11951322,0.06502733,119.34709666,1477.07480000,1551.10970000,74.03490000,5.01226478,66.39902400,69.41648900,3.01746500,4.54444180,1131.62600000,1197.61750000,65.99150000,5.83156449,1298.11290000,1280.00070000,-18.11220000,-1.39527155,0.00000000,-0.00000000,-0.00000000,-189.93752100,-0.16520926,-0.16266218,0.00254708,-1.54172956,0.16520926,0.16266218,-0.00254708,-1.54172956,0.00000000,0.00000000,0.00000000,303.32521133,-0.33542159,-0.32689535,0.00852624,-2.54194728,-10.72877900,-10.84653900,-0.11776000,1.09760859,0.33542159,0.32689535,-0.00852624,-2.54194728,10.72877900,10.84653900,0.11776000,1.09760859,0.00000002,-0.00000000,-0.00000003,-119.05931282,0.94551411,0.88048678,-0.06502733,-6.87745739,29.55499300,27.89877900,-1.65621400,-5.60383824,3210.06340000,3291.37310000,81.30970000,2.53296243,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.56424697,-0.02633495,-4.45915276,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3984.98790000,169.19270000,4.43400893,3815.79520000,3984.98790000,169.19270000,4.43400893,-0.00000000,-0.00000000,-0.00000000,303.32521133,0.94551411,0.88048678,-0.06502733,-6.87745739,47.80125100,43.52506700,-4.27618400,-8.94575751,0.05448589,0.11951322,0.06502733,119.34709666,1.00000000,1.00000000,0.00000000,0.00000000,
C3 — C4 bond bundle,0.00589815,0.00928664,0.00338850,57.45018858,819.10429000,835.88710000,16.78281000,2.04892224,25.46735300,25.97701200,0.50965900,2.00122486,450.33528000,458.66383000,8.32855000,1.84941095,872.16446000,965.87922000,93.71476000,10.74507897,0.02946373,0.02646540,-0.00299833,-10.17633251,-0.62933698,-0.63096544,-0.00162846,0.25875803,0.65880071,0.65743083,-0.00136988,-0.20793542,-0.02757995,-0.03286990,-0.00528995,19.18042742,-1.10588217,-1.10714292,-0.00126075,0.11400401,-23.41991000,-23.46431900,-0.04440900,0.18962071,1.07830222,1.07427302,-0.00402920,-0.37366148,22.91117400,22.70572900,-0.20544500,-0.89670219,-0.50873580,-0.75859060,-0.24985480,49.11287942,5.04646070,5.07329040,0.02682970,0.53165380,31.85152000,32.45705100,0.60553100,1.90110550,20.96810200,21.85598300,0.88788100,4.23443667,0.84040158,0.87427136,0.03386978,4.03018995,5.08915150,5.11562130,0.02646980,0.52012207,0.84205982,0.84709617,0.00503635,0.59809884,5147.03080000,5277.98640000,130.95560000,2.54429408,8681.75070000,8940.56130000,258.81060000,2.98108767,0.02757995,0.03286990,0.00528995,19.18042742,3.36234110,3.37909810,0.01675700,0.49837299,75.82699800,76.75892800,0.93193000,1.22902136,-0.01460610,-0.02902117,-0.01441508,98.69221043,0.83864245,0.84071153,0.00206908,0.24671778,
      ↳ C3 bond wedge,0.02108497,0.01989621,-0.00118876,-5.63795997,380.45362000,397.41748000,16.96386000,4.45885099,12.04540300,11.84404500,-0.20135800,-1.67165847,196.59123000,208.42923000,11.83800000,6.02163179,231.20128000,235.68715000,4.48587000,1.94024445,-0.00081756,0.00935975,0.01017731,-1244.83602273,-0.33308915,-0.31372492,0.01936423,-5.81352770,0.33227159,0.32308466,-0.00918693,-2.76488580,-0.02705634,-0.01444243,0.01261391,-46.62089501,-0.57437096,-0.54166526,0.03270570,-5.69417716,-10.77841900,-10.32503400,0.45338500,-4.20641469,0.54731462,0.52722283,-0.02009179,-3.67097630,11.82670200,10.87925200,-0.94745000,-8.01110910,1.04828300,0.55421720,-0.49406580,-47.13095605,2.54590440,2.37606790,-0.16983650,-6.67096926,15.06612400,13.42240100,-1.64372300,-10.91005888,10.98594000,10.90066800,-0.08527200,-0.77619211,0.43638937,0.41887516,-0.01751421,-4.01343644,2.57273810,2.40901270,-0.16372540,-6.36385802,0.42783157,0.39932734,-0.02850423,-6.66248870,2631.40150000,2544.25690000,-87.14460000,-3.31171811,4468.94190000,4378.92850000,-90.01340000,-2.01419938,0.02705634,0.01444243,-0.01261391,-46.62089501,1.69024130,1.57741320,-0.11282810,-6.67526583,36.89415600,33.32721900,-3.56693700,-9.66802710,0.09615445,0.06041383,-0.03574062,-37.17000879,0.44034315,0.40608028,-0.03426287,-7.78094765,
