Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
      ↳ H6 bond wedge,0.05148321,0.05531551,0.00383230,7.44378993,1718.48890000,1692.77200000,-25.71690000,-1.49648333,72.61814900,73.22984500,0.61169600,0.84234590,1146.96570000,1150.00750000,3.04180000,0.26520409,2535.51140000,2614.78600000,79.27460000,3.12657241,0.00000000,-0.00000000,-0.00000000,-219.68788370,-0.16508359,-0.16505752,0.00002607,-0.01579200,0.16508359,0.16505752,-0.00002607,-0.01579200,0.00000000,0.00000000,-0.00000000,-97.50437932,-0.33894044,-0.33751772,0.00142272,-0.41975516,-10.93194000,-10.72611500,0.20582500,-1.88278567,0.33894044,0.33751772,-0.00142272,-0.41975516,10.93194000,10.72611500,-0.20582500,-1.88278567,-0.00000000,-0.00000002,-0.00000001,991.63408940,0.94851679,0.94468449,-0.00383230,-0.40403080,26.96586300,27.45876800,0.49290500,1.82788513,3215.66700000,3219.71030000,4.04330000,0.12573752,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.58765872,-0.00044384,-0.07546983,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3815.75760000,10.84220000,0.28495246,3804.91540000,3815.75760000,10.84220000,0.28495246,-0.00000000,-0.00000000,0.00000000,-97.50437932,0.94851679,0.94468449,-0.00383230,-0.40403080,47.82446300,47.39990400,-0.42455900,-0.88774442,0.05148321,0.05531551,0.00383230,7.44379396,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,0.06847442,0.06484043,-0.00363399,-5.30708225,791.99366000,804.32288000,12.32922000,1.55673216,19.27758900,19.49077000,0.21318100,1.10584887,495.75892000,507.53199000,11.77307000,2.37475707,541.02320000,537.85016000,-3.17304000,-0.58648871,-0.05268295,-0.05206464,0.00061831,-1.17364152,-0.47242380,-0.47204373,0.00038007,-0.08045107,0.41974084,0.41997909,0.00023825,0.05676121,-0.07717746,-0.07260320,0.00457427,-5.92694665,-0.81916272,-0.81682223,0.00234049,-0.28571735,-19.03869900,-18.90964020,0.12905880,-0.67787615,0.74198526,0.74421903,0.00223377,0.30105315,10.12867780,10.35919280,0.23051500,2.27586467,-8.91002120,-8.55044740,0.35957380,-4.03561105,3.67281400,3.67835510,0.00554110,0.15086797,15.03496620,15.21448480,0.17951860,1.19400734,15.93310500,15.92182650,-0.01127850,-0.07078658,0.63290328,0.62951969,-0.00338359,-0.53461407,3.69817560,3.70025360,0.00207800,0.05618987,0.62354808,0.62386592,0.00031784,0.05097281,3961.54180000,3977.20710000,15.66530000,0.39543442,6652.26320000,6670.25050000,17.98730000,0.27039369,0.07717746,0.07260320,-0.00457427,-5.92694665,2.42571800,2.43062330,0.00490530,0.20222054,43.33396200,43.67938900,0.34542700,0.79712767,-0.56958872,-0.54562809,0.02396063,-4.20665458,0.51720422,0.52212117,0.00491695,0.95067863,
      ↳ C2 bond wedge,0.03423721,0.05339852,0.01916130,55.96630649,395.99683000,397.52904000,1.53221000,0.38692481,9.63879450,9.24719800,-0.39159650,-4.06271241,247.87946000,254.84163000,6.96217000,2.80869177,270.51160000,230.97052000,-39.54108000,-14.61714766,-0.02634148,-0.03691121,-0.01056973,40.12581527,-0.23621190,-0.21801765,0.01819425,-7.70251202,0.20987042,0.18110644,-0.02876398,-13.70559034,-0.03858873,-0.06048909,-0.02190036,56.75324747,-0.40958136,-0.37936852,0.03021284,-7.37651733,-9.51934950,-9.32514140,0.19420810,-2.04014045,0.37099263,0.31887943,-0.05211320,-14.04696368,5.06433890,4.25229400,-0.81204490,-16.03456870,-4.45501060,-5.07284740,-0.61783680,13.86835757,1.83640700,1.71255940,-0.12384760,-6.74401699,7.51748310,7.03921170,-0.47827140,-6.36212139,7.96655250,7.31795480,-0.64859770,-8.14151040,0.31645164,0.29795381,-0.01849783,-5.84538920,1.84908780,1.73439490,-0.11469290,-6.20267464,0.31177404,0.29432632,-0.01744772,-5.59627094,1980.77090000,1877.08400000,-103.68690000,-5.23467404,3326.13160000,3124.10710000,-202.02450000,-6.07385769,0.03858873,0.06048909,0.02190036,56.75324747,1.21285900,1.12390680,-0.08895220,-7.33409242,21.66698100,20.00482800,-1.66215300,-7.67136409,-0.28479436,-0.30382897,-0.01903461,6.68363306,0.25860211,0.23478841,-0.02381370,-9.20862556,
      ↳ C3 bond wedge,0.03423721,0.01144192,-0.02279530,-66.58047098,395.99683000,406.79384000,10.79701000,2.72653950,9.63879450,10.24357200,0.60477750,6.27441015,247.87946000,252.69036000,4.81090000,1.94082237,270.51160000,306.87964000,36.36804000,13.44417023,-0.02634148,-0.01515343,0.01118804,-42.47309832,-0.23621190,-0.25402608,-0.01781418,7.54160989,0.20987042,0.23887265,0.02900223,13.81911276,-0.03858873,-0.01211411,0.02647463,-68.60714077,-0.40958136,-0.43745371,-0.02787235,6.80508263,-9.51934950,-9.58449880,-0.06514930,0.68438815,0.37099263,0.42533960,0.05434697,14.64906998,5.06433890,6.10689880,1.04255990,20.58629805,-4.45501060,-3.47760000,0.97741060,-21.93957967,1.83640700,1.96579570,0.12938870,7.04575293,7.51748310,8.17527310,0.65779000,8.75013607,7.96655250,8.60387170,0.63731920,7.99993724,0.31645164,0.33156588,0.01511424,4.77616106,1.84908780,1.96585870,0.11677090,6.31505437,0.31177404,0.32953960,0.01776556,5.69821657,1980.77090000,2100.12310000,119.35220000,6.02554288,3326.13160000,3546.14340000,220.01180000,6.61464507,0.03858873,0.01211411,-0.02647463,-68.60714077,1.21285900,1.30671650,0.09385750,7.73853350,21.66698100,23.67456100,2.00758000,9.26561942,-0.28479436,-0.24179912,0.04299524,-15.09694223,0.25860211,0.28733276,0.02873065,11.10998282,
C2 — H4 bond bundle,0.08343147,0.07842696,-0.00500451,-5.99834540,1832.63641000,1859.37165000,26.73524000,1.45884038,76.52918200,81.72328100,5.19409900,6.78708287,1276.82822000,1306.94863000,30.12041000,2.35900253,1392.75973200,1360.52755400,-32.23217800,-2.31426694,-0.03492925,-0.01908686,0.01584240,-45.35567404,-0.39934302,-0.38863510,0.01070792,-2.68138404,0.36441377,0.36954824,0.00513447,1.40896707,-0.03324019,-0.00456882,0.02867137,-86.25512269,-0.73824142,-0.72038570,0.01785572,-2.41868304,-18.21691260,-18.38460800,-0.16769540,0.92054786,0.70500123,0.71581687,0.01081564,1.53413066,20.34471160,21.02125400,0.67654240,3.32539686,2.12779892,2.63664590,0.50884698,23.91424162,2.76275211,2.76655480,0.00380269,0.13764138,39.61808300,39.30158900,-0.31649400,-0.79886248,3218.12977450,3254.80398270,36.67420820,1.13961247,1.32041682,1.30648076,-0.01393606,-1.05542885,2.40655862,2.41049775,0.00393913,0.16368311,1.30769726,1.30749696,-0.00020030,-0.01531700,5787.59850000,5817.21200000,29.61350000,0.51167164,7131.58860000,7086.42730000,-45.16130000,-0.63325722,0.03324019,0.00456882,-0.02867137,-86.25512269,2.14735761,2.15156090,0.00420329,0.19574243,75.70946800,74.88944300,-0.82002500,-1.08312081,0.23580709,0.26409830,0.02829121,11.99760740,1.33309320,1.33844219,0.00534899,0.40124651,
      ↳ C2 bond wedge,0.02894558,-0.00283904,-0.03178462,-109.80820557,355.56161000,340.47985000,-15.08176000,-4.24167277,10.13015800,10.51404000,0.38388200,3.78949667,145.20222000,142.75143000,-2.45079000,-1.68784609,94.64683200,66.53265400,-28.11417800,-29.70429903,-0.03492925,-0.01908686,0.01584240,-45.35567392,-0.23413376,-0.22434274,0.00979102,-4.18180616,0.19920451,0.20525588,0.00605137,3.03776757,-0.03324019,-0.00456882,0.02867137,-86.25512414,-0.40281983,-0.38726582,0.01555401,-3.86128210,-7.48813360,-7.45633600,0.03179760,-0.42463986,0.36957964,0.38269699,0.01311735,3.54926208,9.61593260,10.09298200,0.47704940,4.96103103,2.12779890,2.63664590,0.50884700,23.91424302,1.81723800,1.84782080,0.03058280,1.68292761,10.06309000,10.62894400,0.56585400,5.62306409,8.06637450,7.52738270,-0.53899180,-6.68195854,0.32041682,0.30648076,-0.01393606,-4.34935345,1.81597670,1.83148240,0.01550570,0.85384906,0.30769726,0.30749696,-0.00020030,-0.06509645,1971.80330000,1931.85860000,-39.94470000,-2.02579537,3315.79340000,3201.07390000,-114.71950000,-3.45979035,0.03324019,0.00456882,-0.02867137,-86.25512414,1.20184350,1.23282690,0.03098340,2.57798956,27.90821700,28.83650800,0.92829100,3.32622826,0.18132120,0.18283230,0.00151110,0.83338297,0.33309320,0.33844219,0.00534899,1.60585386,
      ↳ H4 bond wedge,0.05448589,0.08126600,0.02678011,49.15053881,1477.07480000,1518.89180000,41.81700000,2.83106854,66.39902400,71.20924100,4.81021700,7.24440919,1131.62600000,1164.19720000,32.57120000,2.87826543,1298.11290000,1293.99490000,-4.11800000,-0.31722973,0.00000000,0.00000000,-0.00000000,-2.54696967,-0.16520926,-0.16429236,0.00091690,-0.55499310,0.16520926,0.16429236,-0.00091690,-0.55499310,0.00000000,-0.00000000,-0.00000000,-325.95476865,-0.33542159,-0.33311988,0.00230171,-0.68621403,-10.72877900,-10.92827200,-0.19949300,1.85941942,0.33542159,0.33311988,-0.00230171,-0.68621403,10.72877900,10.92827200,0.19949300,1.85941942,0.00000002,0.00000000,-0.00000002,-98.87709961,0.94551411,0.91873400,-0.02678011,-2.83233319,29.55499300,28.67264500,-0.88234800,-2.98544479,3210.06340000,3247.27660000,37.21320000,1.15926682,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.57901535,-0.01156657,-1.95850391,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3885.35340000,69.55820000,1.82290182,3815.79520000,3885.35340000,69.55820000,1.82290182,-0.00000000,0.00000000,0.00000000,-325.95476865,0.94551411,0.91873400,-0.02678011,-2.83233319,47.80125100,46.05293500,-1.74831600,-3.65746913,0.05448589,0.08126600,0.02678011,49.15053881,1.00000000,1.00000000,0.00000000,0.00000000,
C3 — C4 bond bundle,-0.14385593,-0.14129705,0.00255888,-1.77878036,802.04790000,826.97804000,24.93014000,3.10831061,24.55009900,25.25685500,0.70675600,2.87883157,442.94624000,450.12968000,7.18344000,1.62174082,870.97120000,946.33256000,75.36136000,8.65256624,0.12502723,0.11196456,-0.01306267,-10.44786012,-0.53377348,-0.54389851,-0.01012503,1.89687768,0.65880071,0.65586307,-0.00293764,-0.44590723,0.12377549,0.10149338,-0.02228211,-18.00203798,-0.95452673,-0.97127591,-0.01674918,1.75471042,-21.50093860,-21.98520470,-0.48426610,2.25230214,1.07830222,1.07276929,-0.00553293,-0.51311496,22.91117400,23.42471600,0.51354200,2.24144778,1.41023609,1.43951074,0.02927465,2.07586873,4.76351090,4.87864020,0.11512930,2.41690011,30.30650200,31.76001600,1.45351400,4.79604674,18.09698050,19.12653310,1.02955260,5.68908498,0.72558229,0.77539171,0.04980942,6.86475134,4.75123940,4.85873150,0.10749210,2.26240126,0.76994250,0.78955720,0.01961470,2.54755388,4773.84580000,4954.83820000,180.99240000,3.79133318,7920.68810000,8241.08470000,320.39660000,4.04506018,-0.12377549,-0.10149338,0.02228211,-18.00203798,3.22362600,3.29952580,0.07589980,2.35448529,71.35714300,74.95692100,3.59977800,5.04473392,-0.03348625,-0.03324104,0.00024521,-0.73227071,0.78833746,0.80756653,0.01922907,2.43919273,
      ↳ C3 bond wedge,-0.07714007,-0.05554839,0.02159169,-27.99023408,371.25538000,371.62413000,0.36875000,0.09932516,11.38913600,11.13876500,-0.25037100,-2.19833181,191.85782000,194.37316000,2.51534000,1.31104377,234.31394000,232.41007000,-1.90387000,-0.81252955,0.06127073,0.05406037,-0.00721036,-11.76803978,-0.27100086,-0.27452335,-0.00352249,1.29980768,0.33227159,0.32858372,-0.00368787,-1.10989627,0.07182893,0.05479199,-0.01703694,-23.71877207,-0.47548570,-0.48146897,-0.00598327,1.25834909,-9.49949060,-9.45693570,0.04255490,-0.44797034,0.54731462,0.53626096,-0.01105366,-2.01961716,11.82670200,11.12163400,-0.70506800,-5.96166201,2.32721170,1.66469800,-0.66251370,-28.46813206,2.36031220,2.28048340,-0.07982880,-3.38212886,14.19938400,12.78163500,-1.41774900,-9.98458102,9.14170150,9.49247330,0.35077180,3.83705156,0.36313154,0.36580976,0.00267822,0.73753439,2.35028310,2.28324270,-0.06704040,-2.85243935,0.38052869,0.37082250,-0.00970619,-2.55071175,2387.20220000,2343.13960000,-44.06260000,-1.84578416,3970.67680000,3965.97630000,-4.70050000,-0.11838032,-0.07182893,-0.05479199,0.01703694,-23.71877207,1.59925490,1.53883840,-0.06041650,-3.77779052,34.20981300,32.21833200,-1.99148100,-5.82137353,0.08951587,0.06567598,-0.02383989,-26.63202737,0.40830469,0.39102656,-0.01727813,-4.23167561,
      ↳ C4 bond wedge,-0.06671586,-0.08574866,-0.01903281,28.52816021,430.79252000,455.35391000,24.56139000,5.70144301,13.16096300,14.11809000,0.95712700,7.27246935,251.08842000,255.75652000,4.66810000,1.85914587,636.65726000,713.92249000,77.26523000,12.13607931,0.06375650,0.05790419,-0.00585231,-9.17915222,-0.26277262,-0.26937516,-0.00660254,2.51264382,0.32652912,0.32727935,0.00075023,0.22975899,0.05194656,0.04670139,-0.00524517,-10.09724397,-0.47904103,-0.48980694,-0.01076591,2.24738787,-12.00144800,-12.52826900,-0.52682100,4.38964532,0.53098760,0.53650833,0.00552073,1.03970978,11.08447200,12.30308200,1.21861000,10.99384797,-0.91697561,-0.22518726,0.69178835,-75.44239372,2.40319870,2.59815680,0.19495810,8.11244197,16.10711800,18.97838100,2.87126300,17.82605057,8.95527900,9.63405980,0.67878080,7.57967228,0.36245075,0.40958195,0.04713120,13.00347702,2.40095630,2.57548880,0.17453250,7.26929099,0.38941381,0.41873470,0.02932089,7.52949414,2386.64360000,2611.69860000,225.05500000,9.42976991,3950.01130000,4275.10840000,325.09710000,8.23028278,-0.05194656,-0.04670139,0.00524517,-10.09724397,1.62437110,1.76068740,0.13631630,8.39194320,37.14733000,42.73858900,5.59125900,15.05157706,-0.12300212,-0.09891702,0.02408510,-19.58104543,0.38003277,0.41653997,0.03650720,9.60632948,
C3 — H3 bond bundle,0.08343147,0.07232510,-0.01110637,-13.31196673,1832.63641000,1786.88349000,-45.75292000,-2.49656286,76.52918200,74.94122710,-1.58795490,-2.07496651,1276.82822000,1247.62940000,-29.19882000,-2.28682446,1392.75973200,1540.73675000,147.97701800,10.62473409,-0.03492925,-0.03890693,-0.00397768,11.38780778,-0.39934302,-0.39878378,0.00055924,-0.14004001,0.36441377,0.35987685,-0.00453692,-1.24499137,-0.03324019,-0.04267788,-0.00943768,28.39238847,-0.73824142,-0.73761436,0.00062706,-0.08493969,-18.21691260,-17.93466050,0.28225210,-1.54939592,0.70500123,0.69493648,-0.01006475,-1.42762162,20.34471160,19.74756260,-0.59714900,-2.93515589,2.12779892,1.81290209,-0.31489684,-14.79918205,2.76275211,2.72550228,-0.03724983,-1.34828709,39.61808300,39.73453180,0.11644880,0.29392841,3218.12977450,3187.18916210,-30.94061240,-0.96144701,1.32041682,1.30262436,-0.01779246,-1.34748814,2.40655862,2.36304031,-0.04351831,-1.80832121,1.30769726,1.29963790,-0.00805936,-0.61630167,5787.59850000,5659.69590000,-127.90260000,-2.20994252,7131.58860000,6977.19340000,-154.39520000,-2.16494821,0.03324019,0.04267788,0.00943768,28.39238847,2.14735761,2.12622648,-0.02113113,-0.98405267,75.70946800,76.02962500,0.32015700,0.42287578,0.23580709,0.20434178,-0.03146531,-13.34366743,1.33309320,1.32164068,-0.01145252,-0.85909372,
      ↳ C3 bond wedge,0.02894558,0.04206668,0.01312111,45.33026205,355.56161000,350.96639000,-4.59522000,-1.29238362,10.13015800,9.90143910,-0.22871890,-2.25780190,145.20222000,146.47990000,1.27768000,0.87993145,94.64683200,161.13935000,66.49251800,70.25329490,-0.03492925,-0.03890693,-0.00397768,11.38780658,-0.23413376,-0.23277748,0.00135628,-0.57927571,0.19920451,0.19387055,-0.00533396,-2.67763014,-0.03324019,-0.04267788,-0.00943768,28.39238544,-0.40281983,-0.40037716,0.00244267,-0.60639269,-7.48813360,-7.36635150,0.12178210,-1.62633450,0.36957964,0.35769928,-0.01188036,-3.21456020,9.61593260,9.17925360,-0.43667900,-4.54120280,2.12779890,1.81290210,-0.31489680,-14.79918051,1.81723800,1.75576070,-0.06147730,-3.38300762,10.06309000,9.33841680,-0.72467320,-7.20129900,8.06637450,7.85286210,-0.21351240,-2.64694380,0.32041682,0.30262436,-0.01779246,-5.55291074,1.81597670,1.76235250,-0.05362420,-2.95291234,0.30769726,0.29963790,-0.00805936,-2.61924984,1971.80330000,1907.27960000,-64.52370000,-3.27231930,3315.79340000,3224.77710000,-91.01630000,-2.74493278,0.03324019,0.04267788,0.00943768,28.39238544,1.20184350,1.15648490,-0.04535860,-3.77408539,27.90821700,26.50133600,-1.40688100,-5.04109954,0.18132120,0.17408336,-0.00723784,-3.99172298,0.33309320,0.32164068,-0.01145252,-3.43823290,
      ↳ H3 bond wedge,0.05448589,0.03025842,-0.02422747,-44.46559202,1477.07480000,1435.91710000,-41.15770000,-2.78643302,66.39902400,65.03978800,-1.35923600,-2.04707226,1131.62600000,1101.14950000,-30.47650000,-2.69316011,1298.11290000,1379.59740000,81.48450000,6.27715047,0.00000000,-0.00000000,-0.00000000,-402.90178489,-0.16520926,-0.16600630,-0.00079704,0.48244269,0.16520926,0.16600630,0.00079704,0.48244269,0.00000000,-0.00000000,-0.00000000,-474.25823479,-0.33542159,-0.33723720,-0.00181561,0.54129193,-10.72877900,-10.56830900,0.16047000,-1.49569676,0.33542159,0.33723720,0.00181561,0.54129193,10.72877900,10.56830900,-0.16047000,-1.49569676,0.00000002,-0.00000001,-0.00000004,-150.16801232,0.94551411,0.96974158,0.02422747,2.56235943,29.55499300,30.39611500,0.84112200,2.84595567,3210.06340000,3179.33630000,-30.72710000,-0.95721162,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.60068781,0.01010589,1.71117497,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3752.41630000,-63.37890000,-1.66096178,3815.79520000,3752.41630000,-63.37890000,-1.66096178,-0.00000000,0.00000000,0.00000000,-474.25823479,0.94551411,0.96974158,0.02422747,2.56235943,47.80125100,49.52828900,1.72703800,3.61295565,0.05448589,0.03025842,-0.02422747,-44.46559202,1.00000000,1.00000000,0.00000000,0.00000000,
C4 — H1 bond bundle,0.07659491,-0.00738681,-0.08398172,-109.64399698,1800.08266000,1671.77564000,-128.30702000,-7.12784045,65.56175700,64.72326300,-0.83849400,-1.27893766,1320.91450000,1226.51490000,-94.39960000,-7.14653371,1652.28240000,1662.15436000,9.87196000,0.59747414,-0.03639169,-0.04082532,-0.00443363,12.18308357,-0.39135324,-0.36667666,0.02467658,-6.30544927,0.35496156,0.32585135,-0.02911021,-8.20094717,-0.02542868,-0.03794096,-0.01251228,49.20538074,-0.72750884,-0.69013128,0.03737756,-5.13774650,-20.40175320,-19.71517600,0.68657720,-3.36528529,0.70208016,0.65219032,-0.04988984,-7.10600339,21.32861930,19.73248610,-1.59613320,-7.48352801,0.92686606,0.01731011,-0.90955595,-98.13240461,2.75483222,2.69796340,-0.05686882,-2.06432971,42.65261000,44.47612800,1.82351800,4.27527882,3242.85078310,3148.02612110,-94.82466200,-2.92411425,1.32026547,1.29057100,-0.02969447,-2.24912873,2.37859809,2.26647174,-0.11212635,-4.71396788,1.30523785,1.28176277,-0.02347508,-1.79852890,5803.45210000,5382.64400000,-420.80810000,-7.25099635,7089.33810000,6488.54660000,-600.79150000,-8.47457818,0.02542868,0.03794096,0.01251228,49.20538074,2.14435652,2.13443790,-0.00991862,-0.46254529,78.76391200,83.09626100,4.33234900,5.50042385,0.13348828,-0.00637456,-0.13986284,-104.77537047,1.31472008,1.28193148,-0.03278860,-2.49396054,
      ↳ C4 bond wedge,0.01385193,0.01166641,-0.00218552,-15.77775197,327.68466000,304.06164000,-23.62302000,-7.20907106,10.90434200,10.11034600,-0.79399600,-7.28146641,161.66450000,156.63730000,-5.02720000,-3.10964992,330.77450000,324.00836000,-6.76614000,-2.04554462,-0.03639169,-0.04082532,-0.00443363,12.18308489,-0.22639860,-0.19954484,0.02685376,-11.86127476,0.19000692,0.15871953,-0.03128739,-16.46644764,-0.02542868,-0.03794096,-0.01251228,49.20538348,-0.38835490,-0.34253292,0.04582198,-11.79899623,-8.85347220,-8.26505300,0.58841920,-6.64619696,0.36292622,0.30459196,-0.05833426,-16.07331099,9.78033830,8.28236310,-1.49797520,-15.31619003,0.92686605,0.01731014,-0.90955591,-98.13240155,1.81757520,1.67891020,-0.13866500,-7.62912038,11.74182100,11.27934900,-0.46247200,-3.93867357,7.91298310,6.83472110,-1.07826200,-13.62649189,0.32026547,0.29057100,-0.02969447,-9.27183002,1.79559740,1.65323450,-0.14236290,-7.92844209,0.30523785,0.28176277,-0.02347508,-7.69075002,1960.07030000,1759.14880000,-200.92150000,-10.25072927,3245.95630000,2865.05140000,-380.90490000,-11.73475133,0.02542868,0.03794096,0.01251228,49.20538348,1.20709950,1.11538470,-0.09171480,-7.59794864,30.76316500,28.92724500,-1.83592000,-5.96791650,0.07074530,0.01267866,-0.05806664,-82.07844453,0.31472008,0.28193148,-0.03278860,-10.41833746,
      ↳ H1 bond wedge,0.06274298,-0.01905322,-0.08179620,-130.36708822,1472.39800000,1367.71400000,-104.68400000,-7.10976244,54.65741500,54.61291700,-0.04449800,-0.08141256,1159.25000000,1069.87760000,-89.37240000,-7.70950183,1321.50790000,1338.14600000,16.63810000,1.25902388,-0.00000000,0.00000000,0.00000000,-1461.46644636,-0.16495464,-0.16713182,-0.00217718,1.31986587,0.16495464,0.16713182,0.00217718,1.31986587,0.00000000,0.00000000,0.00000000,575.13563096,-0.33915394,-0.34759836,-0.00844442,2.48984871,-11.54828100,-11.45012300,0.09815800,-0.84997932,0.33915394,0.34759836,0.00844442,2.48984871,11.54828100,11.45012300,-0.09815800,-0.84997932,0.00000001,-0.00000003,-0.00000004,-333.37765775,0.93725702,1.01905320,0.08179618,8.72718777,30.91078900,33.19677900,2.28599000,7.39544371,3234.93780000,3141.19140000,-93.74640000,-2.89793516,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.61323724,0.03023655,5.18636607,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3623.49520000,-219.88660000,-5.72117503,3843.38180000,3623.49520000,-219.88660000,-5.72117503,-0.00000000,-0.00000000,-0.00000000,575.13563096,0.93725702,1.01905320,0.08179618,8.72718777,48.00074700,54.16901600,6.16826900,12.85036043,0.06274298,-0.01905322,-0.08179620,-130.36708981,1.00000000,1.00000000,0.00000000,0.00000000,
C4 — H2 bond bundle,0.06642015,0.03207426,-0.03434589,-51.71004437,2109.47233000,2133.40158000,23.92925000,1.13437136,83.81666600,86.30113400,2.48446800,2.96416944,1328.27215000,1319.60631000,-8.66584000,-0.65241449,3128.52153000,3014.10223000,-114.41930000,-3.65729623,-0.02736481,-0.01707888,0.01028594,-37.58818325,-0.38640707,-0.36998065,0.01642642,-4.25106611,0.35904226,0.35290177,-0.00614049,-1.71024157,-0.02651788,-0.00876043,0.01775745,-66.96406023,-0.72956118,-0.70515160,0.02440958,-3.34578931,-20.32300150,-20.49754380,-0.17454230,0.85884115,0.70304330,0.69639117,-0.00665213,-0.94619065,20.31311110,20.70542090,0.39230980,1.93131322,-0.00989043,0.20787712,0.21776755,-2201.80164719,2.76566989,2.76494098,-0.00072891,-0.02635564,38.09119900,38.02828200,-0.06291700,-0.16517464,3223.50631290,3229.99020980,6.48389690,0.20114423,1.31728378,1.29984706,-0.01743672,-1.32368744,2.39338996,2.37041084,-0.02297912,-0.96010765,1.30534834,1.29950253,-0.00584581,-0.44783525,5763.88500000,5665.14070000,-98.74430000,-1.71315528,7069.83230000,6844.63740000,-225.19490000,-3.18529338,0.02651788,0.00876043,-0.01775745,-66.96406023,2.15497319,2.16593588,0.01096269,0.50871584,77.66167200,79.10729200,1.44562000,1.86143301,0.06581305,0.04423036,-0.02158268,-32.79392864,1.30524716,1.30152855,-0.00371861,-0.28489700,
      ↳ C4 bond wedge,0.01493694,-0.01916836,-0.03410530,-228.32861059,390.98343000,386.06898000,-4.91445000,-1.25694585,11.19851700,11.49381200,0.29529500,2.63691166,181.30645000,167.04601000,-14.26044000,-7.86537931,593.01013000,557.82203000,-35.18810000,-5.93381095,-0.02736481,-0.01707888,0.01028594,-37.58818304,-0.22132348,-0.20474380,0.01657968,-7.49115277,0.19395867,0.18766492,-0.00629375,-3.24489233,-0.02651788,-0.00876043,0.01775745,-66.96406198,-0.39062074,-0.36459996,0.02602078,-6.66139233,-9.39106150,-9.21717480,0.17388670,-1.85161922,0.36410286,0.35583953,-0.00826333,-2.26950428,9.38117110,9.42505190,0.04388080,0.46775397,-0.00989042,0.20787711,0.21776753,-2201.80186719,1.81715310,1.81618360,-0.00096950,-0.05335269,11.12533600,11.78086000,0.65552400,5.89217260,7.83931290,7.05290980,-0.78640310,-10.03153095,0.31728378,0.29984706,-0.01743672,-5.49562288,1.80528740,1.78363880,-0.02164860,-1.19917748,0.30534834,0.29950253,-0.00584581,-1.91447250,1958.96960000,1864.83380000,-94.13580000,-4.80537319,3264.91690000,3044.33050000,-220.58640000,-6.75626384,0.02651788,0.00876043,-0.01775745,-66.96406198,1.20645640,1.21717850,0.01072210,0.88872669,29.83720900,30.93797900,1.10077000,3.68925257,0.01432984,-0.00701226,-0.02134210,-148.93468796,0.30524716,0.30152855,-0.00371861,-1.21822919,
