Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
H1: Min (node 3353) → H5: Min (node 4667) in NEF (0.99977569),-0.01905322,0.06274298,0.08179620,-429.30388081,1367.71400000,1472.39800000,104.68400000,7.65393935,54.61291700,54.65741500,0.04449800,0.08147889,1069.87760000,1159.25000000,89.37240000,8.35351633,1338.14600000,1321.50790000,-16.63810000,-1.24336956,0.00000000,-0.00000000,-0.00000000,-107.34502126,-0.16713182,-0.16495464,0.00217718,-1.30267235,0.16713182,0.16495464,-0.00217718,-1.30267235,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.34759836,-0.33915394,0.00844442,-2.42936129,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.34759836,0.33915394,-0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-0.00000003,0.00000001,0.00000004,-142.84900318,1.01905320,0.93725702,-0.08179618,-8.02668398,33.19677900,30.91078900,-2.28599000,-6.88618013,3141.19140000,3234.93780000,93.74640000,2.98442177,1.00000000,1.00000000,0.00000000,0.00000000,0.61323724,0.58300069,-0.03023655,-4.93064479,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,3623.49520000,3843.38180000,219.88660000,6.06835632,-0.00000000,-0.00000000,0.00000000,-85.18816140,1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,-0.01905322,0.06274298,0.08179620,-429.30386353,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Min (node 2744) → H6: Min (node 1028) in NEF (0.99991522),0.05124262,0.05148321,0.00024059,0.46950171,1747.33260000,1718.48890000,-28.84370000,-1.65072751,74.80732200,72.61814900,-2.18917300,-2.92641541,1152.56030000,1146.96570000,-5.59460000,-0.48540627,2456.28020000,2535.51140000,79.23120000,3.22565805,0.00000000,0.00000000,-0.00000000,-51.06857816,-0.16523685,-0.16508359,0.00015326,-0.09275171,0.16523685,0.16508359,-0.00015326,-0.09275171,-0.00000000,0.00000000,0.00000000,-698.00019631,-0.34055164,-0.33894044,0.00161120,-0.47311474,-11.28036900,-10.93194000,0.34842900,-3.08880853,0.34055164,0.33894044,-0.00161120,-0.47311474,11.28036900,10.93194000,-0.34842900,-3.08880853,0.00000001,-0.00000000,-0.00000001,-115.10866589,0.94875738,0.94851679,-0.00024059,-0.02535843,26.24742200,26.96586300,0.71844100,2.73718691,3222.93730000,3215.66700000,-7.27030000,-0.22557994,1.00000000,1.00000000,0.00000000,0.00000000,0.58677204,0.58810256,0.00133052,0.22675245,1.00000000,1.00000000,0.00000000,0.00000000,3800.30690000,3804.91540000,4.60850000,0.12126652,3800.30690000,3804.91540000,4.60850000,0.12126652,0.00000000,-0.00000000,-0.00000000,-698.00019631,0.94875738,0.94851679,-0.00024059,-0.02535843,48.16931300,47.82446300,-0.34485000,-0.71591222,0.05124263,0.05148321,0.00024058,0.46949780,1.00000000,1.00000000,0.00000000,0.00000000,
H3: Min (node 3944) → H4: Min (node 1877) in NEF (0.99984713),0.03025842,0.05448589,0.02422747,80.06854423,1435.91710000,1477.07480000,41.15770000,2.86630057,65.03978800,66.39902400,1.35923600,2.08985306,1101.14950000,1131.62600000,30.47650000,2.76769866,1379.59740000,1298.11290000,-81.48450000,-5.90639704,-0.00000000,0.00000000,0.00000000,-133.01400156,-0.16600630,-0.16520926,0.00079704,-0.48012636,0.16600630,0.16520926,-0.00079704,-0.48012636,-0.00000000,0.00000000,0.00000000,-126.71951896,-0.33723720,-0.33542159,0.00181561,-0.53837774,-10.56830900,-10.72877900,-0.16047000,1.51840753,0.33723720,0.33542159,-0.00181561,-0.53837774,10.56830900,10.72877900,0.16047000,1.51840753,-0.00000001,0.00000002,0.00000004,-299.33020142,0.96974158,0.94551411,-0.02422747,-2.49834291,30.39611500,29.55499300,-0.84112200,-2.76720232,3179.33630000,3210.06340000,30.72710000,0.96646272,1.00000000,1.00000000,0.00000000,0.00000000,0.60068781,0.59058192,-0.01010589,-1.68238640,1.00000000,1.00000000,0.00000000,0.00000000,3752.41630000,3815.79520000,63.37890000,1.68901569,3752.41630000,3815.79520000,63.37890000,1.68901569,0.00000000,-0.00000000,-0.00000000,-126.71951896,0.96974158,0.94551411,-0.02422747,-2.49834291,49.52828900,47.80125100,-1.72703800,-3.48697287,0.03025842,0.05448589,0.02422747,80.06854423,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Min (node 4242) → H4: Min (node 1877) in NEF (0.99997997),0.08126600,0.05448589,-0.02678011,-32.95364482,1518.89180000,1477.07480000,-41.81700000,-2.75312567,71.20924100,66.39902400,-4.81021700,-6.75504602,1164.19720000,1131.62600000,-32.57120000,-2.79773908,1293.99490000,1298.11290000,4.11800000,0.31823928,0.00000000,0.00000000,0.00000000,2.61353563,-0.16429236,-0.16520926,-0.00091690,0.55809047,0.16429236,0.16520926,0.00091690,0.55809047,-0.00000000,0.00000000,0.00000000,-144.25664508,-0.33311988,-0.33542159,-0.00230171,0.69095546,-10.92827200,-10.72877900,0.19949300,-1.82547616,0.33311988,0.33542159,0.00230171,0.69095546,10.92827200,10.72877900,-0.19949300,-1.82547616,0.00000000,0.00000002,0.00000002,8805.50940136,0.91873400,0.94551411,0.02678011,2.91489267,28.67264500,29.55499300,0.88234800,3.07731638,3247.27660000,3210.06340000,-37.21320000,-1.14598184,1.00000000,1.00000000,0.00000000,0.00000000,0.57901535,0.59058192,0.01156657,1.99762752,1.00000000,1.00000000,0.00000000,0.00000000,3885.35340000,3815.79520000,-69.55820000,-1.79026701,3885.35340000,3815.79520000,-69.55820000,-1.79026701,0.00000000,-0.00000000,-0.00000000,-144.25664508,0.91873400,0.94551411,0.02678011,2.91489267,46.05293500,47.80125100,1.74831600,3.79631830,0.08126600,0.05448589,-0.02678011,-32.95364482,1.00000000,1.00000000,0.00000000,0.00000000,
H5: Min (node 4635) → H5: Min (node 4667) in NEF (0.99982815),0.14171751,0.06274298,-0.07897453,-55.72672495,1559.21550000,1472.39800000,-86.81750000,-5.56802443,54.27058400,54.65741500,0.38683100,0.71278208,1231.30190000,1159.25000000,-72.05190000,-5.85168430,1284.44160000,1321.50790000,37.06630000,2.88579099,0.00000000,-0.00000000,-0.00000000,-119.47838418,-0.16086405,-0.16495464,-0.00409059,2.54288637,0.16086405,0.16495464,0.00409059,2.54288637,-0.00000000,0.00000000,0.00000000,-120.93891633,-0.32575464,-0.33915394,-0.01339930,4.11331056,-11.40253300,-11.54828100,-0.14574800,1.27820722,0.32575464,0.33915394,0.01339930,4.11331056,11.40253300,11.54828100,0.14574800,1.27820722,-0.00000002,0.00000001,0.00000003,-154.47152110,0.85828249,0.93725702,0.07897453,9.20146116,29.03431400,30.91078900,1.87647500,6.46295621,3330.16030000,3234.93780000,-95.22250000,-2.85939689,1.00000000,1.00000000,0.00000000,0.00000000,0.55145489,0.58300069,0.03154580,5.72046791,1.00000000,1.00000000,0.00000000,0.00000000,4041.74730000,3843.38180000,-198.36550000,-4.90791446,4041.74730000,3843.38180000,-198.36550000,-4.90791446,0.00000000,-0.00000000,-0.00000000,-120.93891633,0.85828249,0.93725702,0.07897453,9.20146116,42.79385500,48.00074700,5.20689200,12.16738244,0.14171751,0.06274298,-0.07897453,-55.72672495,1.00000000,1.00000000,0.00000000,0.00000000,
H6: Min (node 2914) → H6: Min (node 1028) in NEF (0.99992715),0.05531551,0.05148321,-0.00383230,-6.92807833,1692.77200000,1718.48890000,25.71690000,1.51921818,73.22984500,72.61814900,-0.61169600,-0.83530970,1150.00750000,1146.96570000,-3.04180000,-0.26450262,2614.78600000,2535.51140000,-79.27460000,-3.03178157,-0.00000000,0.00000000,0.00000000,-183.55064599,-0.16505752,-0.16508359,-0.00002607,0.01579449,0.16505752,0.16508359,0.00002607,0.01579449,0.00000000,0.00000000,0.00000000,3907.01921287,-0.33751772,-0.33894044,-0.00142272,0.42152454,-10.72611500,-10.93194000,-0.20582500,1.91891472,0.33751772,0.33894044,0.00142272,0.42152454,10.72611500,10.93194000,0.20582500,1.91891472,-0.00000002,-0.00000000,0.00000001,-90.83942129,0.94468449,0.94851679,0.00383230,0.40566983,27.45876800,26.96586300,-0.49290500,-1.79507325,3219.71030000,3215.66700000,-4.04330000,-0.12557962,1.00000000,1.00000000,0.00000000,0.00000000,0.58765872,0.58810256,0.00044384,0.07552683,1.00000000,1.00000000,0.00000000,0.00000000,3815.75760000,3804.91540000,-10.84220000,-0.28414279,3815.75760000,3804.91540000,-10.84220000,-0.28414279,-0.00000000,-0.00000000,-0.00000000,3907.01921287,0.94468449,0.94851679,0.00383230,0.40566983,47.39990400,47.82446300,0.42455900,0.89569591,0.05531551,0.05148321,-0.00383230,-6.92808182,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23618235,0.23365561,-0.00252674,-1.06982803,13837.75720000,13880.47226000,42.71506000,0.30868485,528.09189090,520.19299680,-7.89889410,-1.49574236,9222.00912400,9233.68116000,11.67203600,0.12656717,14743.83133200,14630.09288200,-113.73845000,-0.77143076,0.00000001,-0.00000001,-0.00000001,-220.81971095,-3.89617898,-3.89417744,0.00200154,-0.05137179,3.89617898,3.89417744,-0.00200154,-0.05137187,0.00000001,0.00000001,-0.00000000,-17.43654444,-7.11592142,-7.11883904,-0.00291762,0.04100130,-180.44514400,-179.92391100,0.52123300,-0.28885953,7.11592142,7.11883904,0.00291762,0.04100130,180.44514460,179.92391240,-0.52123220,-0.28885909,-0.00000006,0.00000027,0.00000033,-559.61085641,29.76381776,29.76634444,0.00252668,0.00848910,316.76423350,316.37175400,-0.39247950,-0.12390272,19440.90167170,19421.10080720,-19.80086450,-0.10185157,9.99999999,9.99999998,-0.00000001,-0.00000015,27.55430382,27.55774794,0.00344412,0.01249939,10.00000000,10.00000000,0.00000000,0.00000000,48164.74794000,48219.10440000,54.35646000,0.11285528,65165.20260000,65075.15740000,-90.04520000,-0.13817988,-0.00000001,-0.00000001,0.00000000,-17.43654444,21.76381770,21.76634428,0.00252658,0.01160908,651.85080510,650.31835000,-1.53245510,-0.23509292,0.23618234,0.23365565,-0.00252669,-1.06980649,9.99999999,9.99999998,-0.00000001,-0.00000010,
Max basin decomposition according to INS: Kinetic Energy Density SCF
C1: Max (node 6104) → C1: Max (node 6148) in NEF (0.99979926),-0.04643681,-0.08028710,-0.03385028,72.89536586,441.63194000,435.09237000,-6.53957000,-1.48077379,13.36104400,13.18899800,-0.17204600,-1.28766884,260.49802000,252.22198000,-8.27604000,-3.17700687,588.72839000,643.32691000,54.59852000,9.27397437,0.06812188,0.07386940,0.00574752,8.43710970,-0.25884733,-0.25265972,0.00618761,-2.39044768,0.32696921,0.32652912,-0.00044009,-0.13459677,0.05187449,0.06576235,0.01388786,26.77204782,-0.47285579,-0.46522524,0.00763055,-1.61371610,-11.96439000,-12.03821600,-0.07382600,0.61704776,0.52473028,0.53098760,0.00625732,1.19248312,10.25977900,11.08447200,0.82469300,8.03811661,-1.70461050,-0.95374321,0.75086729,-44.04920010,2.24840800,2.37808240,0.12967440,5.76738741,13.62102500,15.83503200,2.21400700,16.25433475,9.30559950,8.64686510,-0.65873440,-7.07890341,0.35439275,0.34996818,-0.00442457,-1.24849337,2.26770420,2.37236980,0.10466560,4.61548733,0.36699520,0.38296589,0.01597069,4.35174357,2364.58180000,2354.82290000,-9.75890000,-0.41271146,4013.13680000,3884.70560000,-128.43120000,-3.20026967,-0.05187449,-0.06576235,-0.01388786,26.77204782,1.51441760,1.61215060,0.09773300,6.45350397,32.62258100,36.48029300,3.85771200,11.82528139,-0.15578171,-0.13883025,0.01695146,-10.88154701,0.34877105,0.37320869,0.02443764,7.00678568,
C1: Max (node 6126) → C1: Max (node 6172) in NEF (0.99984933),0.04111422,0.03453046,-0.00658376,-16.01334195,361.29676000,387.71171000,26.41495000,7.31115053,10.92907700,11.20198500,0.27290800,2.49708187,175.59332000,180.43978000,4.84646000,2.76004805,617.67698000,586.34047000,-31.33651000,-5.07328442,-0.03395861,-0.04057632,-0.00661771,19.48758201,-0.23545245,-0.23453498,0.00091747,-0.38966254,0.20149385,0.19395867,-0.00753518,-3.73965756,-0.03657658,-0.04647173,-0.00989515,27.05323734,-0.41167103,-0.41057458,0.00109645,-0.26634131,-9.54975350,-9.58562550,-0.03587200,0.37563273,0.37509445,0.36410286,-0.01099159,-2.93035261,9.43557960,9.38117110,-0.05440850,-0.57663124,-0.11417386,-0.20445446,-0.09028060,79.07291564,1.79638750,1.85456330,0.05817580,3.23848836,10.49709700,11.40171200,0.90461500,8.61776356,8.09502750,8.22860140,0.13357390,1.65007346,0.30828954,0.33303962,0.02475008,8.02819324,1.80154960,1.84909710,0.04754750,2.63925567,0.30625028,0.31484896,0.00859868,2.80772968,1915.16330000,2005.77770000,90.61440000,4.73141899,3285.56970000,3360.33510000,74.76540000,2.27556883,0.03657658,0.04647173,0.00989515,27.05323734,1.18388690,1.22486540,0.04097850,3.46135260,28.53119300,30.57130900,2.04011600,7.15047562,0.03379035,0.02198053,-0.01180983,-34.95028892,0.30502964,0.31275731,0.00772767,2.53341610,
C1: Max (node 6150) → C1: Max (node 6192) in NEF (0.99986241),0.02013935,0.00782965,-0.01230970,-61.12263035,329.57839000,326.65653000,-2.92186000,-0.88654478,12.12020300,10.87284000,-1.24736300,-10.29160155,160.68114000,161.39762000,0.71648000,0.44590174,360.13024000,330.77450000,-29.35574000,-8.15142322,-0.03416328,-0.03329309,0.00087019,-2.54715897,-0.25647542,-0.22330000,0.03317542,-12.93512649,0.22231215,0.19000692,-0.03230523,-14.53147298,-0.01529791,-0.01929062,-0.00399271,26.09972866,-0.43817055,-0.38221684,0.05595371,-12.76984727,-9.62056520,-8.62214060,0.99842460,-10.37802436,0.42287264,0.36292622,-0.05994642,-14.17599871,11.43935000,9.78033830,-1.65901170,-14.50267454,1.81878440,1.15819770,-0.66058670,-36.32023125,1.94038780,1.80528120,-0.13510660,-6.96286588,12.20729300,11.73753100,-0.46976200,-3.84820779,8.85724530,7.83210860,-1.02513670,-11.57399017,0.33731771,0.31699220,-0.02032551,-6.02562789,1.92423700,1.78037420,-0.14386280,-7.47635556,0.32675452,0.30218515,-0.02456937,-7.51921351,2068.96240000,1945.08290000,-123.87950000,-5.98751819,3534.44450000,3215.84380000,-318.60070000,-9.01416616,0.01529791,0.01929062,0.00399271,26.09972866,1.28687870,1.20091090,-0.08596780,-6.68033436,32.38203200,30.69610200,-1.68593000,-5.20637494,0.13680811,0.07892274,-0.05788537,-42.31136005,0.34619931,0.31403400,-0.03216531,-9.29098039,
C2: Max (node 6098) → C2: Max (node 6158) in NEF (0.99992535),0.05474859,0.03384370,-0.02090489,-38.18343606,395.70574000,396.28687000,0.58113000,0.14685913,9.26644250,9.65173930,0.38529680,4.15797972,254.29572000,248.07522000,-6.22050000,-2.44616779,227.44236000,270.51160000,43.06924000,18.93633182,-0.03832683,-0.02605773,0.01226910,-32.01177243,-0.21943327,-0.23592815,-0.01649488,7.51703696,0.18110644,0.20987042,0.02876398,15.88236178,-0.06186359,-0.03819728,0.02366631,-38.25563631,-0.38074302,-0.40918991,-0.02844689,7.47141471,-9.26053220,-9.51682570,-0.25629350,2.76758932,0.31887943,0.37099263,0.05211320,16.34260322,4.25229400,5.06433890,0.81204490,19.09663114,-5.00823810,-4.45248670,0.55575140,-11.09674478,1.71729200,1.83768660,0.12039460,7.01072386,7.08758720,7.52412140,0.43653420,6.15913692,7.36686880,7.96678870,0.59991990,8.14348560,0.29994536,0.31646102,0.01651566,5.50622287,1.73908040,1.85025990,0.11117950,6.39300518,0.29534011,0.31192172,0.01658161,5.61441180,1882.01280000,1982.77840000,100.76560000,5.35413999,3132.25660000,3328.30400000,196.04740000,6.25898274,0.06186359,0.03819728,-0.02366631,-38.25563631,1.12661180,1.21384320,0.08723140,7.74280901,20.15581500,21.68187800,1.52606300,7.57132867,-0.29792914,-0.28500713,0.01292201,-4.33727631,0.23656048,0.25877992,0.02221944,9.39271006,
C2: Max (node 6120) → C2: Max (node 6118) in NEF (0.99995434),0.00777097,0.02914416,0.02137319,275.03885293,340.84616000,354.30562000,13.45946000,3.94883721,10.57285300,10.08329600,-0.48955700,-4.63032069,142.96099000,144.72571000,1.76472000,1.23440667,66.53265400,94.64683200,28.11417800,42.25621001,-0.02636669,-0.03575318,-0.00938649,35.59981958,-0.23162257,-0.23495769,-0.00333512,1.43989422,0.20525588,0.19920451,-0.00605137,-2.94820787,-0.01531110,-0.03343328,-0.01812218,118.35973128,-0.39800810,-0.40301292,-0.00500482,1.25746687,-7.49652830,-7.40373900,0.09278930,-1.23776362,0.38269699,0.36957964,-0.01311735,-3.42760731,10.09298200,9.61593260,-0.47704940,-4.72654563,2.59645360,2.21219350,-0.38426010,-14.79942103,1.87015250,1.81467550,-0.05547700,-2.96644258,10.79096500,10.07920800,-0.71175700,-6.59586052,7.74765310,8.08550930,0.33785620,4.36075539,0.31544917,0.32117690,0.00572773,1.81573786,1.85724410,1.81278290,-0.04446120,-2.39393411,0.31298725,0.30730328,-0.00568397,-1.81603883,1959.56340000,1968.05820000,8.49480000,0.43350473,3255.68950000,3310.89950000,55.21000000,1.69580054,0.01531110,0.03343328,0.01812218,118.35973128,1.24417800,1.20006900,-0.04410900,-3.54523227,29.26410800,27.95960300,-1.30450500,-4.45769610,0.19061199,0.18756344,-0.00304855,-1.59934850,0.34346075,0.33370650,-0.00975425,-2.83998972,
C2: Max (node 6148) → C2: Max (node 6134) in NEF (0.99998266),-0.08661042,-0.07694515,0.00966527,-11.15948186,371.98630000,372.22133000,0.23503000,0.06318243,11.66655000,11.42305300,-0.24349700,-2.08713801,185.90269000,192.13857000,6.23588000,3.35437857,219.89268000,234.31394000,14.42126000,6.55831745,0.06469351,0.06181091,-0.00288260,-4.45578530,-0.27076833,-0.27046068,0.00030765,-0.11362112,0.33546184,0.33227159,-0.00319025,-0.95100236,0.07717469,0.07163056,-0.00554413,-7.18387207,-0.47645384,-0.47568407,0.00076977,-0.16156235,-9.77937110,-9.58640900,0.19296210,-1.97315449,0.55362853,0.54731462,-0.00631391,-1.14045965,12.19115600,11.82670200,-0.36445400,-2.98949501,2.41178450,2.24029320,-0.17149130,-7.11055652,2.43664630,2.36159510,-0.07505120,-3.08010235,15.22030800,14.17662800,-1.04368000,-6.85715427,9.44618050,9.12233050,-0.32385000,-3.42836981,0.38460547,0.36236207,-0.02224340,-5.78343309,2.42184640,2.35230490,-0.06954150,-2.87142488,0.39167264,0.38077499,-0.01089765,-2.78233629,2469.16380000,2388.93990000,-80.22390000,-3.24903111,4103.64170000,3973.39840000,-130.24330000,-3.17384678,-0.07717469,-0.07163056,0.00554413,-7.18387207,1.65330100,1.60004510,-0.05325590,-3.22118598,35.78372100,34.14353000,-1.64019100,-4.58362337,0.08322629,0.08348641,0.00026011,0.31253584,0.41997876,0.40751358,-0.01246518,-2.96805010,
C3: Max (node 6112) → C2: Max (node 6134) in NEF (0.99997959),-0.07171254,-0.07694515,-0.00523260,7.29663279,370.29206000,372.22133000,1.92927000,0.52101306,11.09113300,11.42305300,0.33192000,2.99266089,193.63960000,192.13857000,-1.50103000,-0.77516686,232.41007000,234.31394000,1.90387000,0.81918567,0.06452084,0.06181091,-0.00270993,-4.20009088,-0.26406288,-0.27046068,-0.00639780,2.42283202,0.32858372,0.33227159,0.00368787,1.12235323,0.07097065,0.07163056,0.00065991,0.92983367,-0.46529031,-0.47568407,-0.01039376,2.23382258,-9.28470140,-9.58640900,-0.30170760,3.24951323,0.53626096,0.54731462,0.01105366,2.06124645,11.12163400,11.82670200,0.70506800,6.33960801,1.83693230,2.24029320,0.40336090,21.95839770,2.25398040,2.36159510,0.10761470,4.77442927,12.64285100,14.17662800,1.53377700,12.13157539,9.16767160,9.12233050,-0.04534110,-0.49457596,0.35329294,0.36236207,0.00906913,2.56702837,2.25095460,2.35230490,0.10135030,4.50254750,0.36371131,0.38077499,0.01706368,4.69154506,2306.48440000,2388.93990000,82.45550000,3.57494289,3885.81870000,3973.39840000,87.57970000,2.25382877,-0.07097065,-0.07163056,-0.00065991,0.92983367,1.52655780,1.60004510,0.07348730,4.81392188,31.80464500,34.14353000,2.33888500,7.35391010,0.06205404,0.08348641,0.02143237,34.53823913,0.38600574,0.40751358,0.02150784,5.57189642,
C3: Max (node 6140) → C2: Max (node 6118) in NEF (0.99982215),0.04822673,0.02914416,-0.01908258,-39.56845928,350.94023000,354.30562000,3.36539000,0.95896387,9.87504200,10.08329600,0.20825400,2.10889230,146.62365000,144.72571000,-1.89794000,-1.29442965,161.13935000,94.64683200,-66.49251800,-41.26398549,-0.04324030,-0.03575318,0.00748712,-17.31513969,-0.23711085,-0.23495769,0.00215316,-0.90808160,0.19387055,0.19920451,0.00533396,2.75129977,-0.04884293,-0.03343328,0.01540965,-31.54939226,-0.40654221,-0.40301292,0.00352929,-0.86812388,-7.37261930,-7.40373900,-0.03111970,0.42209829,0.35769928,0.36957964,0.01188036,3.32132623,9.17925360,9.61593260,0.43667900,4.75723865,1.80663420,2.21219350,0.40555930,22.44833514,1.76428270,1.81467550,0.05039280,2.85627694,9.41298400,10.07920800,0.66622400,7.07771308,7.98061960,8.08550930,0.10488970,1.31430522,0.30754773,0.32117690,0.01362917,4.43156254,1.77272930,1.81278290,0.04005360,2.25943126,0.30208491,0.30730328,0.00521837,1.72745140,1918.29210000,1968.05820000,49.76610000,2.59429208,3250.83550000,3310.89950000,60.06400000,1.84764809,0.04884293,0.03343328,-0.01540965,-31.54939226,1.16011290,1.20006900,0.03995610,3.44415617,26.69668800,27.95960300,1.26291500,4.73060553,0.17978699,0.18756344,0.00777645,4.32536859,0.32401162,0.33370650,0.00969488,2.99213960,
C3: Max (node 6160) → C2: Max (node 6158) in NEF (0.99996699),0.02144602,0.03384370,0.01239768,57.80877830,408.15207000,396.28687000,-11.86520000,-2.90705374,10.31760200,9.65173930,-0.66586270,-6.45365755,253.28017000,248.07522000,-5.20495000,-2.05501678,306.87964000,270.51160000,-36.36804000,-11.85091328,-0.02128054,-0.02605773,-0.00477719,22.44860951,-0.26015319,-0.23592815,0.02422504,-9.31183661,0.23887265,0.20987042,-0.02900223,-12.14129370,-0.02212772,-0.03819728,-0.01606956,72.62182828,-0.44746732,-0.40918991,0.03827741,-8.55423587,-9.75046540,-9.51682570,0.23363970,-2.39619024,0.42533960,0.37099263,-0.05434697,-12.77731253,6.10689880,5.06433890,-1.04255990,-17.07183849,-3.64356650,-4.45248670,-0.80892020,22.20132938,1.98377670,1.83768660,-0.14609010,-7.36424115,8.23949030,7.52412140,-0.71536890,-8.68219846,8.80091580,7.96678870,-0.83412710,-9.47773072,0.33915934,0.31646102,-0.02269832,-6.69252393,1.98777010,1.85025990,-0.13751020,-6.91781207,0.33420378,0.31192172,-0.02228206,-6.66720765,2125.76580000,1982.77840000,-142.98740000,-6.72639479,3600.24260000,3328.30400000,-271.93860000,-7.55334099,0.02212772,0.03819728,0.01606956,72.62182828,1.31536910,1.21384320,-0.10152590,-7.71843432,23.89289600,21.68187800,-2.21101800,-9.25387195,-0.24388081,-0.28500713,-0.04112632,16.86328662,0.28998264,0.25877992,-0.03120272,-10.76020275,
C4: Max (node 6124) → C1: Max (node 6192) in NEF (0.99994050),0.01582736,0.00782965,-0.00799771,-50.53089976,303.94565000,326.65653000,22.71088000,7.47202008,10.15743700,10.87284000,0.71540300,7.04314484,156.71679000,161.39762000,4.68083000,2.98680824,324.00836000,330.77450000,6.76614000,2.08826093,-0.04416073,-0.03329309,0.01086765,-24.60929995,-0.20288026,-0.22330000,-0.02041974,10.06492204,0.15871953,0.19000692,0.03128739,19.71237566,-0.04238539,-0.01929062,0.02309477,-54.48756947,-0.34697736,-0.38221684,-0.03523948,10.15613238,-8.20991380,-8.62214060,-0.41222680,5.02108561,0.30459196,0.36292622,0.05833426,19.15160860,8.28236310,9.78033830,1.49797520,18.08632611,0.07244930,1.15819770,1.08574840,1498.63194267,1.69298940,1.80528120,0.11229180,6.63275269,11.43836600,11.73753100,0.29916500,2.61545224,6.93103110,7.83210860,0.90107750,13.00062699,0.29466551,0.31699220,0.02232669,7.57696074,1.66817670,1.78037420,0.11219750,6.72575633,0.28480278,0.30218515,0.01738237,6.10330068,1772.79640000,1945.08290000,172.28650000,9.71834668,2888.28270000,3215.84380000,327.56110000,11.34103320,0.04238539,0.01929062,-0.02309477,-54.48756947,1.12338380,1.20091090,0.07752710,6.90121221,29.29430100,30.69610200,1.40180100,4.78523451,0.02006400,0.07892274,0.05885874,293.35493454,0.28550889,0.31403400,0.02852511,9.99097086,
C4: Max (node 6140) → C1: Max (node 6172) in NEF (0.99991421),-0.00857175,0.03453046,0.04310221,-502.84017120,384.80901000,387.71171000,2.90270000,0.75432225,11.54972400,11.20198500,-0.34773900,-3.01079922,166.44107000,180.43978000,13.99871000,8.41061043,554.11738000,586.34047000,32.22309000,5.81521013,-0.02452760,-0.04057632,-0.01604871,65.43123947,-0.21219252,-0.23453498,-0.02234246,10.52933440,0.18766492,0.19395867,0.00629375,3.35371683,-0.01998119,-0.04647173,-0.02649054,132.57736075,-0.37582072,-0.41057458,-0.03475386,9.24745714,-9.27390090,-9.58562550,-0.31172460,3.36131045,0.35583953,0.36410286,0.00826333,2.32220687,9.42505190,9.38117110,-0.04388080,-0.46557622,0.15115099,-0.20445446,-0.35560545,-235.26504855,1.84574630,1.85456330,0.00881700,0.47769295,12.03414200,11.40171200,-0.63243000,-5.25529780,7.27022150,8.22860140,0.95837990,13.18226549,0.30908584,0.33303962,0.02395378,7.74987945,1.81643210,1.84909710,0.03266500,1.79830559,0.30619575,0.31484896,0.00865321,2.82603857,1896.87070000,2005.77770000,108.90700000,5.74140346,3102.20300000,3360.33510000,258.13210000,8.32092871,0.01998119,0.04647173,0.02649054,132.57736075,1.23335480,1.22486540,-0.00848940,-0.68831775,31.56800300,30.57130900,-0.99669400,-3.15729189,0.00026716,0.02198053,0.02171337,8127.51251652,0.30766891,0.31275731,0.00508840,1.65385576,
