Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
C3 — C4 bond bundle,4.73967750,4.73615980,-0.00351770,-0.07421813,70.62382300,71.06477100,0.44094800,0.62436156,4.72467470,4.71909500,-0.00557970,-0.11809702,30.01166000,30.26277400,0.25111400,0.83672146,3.21219570,3.21014810,-0.00204760,-0.06374456,-0.15723224,-0.15812475,-0.00089251,0.56763867,0.13739291,0.13756334,0.00017043,0.12404206,1.28654999,1.56670730,0.28015731,21.77585886,0.13568031,0.13486048,-0.00081983,-0.60423506,1.07830222,1.08110209,0.00279987,0.25965541,-0.94090931,-0.94353875,-0.00262944,0.27945733,22.91117400,23.25663000,0.34545600,1.50780575,-21.62462500,-21.68992340,-0.06529840,0.30196316,0.65880071,0.66044879,0.00164808,0.25016366,-0.52312040,-0.52558830,-0.00246790,0.47176520,0.76374088,0.76300584,-0.00073504,-0.09624207,4743.76280000,4855.67290000,111.91010000,2.35909983,
      ↳ C3 bond wedge,2.36159510,2.35850720,-0.00308790,-0.13075484,34.14353000,34.30989100,0.16636100,0.48724019,2.35230490,2.34776220,-0.00454270,-0.19311697,14.17662800,14.23766100,0.06103300,0.43051846,1.60004510,1.59887260,-0.00117250,-0.07327918,-0.07694515,-0.07960348,-0.00265833,3.45484436,0.07163056,0.07371858,0.00208802,2.91498493,2.24029320,2.36376060,0.12346740,5.51121612,0.06181091,0.06294305,0.00113214,1.83161846,0.54731462,0.54928990,0.00197528,0.36090393,-0.47568407,-0.47557132,0.00011275,-0.02370271,11.82670200,12.00136600,0.17466400,1.47686143,-9.58640900,-9.63760540,-0.05119640,0.53405191,0.33227159,0.33336349,0.00109190,0.32861672,-0.27046068,-0.27042044,0.00004024,-0.01487832,0.38077499,0.37981729,-0.00095770,-0.25151337,2388.93990000,2427.28850000,38.34860000,1.60525595,
      ↳ C4 bond wedge,2.37808240,2.37765260,-0.00042980,-0.01807339,36.48029300,36.75488000,0.27458700,0.75269955,2.37236980,2.37133280,-0.00103700,-0.04371157,15.83503200,16.02511300,0.19008100,1.20038280,1.61215060,1.61127550,-0.00087510,-0.05428153,-0.08028710,-0.07852127,0.00176582,-2.19938706,0.06576235,0.06384476,-0.00191759,-2.91594650,-0.95374321,-0.79705330,0.15668991,-16.42894108,0.07386940,0.07191743,-0.00195197,-2.64245814,0.53098760,0.53181219,0.00082459,0.15529365,-0.46522524,-0.46796743,-0.00274219,0.58943277,11.08447200,11.25526400,0.17079200,1.54082215,-12.03821600,-12.05231800,-0.01410200,0.11714360,0.32652912,0.32708530,0.00055618,0.17033090,-0.25265972,-0.25516786,-0.00250814,0.99269484,0.38296589,0.38318855,0.00022266,0.05814095,2354.82290000,2428.38440000,73.56150000,3.12386549,
C4 — H2 bond bundle,2.80308009,2.77495354,-0.02812655,-1.00341585,78.39577200,77.92324600,-0.47252600,-0.60274424,2.43719966,2.40408887,-0.03311079,-1.35855878,38.36757500,38.13631300,-0.23126200,-0.60275376,2.17338219,2.15911494,-0.01426725,-0.65645380,0.08601367,0.07256234,-0.01345133,-15.63859050,-0.04647173,-0.03207061,0.01440112,-30.98899559,-0.20445446,-0.07693416,0.12752031,-62.37100635,-0.04057632,-0.03138144,0.00919488,-22.66070492,0.70304330,0.70401956,0.00097626,0.13886200,-0.74951502,-0.73609017,0.01342485,-1.79113822,20.31311110,20.38457140,0.07146030,0.35179397,-20.51756550,-20.46150550,0.05606000,-0.27322930,0.35904226,0.35948062,0.00043836,0.12209148,-0.39961857,-0.39086205,0.00875652,-2.19121949,1.31484896,1.30791932,-0.00692964,-0.52702936,5810.69310000,5725.78480000,-84.90830000,-1.46124221,
      ↳ C4 bond wedge,1.85456330,1.82723890,-0.02732440,-1.47336033,30.57130900,30.09872200,-0.47258700,-1.54585137,1.84909710,1.81636280,-0.03273430,-1.77028562,11.40171200,11.26582700,-0.13588500,-1.19179471,1.22486540,1.21140030,-0.01346510,-1.09931263,0.03453046,0.02027698,-0.01425348,-41.27798949,-0.04647173,-0.03207061,0.01440112,-30.98899763,-0.20445446,-0.07693414,0.12752032,-62.37101309,-0.04057632,-0.03138144,0.00919488,-22.66070434,0.36410286,0.36477121,0.00066835,0.18356077,-0.41057458,-0.39684182,0.01373276,-3.34476625,9.38117110,9.36612240,-0.01504870,-0.16041387,-9.58562550,-9.44305650,0.14256900,-1.48732078,0.19395867,0.19426938,0.00031071,0.16019392,-0.23453498,-0.22565081,0.00888417,-3.78799359,0.31484896,0.30791932,-0.00692964,-2.20094105,2005.77770000,1925.04060000,-80.73710000,-4.02522672,
      ↳ H2 bond wedge,0.94851679,0.94771464,-0.00080215,-0.08456888,47.82446300,47.82452400,0.00006100,0.00012755,0.58810256,0.58772607,-0.00037649,-0.06401775,26.96586300,26.87048600,-0.09537700,-0.35369534,0.94851679,0.94771464,-0.00080215,-0.08456888,0.05148321,0.05228536,0.00080215,1.55808661,0.00000000,-0.00000000,-0.00000000,-132.54354662,-0.00000000,-0.00000001,-0.00000001,848.77374174,0.00000000,0.00000000,0.00000000,559.57726763,0.33894044,0.33924835,0.00030791,0.09084487,-0.33894044,-0.33924835,-0.00030791,0.09084487,10.93194000,11.01844900,0.08650900,0.79134170,-10.93194000,-11.01844900,-0.08650900,0.79134170,0.16508359,0.16521124,0.00012765,0.07732446,-0.16508359,-0.16521124,-0.00012765,0.07732446,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3800.74420000,-4.17120000,-0.10962662,
C4 — H1 bond bundle,2.74253822,2.76979388,0.02725566,0.99381149,78.69684900,79.14030700,0.44345800,0.56350160,2.36337489,2.39557818,0.03220329,1.36259762,42.64832000,42.67340400,0.02508400,0.05881592,2.13816792,2.15200968,0.01384176,0.64736543,0.07057263,0.08355889,0.01298625,18.40125718,-0.01929062,-0.03177415,-0.01248353,64.71294047,1.15819771,0.87398737,-0.28421034,-24.53901766,-0.03329309,-0.04053600,-0.00724291,21.75499859,0.70208016,0.70374428,0.00166412,0.23702707,-0.72137078,-0.73551844,-0.01414766,1.96121889,21.32861930,21.47277260,0.14415330,0.67586794,-20.17042160,-20.59878520,-0.42836360,2.12372160,0.35496156,0.35568940,0.00072784,0.20504756,-0.38825464,-0.39622539,-0.00797075,2.05296967,1.30218515,1.30889213,0.00670698,0.51505579,5788.46470000,5750.27990000,-38.18480000,-0.65967060,
      ↳ C4 bond wedge,1.80528120,1.83340950,0.02812830,1.55811183,30.69610200,31.14497800,0.44887600,1.46232248,1.78037420,1.81304580,0.03267160,1.83509736,11.73753100,11.89179300,0.15426200,1.31426277,1.20091090,1.21562530,0.01471440,1.22526992,0.00782965,0.01994327,0.01211362,154.71463218,-0.01929062,-0.03177415,-0.01248353,64.71293851,1.15819770,0.87398739,-0.28421031,-24.53901523,-0.03329309,-0.04053599,-0.00724291,21.75499807,0.36292622,0.36431046,0.00138424,0.38141086,-0.38221684,-0.39608462,-0.01386778,3.62824935,9.78033830,9.83848760,0.05814930,0.59455305,-8.62214060,-8.96450020,-0.34235960,3.97070305,0.19000692,0.19065613,0.00064921,0.34167703,-0.22330000,-0.23119212,-0.00789212,3.53431258,0.30218515,0.30889213,0.00670698,2.21949358,1945.08290000,1921.01700000,-24.06590000,-1.23726860,
      ↳ H1 bond wedge,0.93725702,0.93638438,-0.00087264,-0.09310573,48.00074700,47.99532900,-0.00541800,-0.01128732,0.58300069,0.58253238,-0.00046831,-0.08032752,30.91078900,30.78161100,-0.12917800,-0.41790586,0.93725702,0.93638438,-0.00087264,-0.09310573,0.06274298,0.06361562,0.00087264,1.39081051,0.00000000,-0.00000000,-0.00000000,-221.17017058,0.00000001,-0.00000002,-0.00000003,-257.54934531,-0.00000000,-0.00000000,-0.00000000,542.62508645,0.33915394,0.33943382,0.00027988,0.08252300,-0.33915394,-0.33943382,-0.00027988,0.08252300,11.54828100,11.63428500,0.08600400,0.74473422,-11.54828100,-11.63428500,-0.08600400,0.74473422,0.16495464,0.16503327,0.00007863,0.04766765,-0.16495464,-0.16503327,-0.00007863,0.04766765,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3829.26290000,-14.11890000,-0.36735617,
Total,29.76634404,29.76472370,-0.00162034,-0.00544353,650.31835200,651.43534200,1.11699000,0.17176049,27.55774794,27.55324790,-0.00450004,-0.01632949,316.37175480,316.31955560,-0.05219920,-0.01649932,21.76634424,21.76472390,-0.00162034,-0.00744425,0.23365562,0.23527618,0.00162056,0.69356938,0.00000000,-0.00000001,-0.00000001,-417.00088010,0.00000013,-0.00000018,-0.00000031,-242.36089375,-0.00000000,0.00000000,0.00000000,-238.02659598,7.11883908,7.13286632,0.01402724,0.19704393,-7.11883906,-7.13286634,-0.01402728,0.19704449,179.92390980,181.31100100,1.38709120,0.77093211,-179.92391160,-181.31100220,-1.38709060,0.77093177,3.89417744,3.90146840,0.00729096,0.18722722,-3.89417742,-3.90146836,-0.00729094,0.18722670,9.99999998,10.00000000,0.00000002,0.00000020,48219.10480000,48117.57620000,-101.52860000,-0.21055679,

Max basin decomposition according to INS: Volume
C1: Max (node 6104) → C1: Max (node 6146) in NEF (0.99998425),2.53092980,2.50055630,-0.03037350,-1.20009255,39.67287100,38.93284200,-0.74002900,-1.86532757,2.55184260,2.51641340,-0.03542920,-1.38837717,17.12688100,16.78539600,-0.34148500,-1.99385399,1.68677820,1.67209980,-0.01467840,-0.87020333,0.00152518,-0.01518682,-0.01671200,-1095.73808324,-0.01769112,-0.00052361,0.01716751,-97.04026918,-1.68996150,-1.55701880,0.13294270,-7.86661116,0.01907462,0.03028129,0.01120667,58.75174846,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.54950331,-0.53151121,0.01799210,-3.27424779,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.94522600,-12.64149100,0.30373500,-2.34630898,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.30801068,-0.29624783,0.01176285,-3.81897472,0.42207584,0.41422825,-0.00784759,-1.85928434,2624.25400000,2515.62930000,-108.62470000,-4.13926015,
C1: Max (node 6126) → C1: Max (node 6170) in NEF (0.99999679),1.75650350,1.72184750,-0.03465600,-1.97301059,28.70340900,28.51602900,-0.18738000,-0.65281444,1.73304020,1.69032080,-0.04271940,-2.46499764,10.74912300,10.66180300,-0.08732000,-0.81234534,1.17681340,1.15910860,-0.01770480,-1.50446961,-0.01743321,-0.03363074,-0.01619753,92.91194591,0.00633184,0.02295924,0.01662740,262.59972277,0.29900613,1.01281020,0.71380407,238.72556392,-0.00624499,0.00158603,0.00783102,-125.39686042,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.35843937,-0.34114362,0.01729575,-4.82529305,9.36612240,9.38117110,0.01504870,0.16067161,-9.06711620,-8.36836080,0.69875540,-7.70647894,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.20051437,-0.19237263,0.00814174,-4.06042719,0.28984505,0.28136946,-0.00847559,-2.92417966,1835.36680000,1834.76780000,-0.59900000,-0.03263653,
C1: Max (node 6142) → C1: Max (node 6194) in NEF (0.99996516),1.75086770,1.81552320,0.06465550,3.69276902,29.62229900,30.29883300,0.67653400,2.28386730,1.71585860,1.79510680,0.07924820,4.61857405,11.30672900,11.52707600,0.22034700,1.94881296,1.17470950,1.20671860,0.03200910,2.72485240,-0.02239300,0.01089057,0.03328357,-148.63379652,0.01135928,-0.02243563,-0.03379491,-297.50926973,1.39095540,0.54420861,-0.84674679,-60.87519341,-0.01282963,-0.03186732,-0.01903769,148.38855384,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.35295118,-0.38536185,-0.03241067,9.18276290,9.83848760,9.78033830,-0.05814930,-0.59103901,-8.44753230,-9.23612960,-0.78859730,9.33523865,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.20348575,-0.22187424,-0.01838849,9.03674582,0.28807911,0.30440229,0.01632318,5.66621440,1814.82120000,1955.28640000,140.46520000,7.73989195,
C2: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999676),1.67636950,1.69671740,0.02034790,1.21380758,19.65786400,19.72996900,0.07210500,0.36679977,1.65742500,1.68257150,0.02514650,1.51720289,6.89977840,6.93014420,0.03036580,0.44009819,1.13304200,1.14341720,0.01037520,0.91569421,-0.04638710,-0.03681669,0.00957041,-20.63161994,0.04217794,0.03295541,-0.00922253,-21.86576361,-3.19155680,-3.44916470,-0.25760790,8.07154364,0.02321166,0.01842484,-0.00478681,-20.62245871,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.32939776,-0.33803722,-0.00863946,2.62280472,5.08137860,5.06433890,-0.01703970,-0.33533616,-8.27293530,-8.51350360,-0.24056830,2.90789534,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.18701375,-0.19144558,-0.00443183,2.36978832,0.27166374,0.27665012,0.00498638,1.83549707,1755.33700000,1797.47420000,42.13720000,2.40051910,
C2: Max (node 6134) → C2: Max (node 6114) in NEF (0.99999715),1.78640590,1.77133540,-0.01507050,-0.84362126,27.23881100,27.16088700,-0.07792400,-0.28607710,1.77867110,1.76003810,-0.01863300,-1.04757985,9.80729010,9.78368920,-0.02360090,-0.24064650,1.18827340,1.18029880,-0.00797460,-0.67110818,0.00799150,0.00177444,-0.00621706,-77.79592525,-0.01262525,-0.00589907,0.00672617,-53.27557895,2.08458690,2.40088170,0.31629480,15.17302061,-0.02038406,-0.01760728,0.00277678,-13.62231724,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.38299912,-0.37547871,0.00752041,-1.96355804,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.56804090,-7.21505080,0.35299010,-4.66422030,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.22002672,-0.21681179,0.00321493,-1.46115435,0.29906624,0.29551831,-0.00354793,-1.18633584,1903.28880000,1910.90060000,7.61180000,0.39992880,
C2: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999567),2.55271860,2.54590440,-0.00681420,-0.26693894,37.21253100,36.89415600,-0.31837500,-0.85555858,2.57947810,2.57273810,-0.00674000,-0.26129317,15.17264500,15.06612400,-0.10652100,-0.70205953,1.69417850,1.69024130,-0.00393720,-0.23239582,0.02290157,0.02108497,-0.00181660,-7.93221635,-0.02955269,-0.02705634,0.00249636,-8.44713571,1.10696980,1.04828300,-0.05868680,-5.30157191,-0.00282760,-0.00081756,0.00201003,-71.08631210,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.57884259,-0.57437096,0.00447163,-0.77251226,12.00136600,11.82670200,-0.17466400,-1.45536766,-10.89439600,-10.77841900,0.11597700,-1.06455649,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.33619108,-0.33308915,0.00310193,-0.92266874,0.42927003,0.42783157,-0.00143846,-0.33509444,2678.24360000,2631.40150000,-46.84210000,-1.74898579,
C3: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999676),1.67636950,1.69671740,0.02034790,1.21380758,19.65786400,19.72996900,0.07210500,0.36679977,1.65742500,1.68257150,0.02514650,1.51720289,6.89977840,6.93014420,0.03036580,0.44009819,1.13304200,1.14341720,0.01037520,0.91569421,-0.04638710,-0.03681669,0.00957041,-20.63161994,0.04217794,0.03295541,-0.00922253,-21.86576361,-3.19155680,-3.44916470,-0.25760790,8.07154364,0.02321166,0.01842484,-0.00478681,-20.62245871,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.32939776,-0.33803722,-0.00863946,2.62280472,5.08137860,5.06433890,-0.01703970,-0.33533616,-8.27293530,-8.51350360,-0.24056830,2.90789534,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.18701375,-0.19144558,-0.00443183,2.36978832,0.27166374,0.27665012,0.00498638,1.83549707,1755.33700000,1797.47420000,42.13720000,2.40051910,
C3: Max (node 6134) → C2: Max (node 6114) in NEF (0.99999715),1.78640590,1.77133540,-0.01507050,-0.84362126,27.23881100,27.16088700,-0.07792400,-0.28607710,1.77867110,1.76003810,-0.01863300,-1.04757985,9.80729010,9.78368920,-0.02360090,-0.24064650,1.18827340,1.18029880,-0.00797460,-0.67110818,0.00799150,0.00177444,-0.00621706,-77.79592525,-0.01262525,-0.00589907,0.00672617,-53.27557895,2.08458690,2.40088170,0.31629480,15.17302061,-0.02038406,-0.01760728,0.00277678,-13.62231724,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.38299912,-0.37547871,0.00752041,-1.96355804,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.56804090,-7.21505080,0.35299010,-4.66422030,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.22002672,-0.21681179,0.00321493,-1.46115435,0.29906624,0.29551831,-0.00354793,-1.18633584,1903.28880000,1910.90060000,7.61180000,0.39992880,
C3: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999567),2.55271860,2.54590440,-0.00681420,-0.26693894,37.21253100,36.89415600,-0.31837500,-0.85555858,2.57947810,2.57273810,-0.00674000,-0.26129317,15.17264500,15.06612400,-0.10652100,-0.70205953,1.69417850,1.69024130,-0.00393720,-0.23239582,0.02290157,0.02108497,-0.00181660,-7.93221635,-0.02955269,-0.02705634,0.00249636,-8.44713571,1.10696980,1.04828300,-0.05868680,-5.30157191,-0.00282760,-0.00081756,0.00201003,-71.08631210,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.57884259,-0.57437096,0.00447163,-0.77251226,12.00136600,11.82670200,-0.17466400,-1.45536766,-10.89439600,-10.77841900,0.11597700,-1.06455649,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.33619108,-0.33308915,0.00310193,-0.92266874,0.42927003,0.42783157,-0.00143846,-0.33509444,2678.24360000,2631.40150000,-46.84210000,-1.74898579,
C4: Max (node 6104) → C1: Max (node 6146) in NEF (0.99998425),2.53092980,2.50055630,-0.03037350,-1.20009255,39.67287100,38.93284200,-0.74002900,-1.86532757,2.55184260,2.51641340,-0.03542920,-1.38837717,17.12688100,16.78539600,-0.34148500,-1.99385399,1.68677820,1.67209980,-0.01467840,-0.87020333,0.00152518,-0.01518682,-0.01671200,-1095.73808324,-0.01769112,-0.00052361,0.01716751,-97.04026918,-1.68996150,-1.55701880,0.13294270,-7.86661116,0.01907462,0.03028129,0.01120667,58.75174846,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.54950331,-0.53151121,0.01799210,-3.27424779,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.94522600,-12.64149100,0.30373500,-2.34630898,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.30801068,-0.29624783,0.01176285,-3.81897472,0.42207584,0.41422825,-0.00784759,-1.85928434,2624.25400000,2515.62930000,-108.62470000,-4.13926015,
C4: Max (node 6126) → C1: Max (node 6170) in NEF (0.99999679),1.75650350,1.72184750,-0.03465600,-1.97301059,28.70340900,28.51602900,-0.18738000,-0.65281444,1.73304020,1.69032080,-0.04271940,-2.46499764,10.74912300,10.66180300,-0.08732000,-0.81234534,1.17681340,1.15910860,-0.01770480,-1.50446961,-0.01743321,-0.03363074,-0.01619753,92.91194591,0.00633184,0.02295924,0.01662740,262.59972277,0.29900613,1.01281020,0.71380407,238.72556392,-0.00624499,0.00158603,0.00783102,-125.39686042,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.35843937,-0.34114362,0.01729575,-4.82529305,9.36612240,9.38117110,0.01504870,0.16067161,-9.06711620,-8.36836080,0.69875540,-7.70647894,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.20051437,-0.19237263,0.00814174,-4.06042719,0.28984505,0.28136946,-0.00847559,-2.92417966,1835.36680000,1834.76780000,-0.59900000,-0.03263653,
C4: Max (node 6142) → C1: Max (node 6194) in NEF (0.99996516),1.75086770,1.81552320,0.06465550,3.69276902,29.62229900,30.29883300,0.67653400,2.28386730,1.71585860,1.79510680,0.07924820,4.61857405,11.30672900,11.52707600,0.22034700,1.94881296,1.17470950,1.20671860,0.03200910,2.72485240,-0.02239300,0.01089057,0.03328357,-148.63379652,0.01135928,-0.02243563,-0.03379491,-297.50926973,1.39095540,0.54420861,-0.84674679,-60.87519341,-0.01282963,-0.03186732,-0.01903769,148.38855384,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.35295118,-0.38536185,-0.03241067,9.18276290,9.83848760,9.78033830,-0.05814930,-0.59103901,-8.44753230,-9.23612960,-0.78859730,9.33523865,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.20348575,-0.22187424,-0.01838849,9.03674582,0.28807911,0.30440229,0.01632318,5.66621440,1814.82120000,1955.28640000,140.46520000,7.73989195,
H1: Max (node 5446) → H5: Max (node 5486) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Max (node 5450) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
H3: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
