Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
H5: Max (node 5464) → H5: Max (node 5486) in NEF (0.99982815),0.85828249,0.93725702,0.07897453,9.20146116,42.79385500,48.00074700,5.20689200,12.16738244,0.55145489,0.58300069,0.03154580,5.72046791,29.03431400,30.91078900,1.87647500,6.46295621,0.85828249,0.93725702,0.07897453,9.20146116,0.14171751,0.06274298,-0.07897453,-55.72672495,-0.00000000,0.00000000,0.00000000,-120.93891633,-0.00000002,0.00000001,0.00000003,-154.47152110,0.00000000,-0.00000000,-0.00000000,-119.47838418,0.32575464,0.33915394,0.01339930,4.11331056,-0.32575464,-0.33915394,-0.01339930,4.11331056,11.40253300,11.54828100,0.14574800,1.27820722,-11.40253300,-11.54828100,-0.14574800,1.27820722,0.16086405,0.16495464,0.00409059,2.54288637,-0.16086405,-0.16495464,-0.00409059,2.54288637,1.00000000,1.00000000,0.00000000,0.00000000,4041.74730000,3843.38180000,-198.36550000,-4.90791446,
H6: Max (node 5460) → H6: Max (node 5470) in NEF (0.99992715),0.94468449,0.94851679,0.00383230,0.40566983,47.39990400,47.82446300,0.42455900,0.89569591,0.58765872,0.58810256,0.00044384,0.07552683,27.45876800,26.96586300,-0.49290500,-1.79507325,0.94468449,0.94851679,0.00383230,0.40566983,0.05531551,0.05148321,-0.00383230,-6.92807833,0.00000000,0.00000000,0.00000000,3907.01921287,-0.00000002,-0.00000000,0.00000001,-90.83942129,-0.00000000,0.00000000,0.00000000,-183.55064599,0.33751772,0.33894044,0.00142272,0.42152454,-0.33751772,-0.33894044,-0.00142272,0.42152454,10.72611500,10.93194000,0.20582500,1.91891472,-10.72611500,-10.93194000,-0.20582500,1.91891472,0.16505752,0.16508359,0.00002607,0.01579449,-0.16505752,-0.16508359,-0.00002607,0.01579449,1.00000000,1.00000000,0.00000000,0.00000000,3815.75760000,3804.91540000,-10.84220000,-0.28414279,
Total,29.76381764,29.76634424,0.00252660,0.00848883,651.85080300,650.31835400,-1.53244900,-0.23509199,27.55430395,27.55774774,0.00344379,0.01249819,316.76423290,316.37175480,-0.39247810,-0.12390228,21.76381774,21.76634444,0.00252670,0.01160964,0.23618234,0.23365562,-0.00252672,-1.06981750,-0.00000000,0.00000000,0.00000001,-198.23947730,0.00000002,0.00000009,0.00000007,283.90550519,-0.00000000,-0.00000000,0.00000000,-25.12514968,7.11592142,7.11883908,0.00291766,0.04100186,-7.11592144,-7.11883908,-0.00291764,0.04100158,180.44514500,179.92390980,-0.52123520,-0.28886075,-180.44514480,-179.92390960,0.52123520,-0.28886075,3.89617899,3.89417744,-0.00200155,-0.05137213,-3.89617901,-3.89417742,0.00200159,-0.05137315,10.00000000,10.00000000,0.00000000,0.00000000,48164.74780000,48219.10440000,54.35660000,0.11285557,
Min basin decomposition according to INS: Volume
C1: Min (node 2159) → C1: Min (node 766) in NEF (0.99971369),1.40071720,2.46481060,1.06409340,75.96775423,23.71867500,44.33388800,20.61521300,86.91553386,1.45644030,2.50182540,1.04538510,71.77672164,9.07428740,17.46721800,8.39293060,92.49134648,0.87112302,1.57186150,0.70073848,80.44081765,0.18806539,0.21403685,0.02597146,13.80980307,-0.18414196,-0.23097029,-0.04682833,25.43055912,-1.04933530,0.69202253,1.74135783,-165.94865626,-0.13061875,-0.17784410,-0.04722535,36.15510790,0.22838601,0.40031438,0.17192837,75.27972926,-0.41252797,-0.63128467,-0.21875670,53.02833163,6.47629980,11.70358200,5.22728220,80.71402439,-7.52563520,-11.01155900,-3.48592380,46.32065875,0.11945936,0.20677673,0.08731737,73.09378687,-0.25007811,-0.38462083,-0.13454272,53.80027864,0.26479710,0.44647458,0.18167748,68.61007164,1574.40360000,2663.43270000,1089.02910000,69.17089748,
C1: Min (node 3371) → C1: Min (node 3387) in NEF (0.99994778),1.60328520,1.90979640,0.30651120,19.11769659,22.85279700,28.90531600,6.05251900,26.48480621,1.54505480,1.84288830,0.29783350,19.27656547,8.92669600,11.56341100,2.63671500,29.53741227,1.13716760,1.33981930,0.20265170,17.82074164,-0.20493245,-0.19986507,0.00506738,-2.47270747,0.20838562,0.18905631,-0.01932931,-9.27574081,1.05345510,1.04833890,-0.00511620,-0.48565905,0.14821909,0.13243229,-0.01578680,-10.65098969,0.44791656,0.50898982,0.06107326,13.63496362,-0.23953094,-0.31993351,-0.08040257,33.56667410,9.12819420,11.06762800,1.93943380,21.24663167,-8.07473920,-10.01928900,-1.94454980,24.08188985,0.26518090,0.29539486,0.03021396,11.39371652,-0.11696182,-0.16296258,-0.04600076,39.32972315,0.23305879,0.28498855,0.05192976,22.28182855,1559.39180000,1875.06110000,315.66930000,20.24310375,
C1: Min (node 4264) → C1: Min (node 2132) in NEF (0.99987064),1.58825500,1.66332000,0.07506500,4.72625617,23.42955800,24.50850100,1.07894300,4.60505059,1.53043490,1.65712740,0.12669250,8.27820249,9.33893270,9.94364610,0.60471340,6.47518747,1.11983160,1.12624620,0.00641460,0.57281827,-0.18298465,-0.05209877,0.13088588,-71.52833749,0.18645491,0.04191398,-0.14454093,-77.52058232,1.52237520,-1.74036140,-3.26273660,-214.31882232,0.12668905,0.04541182,-0.08127723,-64.15489894,0.44021318,0.34871247,-0.09150071,-20.78554531,-0.25375827,-0.30679849,-0.05304022,20.90186854,9.49581120,7.47477250,-2.02103870,-21.28347602,-7.97343600,-9.21513390,-1.24169790,15.57293368,0.25775828,0.20832311,-0.04943517,-19.17888729,-0.13106923,-0.16291130,-0.03184207,24.29408489,0.23421173,0.26853686,0.03432513,14.65559816,1618.06160000,1767.18960000,149.12800000,9.21645999,
C1: Min (node 794) → C1: Min (node 3387) in NEF (0.98499691),1.39292580,1.90979640,0.51687060,37.10682938,23.53477600,28.90531600,5.37054000,22.81959259,1.46156090,1.84288830,0.38132740,26.09042155,8.98549980,11.56341100,2.57791120,28.68968068,0.85706107,1.33981930,0.48275823,56.32716814,0.21466846,-0.19986507,-0.41453353,-193.10406848,-0.21069857,0.18905631,0.39975488,-189.72833086,-1.52649490,1.04833890,2.57483380,-168.67621372,-0.14428939,0.13243229,0.27672168,-191.78241727,0.20618161,0.50898982,0.30280821,146.86480041,-0.41688019,-0.31993351,0.09694668,-23.25528589,6.03440330,11.06762800,5.03322470,83.40882188,-7.56089820,-10.01928900,-2.45839080,32.51453379,0.10837666,0.29539486,0.18701820,172.56316997,-0.25266605,-0.16296258,0.08970347,-35.50277926,0.26793238,0.28498855,0.01705617,6.36584873,1596.85050000,1875.06110000,278.21060000,17.42245752,
C2: Min (node 2898) → C2: Min (node 17) in NEF (0.99990530),1.90877820,1.93123240,0.02245420,1.17636507,24.02048600,24.37716700,0.35668100,1.48490334,1.89359610,1.88820380,-0.00539230,-0.28476506,9.39217180,9.55277670,0.16060490,1.70998682,1.30067820,1.33601010,0.03533190,2.71642133,-0.08447819,-0.14556554,-0.06108735,72.31138593,0.07715337,0.14141169,0.06425832,83.28648163,-1.88568320,-0.55818597,1.32749723,-70.39874089,0.06377117,0.09796930,0.03419813,53.62631264,0.42997511,0.49202546,0.06205035,14.43114928,-0.35282174,-0.35061377,0.00220797,-0.62580327,7.71439430,8.79694710,1.08255280,14.03289433,-9.60007750,-9.35513300,0.24494450,-2.55148461,0.25615175,0.28934655,0.03319480,12.95903698,-0.19238058,-0.19137725,0.00100333,-0.52153393,0.30405001,0.29761114,-0.00643887,-2.11770097,1954.63990000,1945.17520000,-9.46470000,-0.48421707,
C2: Min (node 3683) → C2: Min (node 1535) in NEF (0.99996022),2.26692850,2.42557070,0.15864220,6.99811220,33.68902300,35.40072400,1.71170100,5.08088644,2.31760720,2.49792080,0.18031360,7.78016223,12.27693800,12.59426200,0.31732400,2.58471616,1.45042060,1.53812500,0.08770440,6.04682531,0.18259525,0.23676629,0.05417104,29.66727776,-0.19243044,-0.24295945,-0.05052901,26.25832483,-1.09570220,-1.77659820,-0.68089600,62.14243250,-0.13933487,-0.17122629,-0.03189142,22.88832652,0.36890883,0.39588715,0.02697832,7.31300468,-0.56133927,-0.63884660,-0.07750733,13.80757309,8.13419280,8.46820520,0.33401240,4.10627592,-9.22989500,-10.24480300,-1.01490800,10.99587807,0.20165711,0.21730682,0.01564971,7.76055454,-0.34099198,-0.38853311,-0.04754113,13.94200825,0.40825396,0.44372283,0.03546887,8.68794267,2490.16400000,2652.61240000,162.44840000,6.52360246,
C2: Min (node 4632) → C2: Min (node 4664) in NEF (0.99992310),1.84838410,1.65715420,-0.19122990,-10.34578798,27.49413600,24.00712000,-3.48701600,-12.68276261,1.80696760,1.62922310,-0.17774450,-9.83661799,11.42975000,9.63291830,-1.79683170,-15.72065618,1.27299200,1.13982220,-0.13316980,-10.46116551,-0.12220792,-0.10515804,0.01704988,-13.95153440,0.11527707,0.10154776,-0.01372931,-11.90983602,2.98138540,2.33478420,-0.64660120,-21.68794413,0.07556370,0.07325699,-0.00230671,-3.05266935,0.45632102,0.39997428,-0.05634674,-12.34804831,-0.34104394,-0.29842652,0.04261742,-12.49616692,10.68784400,9.24182140,-1.44602260,-13.52960054,-7.70645900,-6.90703720,0.79942180,-10.37339977,0.26401531,0.23469315,-0.02932216,-11.10623471,-0.18845160,-0.16143616,0.02701544,-14.33547924,0.28769603,0.25866603,-0.02903000,-10.09051116,1865.93610000,1741.98880000,-123.94730000,-6.64263369,
C3: Min (node 2713) → C2: Min (node 17) in NEF (0.99995377),1.85008330,1.93123240,0.08114910,4.38624034,22.55353500,24.37716700,1.82363200,8.08579232,1.80858720,1.88820380,0.07961660,4.40214329,8.52392290,9.55277670,1.02885380,12.07019130,1.28292020,1.33601010,0.05308990,4.13820751,-0.14859417,-0.14556554,0.00302863,-2.03818898,0.14801573,0.14141169,-0.00660404,-4.46171498,-0.81194493,-0.55818597,0.25375896,-31.25322305,0.10384993,0.09796930,-0.00588063,-5.66262587,0.48160578,0.49202546,0.01041968,2.16352885,-0.33359006,-0.35061377,-0.01702371,5.10318263,8.09465350,8.79694710,0.70229360,8.67601807,-8.90659840,-9.35513300,-0.44853460,5.03598096,0.28489008,0.28934655,0.00445647,1.56427700,-0.18104015,-0.19137725,-0.01033710,5.70983840,0.28358151,0.29761114,0.01402963,4.94730069,1849.03440000,1945.17520000,96.14080000,5.19951387,
C3: Min (node 3352) → C2: Min (node 4664) in NEF (0.99995916),1.55109070,1.65715420,0.10606350,6.83799471,22.24047100,24.00712000,1.76664900,7.94339742,1.49894730,1.62922310,0.13027580,8.69115278,8.69561530,9.63291830,0.93730300,10.77903021,1.08933300,1.13982220,0.05048920,4.63487290,-0.16581761,-0.10515804,0.06065957,-36.58210367,0.16534666,0.10154776,-0.06379890,-38.58493422,3.21738670,2.33478420,-0.88260250,-27.43227912,0.11102969,0.07325699,-0.03777270,-34.02035708,0.42278330,0.39997428,-0.02280902,-5.39496711,-0.25743664,-0.29842652,-0.04098988,15.92231782,9.36294590,9.24182140,-0.12112450,-1.29365801,-6.14555920,-6.90703720,-0.76147800,12.39070319,0.24735902,0.23469315,-0.01266587,-5.12043992,-0.13632933,-0.16143616,-0.02510683,18.41630851,0.23087885,0.25866603,0.02778718,12.03539432,1552.39250000,1741.98880000,189.59630000,12.21316774,
C3: Min (node 4128) → C2: Min (node 1535) in NEF (0.99990949),2.60086580,2.42557070,-0.17529510,-6.73987485,37.60022300,35.40072400,-2.19949900,-5.84969669,2.70391960,2.49792080,-0.20599880,-7.61852534,13.07578700,12.59426200,-0.48152500,-3.68256993,1.62978660,1.53812500,-0.09166160,-5.62414736,0.31237199,0.23676629,-0.07560570,-24.20373863,-0.31336239,-0.24295945,0.07040294,-22.46693995,-2.40544170,-1.77659820,0.62884350,-26.14253756,-0.21487962,-0.17122629,0.04365333,-20.31524907,0.41491076,0.39588715,-0.01902361,-4.58498835,-0.72827315,-0.63884660,0.08942655,-12.27925951,8.95018670,8.46820520,-0.48198150,-5.38515582,-11.35562800,-10.24480300,1.11082500,-9.78215384,0.22907782,0.21730682,-0.01177100,-5.13842850,-0.44395744,-0.38853311,0.05542433,-12.48415389,0.48553964,0.44372283,-0.04181681,-8.61243996,2949.11540000,2652.61240000,-296.50300000,-10.05396398,
C4: Min (node 3171) → C1: Min (node 766) in NEF (0.99985016),2.19550080,2.46481060,0.26930980,12.26644053,41.48842800,44.33388800,2.84546000,6.85844255,2.18442680,2.50182540,0.31739860,14.53006345,16.73968500,17.46721800,0.72753300,4.34615705,1.42816720,1.57186150,0.14369430,10.06144799,0.10650008,0.21403685,0.10753677,100.97341711,-0.14227725,-0.23097029,-0.08869304,62.33817423,2.12274940,0.69202253,-1.43072687,-67.39970672,-0.12231698,-0.17784410,-0.05552712,45.39608483,0.34897809,0.40031438,0.05133629,14.71046220,-0.49125533,-0.63128467,-0.14002934,28.50439099,10.44020600,11.70358200,1.26337600,12.10106391,-8.31745650,-11.01155900,-2.69410250,32.39094187,0.17871252,0.20677673,0.02806421,15.70355004,-0.30102950,-0.38462083,-0.08359133,27.76848448,0.38366682,0.44647458,0.06280776,16.37039137,2281.29540000,2663.43270000,382.13730000,16.75089074,
C4: Min (node 3928) → C1: Min (node 2132) in NEF (0.99997996),1.90574430,1.66332000,-0.24242430,-12.72071495,30.61542700,24.50850100,-6.10692600,-19.94721811,1.84887630,1.65712740,-0.19174890,-10.37110487,13.03581600,9.94364610,-3.09216990,-23.72057031,1.31546680,1.12624620,-0.18922060,-14.38429309,-0.13491189,-0.05209877,0.08281312,-61.38311308,0.10739002,0.04191398,-0.06547604,-60.97032294,0.33306694,-1.74036140,-2.07342834,-622.52601234,0.07439537,0.04541182,-0.02898355,-38.95881073,0.43977818,0.34871247,-0.09106571,-20.70719152,-0.33238816,-0.30679849,0.02558967,-7.69873091,10.42261900,7.47477250,-2.94784650,-28.28316472,-10.08955200,-9.21513390,0.87441810,-8.66657013,0.25293797,0.20832311,-0.04461486,-17.63865662,-0.17854260,-0.16291130,0.01563130,-8.75494140,0.29513874,0.26853686,-0.02660188,-9.01334742,1877.71780000,1767.18960000,-110.52820000,-5.88630517,
C4: Min (node 4651) → C1: Min (node 3387) in NEF (0.99993888),1.99200550,1.90979640,-0.08220910,-4.12695146,30.49995800,28.90531600,-1.59464200,-5.22834163,1.97905890,1.84288830,-0.13617060,-6.88057339,12.26308900,11.56341100,-0.69967800,-5.70556081,1.34961660,1.33981930,-0.00979730,-0.72593209,-0.06483881,-0.19986507,-0.13502626,208.24915252,0.03488723,0.18905631,0.15416909,441.90698744,-2.45581640,1.04833890,3.50415530,-142.68799980,0.04792161,0.13243229,0.08451068,176.35193293,0.40818356,0.50898982,0.10080626,24.69630575,-0.37329633,-0.31993351,0.05336282,-14.29502937,9.14767230,11.06762800,1.91995570,20.98846173,-11.60348900,-10.01928900,1.58420000,-13.65279012,0.24201332,0.29539486,0.05338154,22.05727354,-0.19409171,-0.16296258,0.03112913,-16.03836145,0.32119444,0.28498855,-0.03620589,-11.27226549,2076.66810000,1875.06110000,-201.60700000,-9.70819555,
H1: Min (node 3346) → H5: Min (node 4667) in NEF (0.99977569),1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,0.61323724,0.58300069,-0.03023655,-4.93064479,33.19677900,30.91078900,-2.28599000,-6.88618013,1.01905320,0.93725702,-0.08179618,-8.02668398,-0.01905322,0.06274298,0.08179620,-429.30388081,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.00000003,0.00000001,0.00000004,-142.84900318,0.00000000,-0.00000000,-0.00000000,-107.34502126,0.34759836,0.33915394,-0.00844442,-2.42936129,-0.34759836,-0.33915394,0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.16713182,0.16495464,-0.00217718,-1.30267235,-0.16713182,-0.16495464,0.00217718,-1.30267235,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,
H2: Min (node 2728) → H6: Min (node 1025) in NEF (0.99958332),0.71225514,0.75509663,0.04284149,6.01490780,38.74465100,40.14087000,1.39621900,3.60364325,0.44413529,0.47139572,0.02726043,6.13786623,22.97323800,24.29220600,1.31896800,5.74132388,0.71225514,0.75509663,0.04284149,6.01490780,0.09827764,0.08870694,-0.00957070,-9.73843074,-0.05674381,-0.04526522,0.01147859,-20.22879534,-0.29815556,-0.21358326,0.08457230,-28.36515945,-0.03146268,-0.02484732,0.00661535,-21.02603482,0.24032627,0.26149503,0.02116876,8.80834209,-0.29707009,-0.30676025,-0.00969016,3.26191035,8.96956890,9.28457270,0.31500380,3.51191683,-9.26772450,-9.49815590,-0.23043140,2.48638595,0.11344725,0.12496021,0.01151296,10.14829359,-0.14490993,-0.14980754,-0.00489761,3.37976148,0.81053278,0.84380357,0.03327079,4.10480499,3076.93970000,3213.12260000,136.18290000,4.42592034,
H2: Min (node 4440) → H6: Min (node 1504) in NEF (0.99984633),0.23650224,0.19342016,-0.04308208,-18.21635178,9.42466140,7.68359360,-1.74106780,-18.47353158,0.14263674,0.11670684,-0.02592990,-18.17897689,3.27418410,2.67365700,-0.60052710,-18.34127470,0.23650224,0.19342016,-0.04308208,-18.21635178,-0.04703502,-0.03722373,0.00981128,-20.85953367,0.05674381,0.04526522,-0.01147859,-20.22879357,0.29815557,0.21358325,-0.08457232,-28.36516521,0.03146268,0.02484732,-0.00661535,-21.02603733,0.10022537,0.07744541,-0.02277996,-22.72873724,-0.04348156,-0.03218018,0.01130137,-25.99118918,2.31080000,1.64736710,-0.66343290,-28.71009607,-2.01264450,-1.43378380,0.57886070,-28.76119951,0.05178960,0.04012338,-0.01166622,-22.52617538,-0.02032692,-0.01527606,0.00505086,-24.84814227,0.18946722,0.15619643,-0.03327079,-17.56018271,723.36729000,591.79284000,-131.57445000,-18.18916224,
H3: Min (node 3936) → H4: Min (node 1877) in NEF (0.99984713),0.96974158,0.94551411,-0.02422747,-2.49834291,49.52828900,47.80125100,-1.72703800,-3.48697287,0.60068781,0.59058192,-0.01010589,-1.68238640,30.39611500,29.55499300,-0.84112200,-2.76720232,0.96974158,0.94551411,-0.02422747,-2.49834291,0.03025842,0.05448589,0.02422747,80.06854423,-0.00000000,0.00000000,0.00000000,-126.71951896,-0.00000001,0.00000002,0.00000004,-299.33020142,-0.00000000,0.00000000,0.00000000,-133.01400156,0.33723720,0.33542159,-0.00181561,-0.53837774,-0.33723720,-0.33542159,0.00181561,-0.53837774,10.56830900,10.72877900,0.16047000,1.51840753,-10.56830900,-10.72877900,-0.16047000,1.51840753,0.16600630,0.16520926,-0.00079704,-0.48012636,-0.16600630,-0.16520926,0.00079704,-0.48012636,1.00000000,1.00000000,0.00000000,0.00000000,3752.41630000,3815.79520000,63.37890000,1.68901569,
H4: Min (node 4456) → H4: Min (node 1877) in NEF (0.99997997),0.91873400,0.94551411,0.02678011,2.91489267,46.05293500,47.80125100,1.74831600,3.79631830,0.57901535,0.59058192,0.01156657,1.99762752,28.67264500,29.55499300,0.88234800,3.07731638,0.91873400,0.94551411,0.02678011,2.91489267,0.08126600,0.05448589,-0.02678011,-32.95364482,-0.00000000,0.00000000,0.00000000,-144.25664508,0.00000000,0.00000002,0.00000002,8805.50940136,0.00000000,0.00000000,0.00000000,2.61353563,0.33311988,0.33542159,0.00230171,0.69095546,-0.33311988,-0.33542159,-0.00230171,0.69095546,10.92827200,10.72877900,-0.19949300,-1.82547616,-10.92827200,-10.72877900,0.19949300,-1.82547616,0.16429236,0.16520926,0.00091690,0.55809047,-0.16429236,-0.16520926,-0.00091690,0.55809047,1.00000000,1.00000000,0.00000000,0.00000000,3885.35340000,3815.79520000,-69.55820000,-1.79026701,
H5: Min (node 4632) → H5: Min (node 4667) in NEF (0.99982815),0.85828249,0.93725702,0.07897453,9.20146116,42.79385500,48.00074700,5.20689200,12.16738244,0.55145489,0.58300069,0.03154580,5.72046791,29.03431400,30.91078900,1.87647500,6.46295621,0.85828249,0.93725702,0.07897453,9.20146116,0.14171751,0.06274298,-0.07897453,-55.72672495,-0.00000000,0.00000000,0.00000000,-120.93891633,-0.00000002,0.00000001,0.00000003,-154.47152110,0.00000000,-0.00000000,-0.00000000,-119.47838418,0.32575464,0.33915394,0.01339930,4.11331056,-0.32575464,-0.33915394,-0.01339930,4.11331056,11.40253300,11.54828100,0.14574800,1.27820722,-11.40253300,-11.54828100,-0.14574800,1.27820722,0.16086405,0.16495464,0.00409059,2.54288637,-0.16086405,-0.16495464,-0.00409059,2.54288637,1.00000000,1.00000000,0.00000000,0.00000000,4041.74730000,3843.38180000,-198.36550000,-4.90791446,
H6: Min (node 2720) → H6: Min (node 1025) in NEF (0.99984059),0.72321143,0.75509663,0.03188520,4.40883519,38.72032000,40.14087000,1.42055000,3.66874551,0.45934437,0.47139572,0.01205135,2.62359806,24.34613600,24.29220600,-0.05393000,-0.22151359,0.72321143,0.75509663,0.03188520,4.40883519,0.12867518,0.08870694,-0.03996824,-31.06134299,-0.08155264,-0.04526522,0.03628741,-44.49569546,-1.65902350,-0.21358326,1.44544024,-87.12596536,-0.04127422,-0.02484732,0.01642690,-39.79941620,0.23103012,0.26149503,0.03046491,13.18655334,-0.31258275,-0.30676025,0.00582250,-1.86270676,8.07236260,9.28457270,1.21221010,15.01679446,-9.73138610,-9.49815590,0.23323020,-2.39668016,0.11167530,0.12496021,0.01328491,11.89601461,-0.15294952,-0.14980754,0.00314198,-2.05425947,0.85188661,0.84380357,-0.00808304,-0.94883989,3275.47370000,3213.12260000,-62.35110000,-1.90357505,
H6: Min (node 3672) → H6: Min (node 1504) in NEF (0.99986685),0.22147306,0.19342016,-0.02805290,-12.66650671,8.67958390,7.68359360,-0.99599030,-11.47509272,0.12831435,0.11670684,-0.01160751,-9.04615111,3.11263200,2.67365700,-0.43897500,-14.10301635,0.22147306,0.19342016,-0.02805290,-12.66650671,-0.07335967,-0.03722373,0.03613594,-49.25858921,0.08155264,0.04526522,-0.03628741,-44.49569423,1.65902340,0.21358325,-1.44544015,-87.12596519,0.04127422,0.02484732,-0.01642690,-39.79941620,0.10648760,0.07744541,-0.02904219,-27.27283834,-0.02493497,-0.03218018,-0.00724522,29.05645831,2.65375230,1.64736710,-1.00638520,-37.92310232,-0.99472889,-1.43378380,-0.43905491,44.13814803,0.05338222,0.04012338,-0.01325884,-24.83755827,-0.01210800,-0.01527606,-0.00316806,26.16501919,0.14811339,0.15619643,0.00808304,5.45733239,540.28398000,591.79284000,51.50886000,9.53366413,
Total,29.76381754,31.67614084,1.91232330,6.42499336,651.85080430,679.22367120,27.37286690,4.19925338,27.55430394,29.40063624,1.84633230,6.70070383,316.76423400,327.93516520,11.17093120,3.52657592,21.76381763,23.10616374,1.34234611,6.16778790,0.23618233,0.03379053,-0.20239180,-85.69303047,-0.00000001,0.18905631,0.18905632,-1901036177.83653092,-0.00000004,1.04833907,1.04833911,-2486262885.32284021,0.00000000,0.13243231,0.13243230,9408674929.54240990,7.11592143,7.62782888,0.51190745,7.19383221,-7.11592143,-7.43877256,-0.32285112,4.53702485,180.44514380,190.99154000,10.54639620,5.84465504,-180.44514419,-189.94319860,-9.49805441,5.26367969,3.89617899,4.18957228,0.29339329,7.53028250,-3.89617900,-4.05714004,-0.16096104,4.13125367,10.00000000,10.28498853,0.28498853,2.84988530,48164.74797000,50094.16558000,1929.41761000,4.00587087,
Max basin decomposition according to INS: Electron Density SCF
C1: Max (node 6104) → C1: Max (node 6148) in NEF (0.99986561),2.23589920,2.40319870,0.16729950,7.48242586,32.56117600,37.14733000,4.58615400,14.08473085,2.25256340,2.40095630,0.14839290,6.58773467,13.60117800,16.10711800,2.50594000,18.42443353,1.50754140,1.62437110,0.11682970,7.74968435,-0.05082597,-0.06671586,-0.01588989,31.26333165,0.05622191,0.05194656,-0.00427535,-7.60442121,-1.50258800,-0.91697561,0.58561239,-38.97358358,0.06986066,0.06375650,-0.00610416,-8.73762429,0.52473028,0.53098760,0.00625732,1.19248312,-0.46850837,-0.47904103,-0.01053266,2.24812632,10.25977900,11.08447200,0.82469300,8.03811661,-11.76236700,-12.00144800,-0.23908100,2.03259259,0.32696921,0.32652912,-0.00044009,-0.13459677,-0.25710855,-0.26277262,-0.00566407,2.20298780,0.36417887,0.38941381,0.02523494,6.92927077,2347.68170000,2386.64360000,38.96190000,1.65959040,
C1: Max (node 6126) → C1: Max (node 6168) in NEF (0.99986342),1.80627810,1.81715310,0.01087500,0.60206676,28.57668700,29.83720900,1.26052200,4.41101517,1.81328330,1.80528740,-0.00799590,-0.44096253,10.51281100,11.12533600,0.61252500,5.82646259,1.18956440,1.20645640,0.01689200,1.42001560,0.04386297,0.01493694,-0.02892604,-65.94636365,-0.03929413,-0.02651788,0.01277625,-32.51439159,-0.26571957,-0.00989042,0.25582915,-96.27787155,-0.03485064,-0.02736481,0.00748582,-21.47973139,0.37509445,0.36410286,-0.01099159,-2.93035261,-0.41438857,-0.39062074,0.02376783,-5.73563841,9.43557960,9.38117110,-0.05440850,-0.57663124,-9.70129920,-9.39106150,0.31023770,-3.19789848,0.20149385,0.19395867,-0.00753518,-3.73965756,-0.23634448,-0.22132348,0.01502100,-6.35555355,0.30835685,0.30534834,-0.00300851,-0.97565856,1926.95190000,1958.96960000,32.01770000,1.66157235,
C1: Max (node 6150) → C1: Max (node 6190) in NEF (0.99987283),1.94300600,1.81757520,-0.12543080,-6.45550245,32.39794300,30.76316500,-1.63477800,-5.04593147,1.92764420,1.79559740,-0.13204680,-6.85016457,12.21142700,11.74182100,-0.46960600,-3.84562754,1.28807740,1.20709950,-0.08097790,-6.28672625,0.02177975,0.01385193,-0.00792782,-36.39995451,-0.01692779,-0.02542868,-0.00850089,50.21857848,1.76830760,0.92686605,-0.84144155,-47.58456900,-0.03501003,-0.03639169,-0.00138166,3.94647247,0.42287264,0.36292622,-0.05994642,-14.17599871,-0.43980043,-0.38835490,0.05144553,-11.69747151,11.43935000,9.78033830,-1.65901170,-14.50267454,-9.67104200,-8.85347220,0.81756980,-8.45379226,0.22231215,0.19000692,-0.03230523,-14.53147298,-0.25732217,-0.22639860,0.03092357,-12.01745267,0.32746428,0.30523785,-0.02222643,-6.78743648,2074.07380000,1960.07030000,-114.00350000,-5.49659805,
