Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
C3: Min (node 2713) → C2: Min (node 19) in NEF (0.99998236),1.27998220,1.44728530,0.16730310,13.07073645,13.27084600,16.00916400,2.73831800,20.63408768,1.25615490,1.39481260,0.13865770,11.03826447,5.17680230,6.37242420,1.19562190,23.09576126,0.89849923,1.02920470,0.13070547,14.54708759,-0.13553332,-0.19304368,-0.05751036,42.43263575,0.13514425,0.19012604,0.05498179,40.68378048,-2.44515050,-1.50527650,0.93987400,-38.43828836,0.10952133,0.13736274,0.02784141,25.42099334,0.36272710,0.43606612,0.07333902,20.21878707,-0.22758285,-0.24594008,-0.01835723,8.06617458,5.16232210,6.76250310,1.60018100,30.99731030,-7.60747250,-8.26777960,-0.66030710,8.67971721,0.22357889,0.26124579,0.03766690,16.84725244,-0.11405756,-0.12388305,-0.00982549,8.61450131,0.19074148,0.20904027,0.01829879,9.59350321,1331.16830000,1430.91470000,99.74640000,7.49314719,
C3: Min (node 316) → C2: Min (node 4072) in NEF (0.99990036),1.88200130,1.69865310,-0.18334820,-9.74219306,28.84206500,26.92834600,-1.91371900,-6.63516638,1.90482750,1.72561920,-0.17920830,-9.40811176,10.39368600,10.00885700,-0.38482900,-3.70252671,1.21594350,1.09078020,-0.12516330,-10.29351282,0.11617193,0.12496549,0.00879356,7.56943609,-0.11685123,-0.12920762,-0.01235639,10.57446293,1.40240890,1.46302880,0.06061990,4.32255528,-0.09716021,-0.10266408,-0.00550387,5.66473119,0.34982013,0.28331658,-0.06650355,-19.01078420,-0.46667137,-0.41252420,0.05414717,-11.60284806,8.35558460,7.36618440,-0.98940020,-11.84118464,-6.95317570,-5.90315560,1.05002010,-15.10130256,0.18813765,0.15142777,-0.03670988,-19.51224542,-0.28529787,-0.25409185,0.03120602,-10.93804871,0.33302887,0.30393643,-0.02909244,-8.73571111,2004.90460000,1804.50190000,-200.40270000,-9.99562273,
C3: Min (node 3355) → C2: Min (node 4665) in NEF (0.99993593),0.96421818,1.12626530,0.16204712,16.80606354,11.00037400,13.38341800,2.38304400,21.66329981,0.94871139,1.13386000,0.18514861,19.51579921,4.12180520,5.19437090,1.07256570,26.02174649,0.67906365,0.76871721,0.08965356,13.20252674,-0.10875459,-0.05362113,0.05513346,-50.69529203,0.10846377,0.05112593,-0.05733784,-52.86358477,-0.74716996,-1.59516480,-0.84799484,113.49423630,0.09161472,0.05847210,-0.03314262,-36.17608244,0.26732004,0.26466825,-0.00265179,-0.99199072,-0.15885627,-0.21354232,-0.05468605,34.42486091,4.30812370,4.66546740,0.35734370,8.29464809,-5.05529370,-6.26063220,-1.20533850,23.84309541,0.16811140,0.16615043,-0.00196097,-1.16647057,-0.07649668,-0.10767833,-0.03118165,40.76209398,0.14257726,0.17877402,0.03619676,25.38747062,1016.47470000,1266.28480000,249.81010000,24.57612570,
C4: Min (node 1247) → C1: Min (node 4340) in NEF (0.99988987),1.41010590,1.83166410,0.42155820,29.89549934,27.91570600,34.47488800,6.55918200,23.49638587,1.39708130,1.80377390,0.40669260,29.11015987,11.79886700,14.10127300,2.30240600,19.51378891,0.91949194,1.20917880,0.28968686,31.50510052,0.06173590,0.03579189,-0.02594401,-42.02418784,-0.08461093,-0.04759639,0.03701454,-43.74676165,2.74627690,4.05163180,1.30535490,47.53180206,-0.07779291,-0.06425518,0.01353773,-17.40226349,0.21297808,0.36156499,0.14858691,69.76629238,-0.29758900,-0.40916138,-0.11157238,37.49210488,7.10714690,10.75072500,3.64357810,51.26639637,-4.36087010,-6.69909300,-2.33822290,53.61826531,0.10772028,0.18546939,0.07774911,72.17685472,-0.18551319,-0.24972457,-0.06421138,34.61283804,0.24530696,0.31124267,0.06593571,26.87885823,1431.17800000,1879.59940000,448.42140000,31.33232903,
C4: Min (node 2497) → C1: Min (node 2804) in NEF (0.99990841),1.40746900,1.79026840,0.38279940,27.19771448,27.83377700,33.58396800,5.75019100,20.65903955,1.39759870,1.77211120,0.37451250,26.79685521,11.73027900,13.73952500,2.00924600,17.12871450,0.91586730,1.17569480,0.25982750,28.36955747,0.06733617,0.05345248,-0.01388369,-20.61846850,-0.09025725,-0.06510695,0.02515031,-27.86513647,2.61367030,3.54738660,0.93371630,35.72433371,-0.08024506,-0.07217551,0.00806955,-10.05613778,0.20711556,0.34081692,0.13370136,64.55399102,-0.29737281,-0.40592387,-0.10855106,36.50335752,6.99635050,10.18276900,3.18641850,45.54400898,-4.38268020,-6.63538200,-2.25270180,51.40009531,0.10493494,0.17559266,0.07065772,67.33478858,-0.18518000,-0.24776817,-0.06258817,33.79855816,0.24580087,0.30728682,0.06148595,25.01453717,1418.99350000,1808.10210000,389.10860000,27.42145049,
C4: Min (node 3929) → C1: Min (node 2133) in NEF (0.99990480),1.60753280,1.28221570,-0.32531710,-20.23704275,23.69620300,16.67273100,-7.02347200,-29.63965155,1.56030490,1.27658840,-0.28371650,-18.18340121,9.68915190,6.39589370,-3.29325820,-33.98912757,1.11794680,0.88001269,-0.23793411,-21.28313351,-0.13877474,-0.07560668,0.06316806,-45.51841279,0.11594764,0.06797951,-0.04796813,-41.37051345,-1.42049420,-2.98447890,-1.56398470,110.10144920,0.08852068,0.06960913,-0.01891155,-21.36398902,0.40148124,0.29847522,-0.10300602,-25.65649643,-0.28553360,-0.23049571,0.05503789,-19.27545130,8.52398640,5.44948830,-3.07449810,-36.06878232,-9.94448060,-8.43396720,1.51051340,-15.18946500,0.23482870,0.18391336,-0.05091534,-21.68190685,-0.14630802,-0.11430422,0.03200380,-21.87426226,0.24479302,0.20110150,-0.04369152,-17.84835205,1613.98990000,1368.56400000,-245.42590000,-15.20616083,
C4: Min (node 4653) → C1: Min (node 3390) in NEF (0.99950208),1.66814290,1.13377870,-0.53436420,-32.03347867,23.15812700,13.01611700,-10.14201000,-43.79460394,1.65737700,1.14936770,-0.50800930,-30.65140279,8.82029180,4.73758320,-4.08270860,-46.28768177,1.13994460,0.77304072,-0.36690388,-32.18611501,-0.08354795,-0.05156468,0.03198327,-38.28133573,0.05892054,0.04472383,-0.01419671,-24.09467822,-3.93945300,-4.61453950,-0.67508650,17.13655424,0.06951729,0.06682156,-0.00269573,-3.87778510,0.37536494,0.25715954,-0.11820540,-31.49079400,-0.31644440,-0.21243571,0.10400869,-32.86791929,7.38301310,3.86300010,-3.52001300,-47.67718752,-11.32246600,-8.47753960,2.84492640,-25.12638501,0.22617988,0.16551930,-0.06066058,-26.81961808,-0.15666259,-0.09869774,0.05796485,-36.99980193,0.26409915,0.18036901,-0.08373014,-31.70405509,1771.51990000,1249.41800000,-522.10190000,-29.47197488,
H1: Min (node 3353) → H5: Min (node 4667) in NEF (0.99977569),1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,0.61323724,0.58300069,-0.03023655,-4.93064479,33.19677900,30.91078900,-2.28599000,-6.88618013,1.01905320,0.93725702,-0.08179618,-8.02668398,-0.01905322,0.06274298,0.08179620,-429.30388081,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.00000003,0.00000001,0.00000004,-142.84900318,0.00000000,-0.00000000,-0.00000000,-107.34502126,0.34759836,0.33915394,-0.00844442,-2.42936129,-0.34759836,-0.33915394,0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.16713182,0.16495464,-0.00217718,-1.30267235,-0.16713182,-0.16495464,0.00217718,-1.30267235,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,
H2: Min (node 2744) → H6: Min (node 1028) in NEF (0.99991522),0.94875738,0.94851679,-0.00024059,-0.02535843,48.16931300,47.82446300,-0.34485000,-0.71591222,0.58677204,0.58810256,0.00133052,0.22675245,26.24742200,26.96586300,0.71844100,2.73718691,0.94875738,0.94851679,-0.00024059,-0.02535843,0.05124262,0.05148321,0.00024059,0.46950171,-0.00000000,0.00000000,0.00000000,-698.00019631,0.00000001,-0.00000000,-0.00000001,-115.10866589,0.00000000,0.00000000,-0.00000000,-51.06857816,0.34055164,0.33894044,-0.00161120,-0.47311474,-0.34055164,-0.33894044,0.00161120,-0.47311474,11.28036900,10.93194000,-0.34842900,-3.08880853,-11.28036900,-10.93194000,0.34842900,-3.08880853,0.16523685,0.16508359,-0.00015326,-0.09275171,-0.16523685,-0.16508359,0.00015326,-0.09275171,1.00000000,1.00000000,0.00000000,0.00000000,3800.30690000,3804.91540000,4.60850000,0.12126652,
H3: Min (node 3944) → H4: Min (node 1877) in NEF (0.99984713),0.96974158,0.94551411,-0.02422747,-2.49834291,49.52828900,47.80125100,-1.72703800,-3.48697287,0.60068781,0.59058192,-0.01010589,-1.68238640,30.39611500,29.55499300,-0.84112200,-2.76720232,0.96974158,0.94551411,-0.02422747,-2.49834291,0.03025842,0.05448589,0.02422747,80.06854423,-0.00000000,0.00000000,0.00000000,-126.71951896,-0.00000001,0.00000002,0.00000004,-299.33020142,-0.00000000,0.00000000,0.00000000,-133.01400156,0.33723720,0.33542159,-0.00181561,-0.53837774,-0.33723720,-0.33542159,0.00181561,-0.53837774,10.56830900,10.72877900,0.16047000,1.51840753,-10.56830900,-10.72877900,-0.16047000,1.51840753,0.16600630,0.16520926,-0.00079704,-0.48012636,-0.16600630,-0.16520926,0.00079704,-0.48012636,1.00000000,1.00000000,0.00000000,0.00000000,3752.41630000,3815.79520000,63.37890000,1.68901569,
H4: Min (node 4242) → H4: Min (node 1877) in NEF (0.99997997),0.91873400,0.94551411,0.02678011,2.91489267,46.05293500,47.80125100,1.74831600,3.79631830,0.57901535,0.59058192,0.01156657,1.99762752,28.67264500,29.55499300,0.88234800,3.07731638,0.91873400,0.94551411,0.02678011,2.91489267,0.08126600,0.05448589,-0.02678011,-32.95364482,-0.00000000,0.00000000,0.00000000,-144.25664508,0.00000000,0.00000002,0.00000002,8805.50940136,0.00000000,0.00000000,0.00000000,2.61353563,0.33311988,0.33542159,0.00230171,0.69095546,-0.33311988,-0.33542159,-0.00230171,0.69095546,10.92827200,10.72877900,-0.19949300,-1.82547616,-10.92827200,-10.72877900,0.19949300,-1.82547616,0.16429236,0.16520926,0.00091690,0.55809047,-0.16429236,-0.16520926,-0.00091690,0.55809047,1.00000000,1.00000000,0.00000000,0.00000000,3885.35340000,3815.79520000,-69.55820000,-1.79026701,
H5: Min (node 4635) → H5: Min (node 4667) in NEF (0.99982815),0.85828249,0.93725702,0.07897453,9.20146116,42.79385500,48.00074700,5.20689200,12.16738244,0.55145489,0.58300069,0.03154580,5.72046791,29.03431400,30.91078900,1.87647500,6.46295621,0.85828249,0.93725702,0.07897453,9.20146116,0.14171751,0.06274298,-0.07897453,-55.72672495,-0.00000000,0.00000000,0.00000000,-120.93891633,-0.00000002,0.00000001,0.00000003,-154.47152110,0.00000000,-0.00000000,-0.00000000,-119.47838418,0.32575464,0.33915394,0.01339930,4.11331056,-0.32575464,-0.33915394,-0.01339930,4.11331056,11.40253300,11.54828100,0.14574800,1.27820722,-11.40253300,-11.54828100,-0.14574800,1.27820722,0.16086405,0.16495464,0.00409059,2.54288637,-0.16086405,-0.16495464,-0.00409059,2.54288637,1.00000000,1.00000000,0.00000000,0.00000000,4041.74730000,3843.38180000,-198.36550000,-4.90791446,
H6: Min (node 2914) → H6: Min (node 1028) in NEF (0.99992715),0.94468449,0.94851679,0.00383230,0.40566983,47.39990400,47.82446300,0.42455900,0.89569591,0.58765872,0.58810256,0.00044384,0.07552683,27.45876800,26.96586300,-0.49290500,-1.79507325,0.94468449,0.94851679,0.00383230,0.40566983,0.05531551,0.05148321,-0.00383230,-6.92807833,0.00000000,0.00000000,0.00000000,3907.01921287,-0.00000002,-0.00000000,0.00000001,-90.83942129,-0.00000000,0.00000000,0.00000000,-183.55064599,0.33751772,0.33894044,0.00142272,0.42152454,-0.33751772,-0.33894044,-0.00142272,0.42152454,10.72611500,10.93194000,0.20582500,1.91891472,-10.72611500,-10.93194000,-0.20582500,1.91891472,0.16505752,0.16508359,0.00002607,0.01579449,-0.16505752,-0.16508359,-0.00002607,0.01579449,1.00000000,1.00000000,0.00000000,0.00000000,3815.75760000,3804.91540000,-10.84220000,-0.28414279,
Total,29.76381776,29.76634444,0.00252668,0.00848910,651.85080510,650.31835000,-1.53245510,-0.23509292,27.55430382,27.55774794,0.00344412,0.01249939,316.76423350,316.37175400,-0.39247950,-0.12390272,21.76381770,21.76634428,0.00252658,0.01160908,0.23618235,0.23365561,-0.00252674,-1.06982803,0.00000001,0.00000001,-0.00000000,-17.43654444,-0.00000006,0.00000027,0.00000033,-559.61085641,0.00000001,-0.00000001,-0.00000001,-220.81971095,7.11592142,7.11883904,0.00291762,0.04100130,-7.11592142,-7.11883904,-0.00291762,0.04100130,180.44514460,179.92391240,-0.52123220,-0.28885909,-180.44514400,-179.92391100,0.52123300,-0.28885953,3.89617898,3.89417744,-0.00200154,-0.05137187,-3.89617898,-3.89417744,0.00200154,-0.05137179,10.00000000,10.00000000,0.00000000,0.00000000,48164.74794000,48219.10440000,54.35646000,0.11285528,
Max basin decomposition according to INS: Kinetic Energy Density SCF
C1: Max (node 6104) → C1: Max (node 6148) in NEF (0.99979926),2.24840800,2.37808240,0.12967440,5.76738741,32.62258100,36.48029300,3.85771200,11.82528139,2.26770420,2.37236980,0.10466560,4.61548733,13.62102500,15.83503200,2.21400700,16.25433475,1.51441760,1.61215060,0.09773300,6.45350397,-0.04643681,-0.08028710,-0.03385028,72.89536586,0.05187449,0.06576235,0.01388786,26.77204782,-1.70461050,-0.95374321,0.75086729,-44.04920010,0.06812188,0.07386940,0.00574752,8.43710970,0.52473028,0.53098760,0.00625732,1.19248312,-0.47285579,-0.46522524,0.00763055,-1.61371610,10.25977900,11.08447200,0.82469300,8.03811661,-11.96439000,-12.03821600,-0.07382600,0.61704776,0.32696921,0.32652912,-0.00044009,-0.13459677,-0.25884733,-0.25265972,0.00618761,-2.39044768,0.36699520,0.38296589,0.01597069,4.35174357,2364.58180000,2354.82290000,-9.75890000,-0.41271146,
C1: Max (node 6126) → C1: Max (node 6172) in NEF (0.99984933),1.79638750,1.85456330,0.05817580,3.23848836,28.53119300,30.57130900,2.04011600,7.15047562,1.80154960,1.84909710,0.04754750,2.63925567,10.49709700,11.40171200,0.90461500,8.61776356,1.18388690,1.22486540,0.04097850,3.46135260,0.04111422,0.03453046,-0.00658376,-16.01334195,-0.03657658,-0.04647173,-0.00989515,27.05323734,-0.11417386,-0.20445446,-0.09028060,79.07291564,-0.03395861,-0.04057632,-0.00661771,19.48758201,0.37509445,0.36410286,-0.01099159,-2.93035261,-0.41167103,-0.41057458,0.00109645,-0.26634131,9.43557960,9.38117110,-0.05440850,-0.57663124,-9.54975350,-9.58562550,-0.03587200,0.37563273,0.20149385,0.19395867,-0.00753518,-3.73965756,-0.23545245,-0.23453498,0.00091747,-0.38966254,0.30625028,0.31484896,0.00859868,2.80772968,1915.16330000,2005.77770000,90.61440000,4.73141899,
C1: Max (node 6150) → C1: Max (node 6192) in NEF (0.99986241),1.94038780,1.80528120,-0.13510660,-6.96286588,32.38203200,30.69610200,-1.68593000,-5.20637494,1.92423700,1.78037420,-0.14386280,-7.47635556,12.20729300,11.73753100,-0.46976200,-3.84820779,1.28687870,1.20091090,-0.08596780,-6.68033436,0.02013935,0.00782965,-0.01230970,-61.12263035,-0.01529791,-0.01929062,-0.00399271,26.09972866,1.81878440,1.15819770,-0.66058670,-36.32023125,-0.03416328,-0.03329309,0.00087019,-2.54715897,0.42287264,0.36292622,-0.05994642,-14.17599871,-0.43817055,-0.38221684,0.05595371,-12.76984727,11.43935000,9.78033830,-1.65901170,-14.50267454,-9.62056520,-8.62214060,0.99842460,-10.37802436,0.22231215,0.19000692,-0.03230523,-14.53147298,-0.25647542,-0.22330000,0.03317542,-12.93512649,0.32675452,0.30218515,-0.02456937,-7.51921351,2068.96240000,1945.08290000,-123.87950000,-5.98751819,
C2: Max (node 6098) → C2: Max (node 6158) in NEF (0.99992535),1.71729200,1.83768660,0.12039460,7.01072386,20.15581500,21.68187800,1.52606300,7.57132867,1.73908040,1.85025990,0.11117950,6.39300518,7.08758720,7.52412140,0.43653420,6.15913692,1.12661180,1.21384320,0.08723140,7.74280901,0.05474859,0.03384370,-0.02090489,-38.18343606,-0.06186359,-0.03819728,0.02366631,-38.25563631,-5.00823810,-4.45248670,0.55575140,-11.09674478,-0.03832683,-0.02605773,0.01226910,-32.01177243,0.31887943,0.37099263,0.05211320,16.34260322,-0.38074302,-0.40918991,-0.02844689,7.47141471,4.25229400,5.06433890,0.81204490,19.09663114,-9.26053220,-9.51682570,-0.25629350,2.76758932,0.18110644,0.20987042,0.02876398,15.88236178,-0.21943327,-0.23592815,-0.01649488,7.51703696,0.29534011,0.31192172,0.01658161,5.61441180,1882.01280000,1982.77840000,100.76560000,5.35413999,
C2: Max (node 6120) → C2: Max (node 6118) in NEF (0.99995434),1.87015250,1.81467550,-0.05547700,-2.96644258,29.26410800,27.95960300,-1.30450500,-4.45769610,1.85724410,1.81278290,-0.04446120,-2.39393411,10.79096500,10.07920800,-0.71175700,-6.59586052,1.24417800,1.20006900,-0.04410900,-3.54523227,0.00777097,0.02914416,0.02137319,275.03885293,-0.01531110,-0.03343328,-0.01812218,118.35973128,2.59645360,2.21219350,-0.38426010,-14.79942103,-0.02636669,-0.03575318,-0.00938649,35.59981958,0.38269699,0.36957964,-0.01311735,-3.42760731,-0.39800810,-0.40301292,-0.00500482,1.25746687,10.09298200,9.61593260,-0.47704940,-4.72654563,-7.49652830,-7.40373900,0.09278930,-1.23776362,0.20525588,0.19920451,-0.00605137,-2.94820787,-0.23162257,-0.23495769,-0.00333512,1.43989422,0.31298725,0.30730328,-0.00568397,-1.81603883,1959.56340000,1968.05820000,8.49480000,0.43350473,
C2: Max (node 6148) → C2: Max (node 6134) in NEF (0.99998266),2.43664630,2.36159510,-0.07505120,-3.08010235,35.78372100,34.14353000,-1.64019100,-4.58362337,2.42184640,2.35230490,-0.06954150,-2.87142488,15.22030800,14.17662800,-1.04368000,-6.85715427,1.65330100,1.60004510,-0.05325590,-3.22118598,-0.08661042,-0.07694515,0.00966527,-11.15948186,0.07717469,0.07163056,-0.00554413,-7.18387207,2.41178450,2.24029320,-0.17149130,-7.11055652,0.06469351,0.06181091,-0.00288260,-4.45578530,0.55362853,0.54731462,-0.00631391,-1.14045965,-0.47645384,-0.47568407,0.00076977,-0.16156235,12.19115600,11.82670200,-0.36445400,-2.98949501,-9.77937110,-9.58640900,0.19296210,-1.97315449,0.33546184,0.33227159,-0.00319025,-0.95100236,-0.27076833,-0.27046068,0.00030765,-0.11362112,0.39167264,0.38077499,-0.01089765,-2.78233629,2469.16380000,2388.93990000,-80.22390000,-3.24903111,
C3: Max (node 6112) → C2: Max (node 6134) in NEF (0.99997959),2.25398040,2.36159510,0.10761470,4.77442927,31.80464500,34.14353000,2.33888500,7.35391010,2.25095460,2.35230490,0.10135030,4.50254750,12.64285100,14.17662800,1.53377700,12.13157539,1.52655780,1.60004510,0.07348730,4.81392188,-0.07171254,-0.07694515,-0.00523260,7.29663279,0.07097065,0.07163056,0.00065991,0.92983367,1.83693230,2.24029320,0.40336090,21.95839770,0.06452084,0.06181091,-0.00270993,-4.20009088,0.53626096,0.54731462,0.01105366,2.06124645,-0.46529031,-0.47568407,-0.01039376,2.23382258,11.12163400,11.82670200,0.70506800,6.33960801,-9.28470140,-9.58640900,-0.30170760,3.24951323,0.32858372,0.33227159,0.00368787,1.12235323,-0.26406288,-0.27046068,-0.00639780,2.42283202,0.36371131,0.38077499,0.01706368,4.69154506,2306.48440000,2388.93990000,82.45550000,3.57494289,
C3: Max (node 6140) → C2: Max (node 6118) in NEF (0.99982215),1.76428270,1.81467550,0.05039280,2.85627694,26.69668800,27.95960300,1.26291500,4.73060553,1.77272930,1.81278290,0.04005360,2.25943126,9.41298400,10.07920800,0.66622400,7.07771308,1.16011290,1.20006900,0.03995610,3.44415617,0.04822673,0.02914416,-0.01908258,-39.56845928,-0.04884293,-0.03343328,0.01540965,-31.54939226,1.80663420,2.21219350,0.40555930,22.44833514,-0.04324030,-0.03575318,0.00748712,-17.31513969,0.35769928,0.36957964,0.01188036,3.32132623,-0.40654221,-0.40301292,0.00352929,-0.86812388,9.17925360,9.61593260,0.43667900,4.75723865,-7.37261930,-7.40373900,-0.03111970,0.42209829,0.19387055,0.19920451,0.00533396,2.75129977,-0.23711085,-0.23495769,0.00215316,-0.90808160,0.30208491,0.30730328,0.00521837,1.72745140,1918.29210000,1968.05820000,49.76610000,2.59429208,
C3: Max (node 6160) → C2: Max (node 6158) in NEF (0.99996699),1.98377670,1.83768660,-0.14609010,-7.36424115,23.89289600,21.68187800,-2.21101800,-9.25387195,1.98777010,1.85025990,-0.13751020,-6.91781207,8.23949030,7.52412140,-0.71536890,-8.68219846,1.31536910,1.21384320,-0.10152590,-7.71843432,0.02144602,0.03384370,0.01239768,57.80877830,-0.02212772,-0.03819728,-0.01606956,72.62182828,-3.64356650,-4.45248670,-0.80892020,22.20132938,-0.02128054,-0.02605773,-0.00477719,22.44860951,0.42533960,0.37099263,-0.05434697,-12.77731253,-0.44746732,-0.40918991,0.03827741,-8.55423587,6.10689880,5.06433890,-1.04255990,-17.07183849,-9.75046540,-9.51682570,0.23363970,-2.39619024,0.23887265,0.20987042,-0.02900223,-12.14129370,-0.26015319,-0.23592815,0.02422504,-9.31183661,0.33420378,0.31192172,-0.02228206,-6.66720765,2125.76580000,1982.77840000,-142.98740000,-6.72639479,
C4: Max (node 6124) → C1: Max (node 6192) in NEF (0.99994050),1.69298940,1.80528120,0.11229180,6.63275269,29.29430100,30.69610200,1.40180100,4.78523451,1.66817670,1.78037420,0.11219750,6.72575633,11.43836600,11.73753100,0.29916500,2.61545224,1.12338380,1.20091090,0.07752710,6.90121221,0.01582736,0.00782965,-0.00799771,-50.53089976,-0.04238539,-0.01929062,0.02309477,-54.48756947,0.07244930,1.15819770,1.08574840,1498.63194267,-0.04416073,-0.03329309,0.01086765,-24.60929995,0.30459196,0.36292622,0.05833426,19.15160860,-0.34697736,-0.38221684,-0.03523948,10.15613238,8.28236310,9.78033830,1.49797520,18.08632611,-8.20991380,-8.62214060,-0.41222680,5.02108561,0.15871953,0.19000692,0.03128739,19.71237566,-0.20288026,-0.22330000,-0.02041974,10.06492204,0.28480278,0.30218515,0.01738237,6.10330068,1772.79640000,1945.08290000,172.28650000,9.71834668,
C4: Max (node 6140) → C1: Max (node 6172) in NEF (0.99991421),1.84574630,1.85456330,0.00881700,0.47769295,31.56800300,30.57130900,-0.99669400,-3.15729189,1.81643210,1.84909710,0.03266500,1.79830559,12.03414200,11.40171200,-0.63243000,-5.25529780,1.23335480,1.22486540,-0.00848940,-0.68831775,-0.00857175,0.03453046,0.04310221,-502.84017120,-0.01998119,-0.04647173,-0.02649054,132.57736075,0.15115099,-0.20445446,-0.35560545,-235.26504855,-0.02452760,-0.04057632,-0.01604871,65.43123947,0.35583953,0.36410286,0.00826333,2.32220687,-0.37582072,-0.41057458,-0.03475386,9.24745714,9.42505190,9.38117110,-0.04388080,-0.46557622,-9.27390090,-9.58562550,-0.31172460,3.36131045,0.18766492,0.19395867,0.00629375,3.35371683,-0.21219252,-0.23453498,-0.02234246,10.52933440,0.30619575,0.31484896,0.00865321,2.82603857,1896.87070000,2005.77770000,108.90700000,5.74140346,
C4: Max (node 6166) → C1: Max (node 6148) in NEF (0.99996981),2.55451500,2.37808240,-0.17643260,-6.90669657,41.74150900,36.48029300,-5.26121600,-12.60427839,2.52775320,2.37236980,-0.15538340,-6.14709537,18.56608200,15.83503200,-2.73105000,-14.70988871,1.73651210,1.61215060,-0.12436150,-7.16156830,-0.10050623,-0.08028710,0.02021913,-20.11729422,0.06236659,0.06576235,0.00339577,5.44484999,-0.22360030,-0.95374321,-0.73014291,326.53932486,0.06868833,0.07386940,0.00518107,7.54286467,0.53650833,0.53098760,-0.00552073,-1.02901105,-0.47414175,-0.46522524,0.00891651,-1.88055787,12.30308200,11.08447200,-1.21861000,-9.90491651,-12.52668200,-12.03821600,0.48846600,-3.89940449,0.32727935,0.32652912,-0.00075023,-0.22923231,-0.25859102,-0.25265972,0.00593130,-2.29369914,0.40900146,0.38296589,-0.02603557,-6.36564231,2566.01420000,2354.82290000,-211.19130000,-8.23032468,
H1: Max (node 5460) → H5: Max (node 5486) in NEF (0.99977569),1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,0.61323724,0.58300069,-0.03023655,-4.93064479,33.19677900,30.91078900,-2.28599000,-6.88618013,1.01905320,0.93725702,-0.08179618,-8.02668398,-0.01905322,0.06274298,0.08179620,-429.30388081,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.00000003,0.00000001,0.00000004,-142.84900318,0.00000000,-0.00000000,-0.00000000,-107.34502126,0.34759836,0.33915394,-0.00844442,-2.42936129,-0.34759836,-0.33915394,0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.16713182,0.16495464,-0.00217718,-1.30267235,-0.16713182,-0.16495464,0.00217718,-1.30267235,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,
H2: Max (node 5456) → H6: Max (node 5470) in NEF (0.99991522),0.94875738,0.94851679,-0.00024059,-0.02535843,48.16931300,47.82446300,-0.34485000,-0.71591222,0.58677204,0.58810256,0.00133052,0.22675245,26.24742200,26.96586300,0.71844100,2.73718691,0.94875738,0.94851679,-0.00024059,-0.02535843,0.05124262,0.05148321,0.00024059,0.46950171,-0.00000000,0.00000000,0.00000000,-698.00019631,0.00000001,-0.00000000,-0.00000001,-115.10866589,0.00000000,0.00000000,-0.00000000,-51.06857816,0.34055164,0.33894044,-0.00161120,-0.47311474,-0.34055164,-0.33894044,0.00161120,-0.47311474,11.28036900,10.93194000,-0.34842900,-3.08880853,-11.28036900,-10.93194000,0.34842900,-3.08880853,0.16523685,0.16508359,-0.00015326,-0.09275171,-0.16523685,-0.16508359,0.00015326,-0.09275171,1.00000000,1.00000000,0.00000000,0.00000000,3800.30690000,3804.91540000,4.60850000,0.12126652,
