Dataset name,Region name,Atom name,I: Area Bader charge,I: Average curvature,I: Average curvature-scaled torsion,I: Average net plane curvature,I: Average torsion,I: Deformation (kinetic) energy,I: Deformation (kinetic) negative energy,I: Deformation (kinetic) positive energy,I: Deformation charge,I: Deformation negative charge,I: Deformation negative volume,I: Deformation positive charge,I: Deformation positive volume,I: Deformation volume,I: Electron Density SCF,I: Electron Localization Function SCF,I: Gradient bundle partition function contribution (from IN Te),I: Gradient bundle probability (from IN Te),I: Kinetic Energy Density SCF,I: Solid angle (alpha),I: Te per electron,I: Te per valence electron,I: Valence Bader charge,I: Valence density,I: Volume,I: Volume Bader charge,I: Volume fraction
cis-1-3-butadiene_EEF00125-xMinus_SP,C 1,C 1,-0.0092981781,1160.9347,35.748376,605.81574,1544.8507,5.2182259e-11,-0.72935844,0.72935844,-2.5837608e-09,-1.2904035,-30.774888,1.2904035,30.774888,5.6920726e-09,6.0092982,37.560292,25.600317,1,5.9955047,1,6321.6547,10648.783,2.5837608e-09,4.0092982,95.472154,-0.0092981773,1
cis-1-3-butadiene_EEF00125-xMinus_SP,C 2,C 2,-0.04296221,1087.5066,30.810875,566.46062,588.84153,-1.0445333e-09,-0.72522552,0.72522552,8.840999e-10,-1.2615129,-26.510194,1.2615129,26.510194,1.431016e-08,6.0429622,32.851328,24.468233,1,6.0229337,1,6293.472,10441.632,-8.840999e-10,4.0429622,85.77947,-0.042962209,1
cis-1-3-butadiene_EEF00125-xMinus_SP,H 4,H 4,-0.011262319,1404.1437,66.993402,1067.7403,1364.0348,1.6116886e-11,-0.16623809,0.16623809,-2.7180391e-10,-0.33995569,-10.398642,0.33995569,10.398642,-1.1060365e-08,1.0112623,31.532366,3133.7037,1,0.61539943,1,3651.1698,3651.1698,2.7180391e-10,1.0112623,52.694996,-0.011262319,1
cis-1-3-butadiene_EEF00125-xMinus_SP,H 5,H 5,0.067275595,1461.4048,54.27213,1154.5662,1415.3978,-1.9625013e-10,-0.16489091,0.16489091,1.2136425e-09,-0.33836081,-11.477612,0.33836081,11.477612,2.8518926e-08,0.9327244,31.183041,3240.4122,1,0.58157835,1,3846.434,3846.434,-1.2136425e-09,0.9327244,47.652793,0.067275594,1
cis-1-3-butadiene_EEF00125-xMinus_SP,H 6,H 6,0.11346257,1779.1208,74.586374,1213.5017,2518.9464,1.5299395e-10,-0.16253575,0.16253575,-2.0126478e-10,-0.33087019,-10.977121,0.33087019,10.977121,-2.7008355e-08,0.88653743,25.720101,3293.9956,1,0.56319505,1,3968.4424,3968.4424,2.0126478e-10,0.88653743,43.827863,0.11346257,1
