Dataset name,Region name,Atom name,I: Area Bader charge,I: Average curvature,I: Average curvature-scaled torsion,I: Average net plane curvature,I: Average torsion,I: Deformation (kinetic) energy,I: Deformation (kinetic) negative energy,I: Deformation (kinetic) positive energy,I: Deformation charge,I: Deformation negative charge,I: Deformation negative volume,I: Deformation positive charge,I: Deformation positive volume,I: Deformation volume,I: Electron Density SCF,I: Electron Localization Function SCF,I: Gradient bundle partition function contribution (from IN Te),I: Gradient bundle probability (from IN Te),I: Kinetic Energy Density SCF,I: Solid angle (alpha),I: Te per electron,I: Te per valence electron,I: Valence Bader charge,I: Valence density,I: Volume,I: Volume Bader charge,I: Volume fraction
cis-1-3-butadiene_EEF00125-z_SP,C 1,C 1,-0.038301027,1128.9244,35.567349,584.82924,1577.7469,6.6538774e-10,-0.7120108,0.7120108,-3.3586645e-10,-1.2608939,-30.459874,1.2608939,30.459874,-4.8476068e-08,6.038301,39.182733,24.831508,1,6.0007414,1,6274.442,10438.057,3.3586645e-10,4.038301,97.998579,-0.038301027,1
cis-1-3-butadiene_EEF00125-z_SP,C 2,C 2,-0.015494032,1119.9478,31.792374,587.35159,595.54663,-2.2169644e-10,-0.74323155,0.74323155,-1.4067094e-09,-1.2912395,-26.735372,1.2912395,26.735372,-8.7392209e-09,6.015494,31.879714,25.259863,1,6.0155743,1,6336.8695,10618.084,1.4067094e-09,4.015494,84.109206,-0.015494035,1
cis-1-3-butadiene_EEF00125-z_SP,H 4,H 4,0.055532167,1476.2481,68.781323,1131.8199,1337.0364,1.7399238e-10,-0.16524733,0.16524733,-5.6148508e-10,-0.33561766,-10.80752,0.33561766,10.80752,-6.9227326e-09,0.94446783,29.445234,3212.6682,1,0.5900498,1,3817.4695,3817.4695,5.6148508e-10,0.94446783,47.790032,0.055532168,1
cis-1-3-butadiene_EEF00125-z_SP,H 5,H 5,0.063615619,1457.5519,56.055928,1146.329,1387.2429,-2.1064395e-10,-0.16503327,0.16503327,-1.6028601e-10,-0.33943382,-11.634285,0.33943382,11.634285,-1.8993845e-08,0.93638438,30.781611,3235.6088,1,0.58253238,1,3829.2629,3829.2629,1.6028601e-10,0.93638438,47.995329,0.063615619,1
cis-1-3-butadiene_EEF00125-z_SP,H 6,H 6,0.052285363,1711.6773,74.241066,1146.4515,2567.6017,2.6718183e-10,-0.16521124,0.16521124,-3.0493297e-10,-0.33924835,-11.018449,0.33924835,11.018449,-1.4337161e-08,0.94771464,26.870486,3218.0777,1,0.58772607,1,3800.7442,3800.7442,3.0493297e-10,0.94771464,47.824524,0.052285364,1
